Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,CalMass,AlignMasses,Abundance,sn,resolution,rel_abu,peak_index
361.041254041,13,14,12,0,0,0,0,0,CHO,Tannin,362.04853050788,-0.012686918056388,3,361.041254041,361.041254041,4693159.5,24.44,280529.3,0.00820507951883706,1344
361.0565101747,17,14,9,0,0,0,0,0,CHO,Lignin,362.06378664158,-0.0126863833159123,2,361.0565101747,361.0565101747,2597549.3,12.51,320369.7,0.00454131136190866,1345
361.059745506005,17,14,9,0,0,0,0,0,CHO,Lignin,362.067021972885,-8.94841117431467,3,361.059745506005,361.059745506005,46880944,264.59,279458.1,0.081962241734624,1346
361.06950689943,14,18,11,0,0,0,0,0,CHO,Tannin,362.07678336631,22.4484279677738,1,361.06950689943,361.06950689943,3030194.5,14.97,260700,0.00529770761680755,1347
361.0776395473,14,18,11,0,0,0,0,0,CHO,Tannin,362.08491601418,-0.0126856430052609,4,361.0776395473,361.0776395473,52762804,298.07,280557.6,0.0922455336233116,1348
361.088861058432,18,18,8,0,0,0,0,0,CHO,Lignin,362.096137525312,11.1297218341854,2,361.088861058432,361.088861058432,3966138.3,20.3,275220.2,0.00693402389886925,1349
361.092895681,18,18,8,0,0,0,0,0,CHO,Lignin,362.10017214788,-0.0126851085292218,2,361.092895681,361.092895681,3056827.8,15.13,287037.3,0.00534427077843652,1350
361.096191281077,18,18,8,0,0,0,0,0,CHO,Lignin,362.103467747957,-9.11395126194385,2,361.096191281077,361.096191281077,46143676,260.39,283435,0.0806732715714122,1351
361.1025857889,18,18,8,0,0,0,0,0,CHO,Lignin,362.10986225578,-26.7728172858248,1,361.1025857889,361.1025857889,3009727.5,14.86,298431.9,0.00526192503526264,1352
361.105954646834,15,22,10,0,0,0,0,0,CHO,Tannin,362.113231113714,22.2742854791013,2,361.105954646834,361.105954646834,4524225,23.48,297942.2,0.00790973029706546,1353
361.1140250536,15,22,10,0,0,0,0,0,CHO,Tannin,362.12130152048,-0.0126843683673383,3,361.1140250536,361.1140250536,43014340,242.58,279500,0.0752022342625035,1354
361.125133681657,19,22,7,0,0,0,0,0,CHO,Lignin,362.132410148537,11.4403247181877,3,361.125133681657,361.125133681657,2452680.5,11.69,236493.2,0.00428803635094887,1355
361.13260775859,19,22,7,0,0,0,0,0,CHO,Lignin,362.13988422547,-9.19855756049671,1,361.13260775859,361.13260775859,27842764,156.22,287297.2,0.0486776749531342,1356
361.142360554096,0,0,0,0,0,0,0,0,,None,362.149637020976,0,2,361.142360554096,361.142360554096,2193103.3,10.21,278874.4,0.00383421594120634,1357
361.1504105599,16,26,9,0,0,0,0,0,CHO,AminoSugar,362.15768702678,-0.0126830941424958,1,361.1504105599,361.1504105599,10901715,59.78,272566.3,0.019059535152534,1358
361.169211368956,17,30,8,0,0,0,0,0,CHO,Protein,362.176487835836,48.5401580558571,2,361.169211368956,361.169211368956,2053594,9.42,239979.5,0.00359031097694563,1359
361.1867960662,17,30,8,0,0,0,0,0,CHO,Protein,362.19407253308,-0.0126818198597832,1,361.1867960662,361.1867960662,2436833,11.6,314897,0.00426033006956748,1360
362.017512304111,0,0,0,0,0,0,0,0,,None,363.024788770991,0,3,362.017512304111,362.017512304111,1653802.9,7.14,177895.6,0.00289135374644381,1361
362.055162733377,16,13,9,1,0,0,0,0,CHON,Lignin,363.062439200257,-9.38730777028369,3,362.055162733377,362.055162733377,7260730,39.05,283742.3,0.0126939787609617,1362
362.063261825717,16,14,9,0,1,0,0,0,CHO,Lignin,363.070538292597,-9.36844535240372,3,362.063261825717,362.063261825717,6389309,34.09,273049.2,0.0111704680856087,1363
362.072902935639,13,18,11,0,1,0,0,0,CHO,Tannin,363.080179402519,22.272921079191,2,362.072902935639,362.072902935639,3028033,14.96,293890.4,0.00529392865310943,1364
362.080945027329,13,18,11,0,1,0,0,0,CHO,Tannin,363.088221494209,0.123288192833494,2,362.080945027329,362.080945027329,6966852,37.38,262567.8,0.0121801900523451,1365
362.08801710796,17,17,8,1,0,0,0,0,CHON,Lignin,363.09529357484,0.338624217200264,3,362.08801710796,362.08801710796,1886791,8.46,342562,0.00329868826968828,1366
362.091521147911,17,17,8,1,0,0,0,0,CHON,Lignin,363.098797614791,-9.31175512921063,2,362.091521147911,362.091521147911,6147656.5,32.72,287831.1,0.010747985538739,1367
362.09964024048,17,18,8,0,1,0,0,0,CHO,Lignin,363.10691670736,-9.34797659740107,3,362.09964024048,362.09964024048,7799371.5,42.12,285117.8,0.0136356889968158,1368
362.109338351051,14,22,10,0,1,0,0,0,CHO,Tannin,363.116614817931,22.1332396835128,2,362.109338351051,362.109338351051,6024783.5,32.02,279189.9,0.0105331659197343,1369
362.117420443198,14,22,10,0,1,0,0,0,CHO,Tannin,363.124696910078,-0.124323898267033,1,362.117420443198,362.117420443198,6669906.5,35.69,271859.9,0.0116610384146774,1370
362.136083655983,18,22,7,0,1,0,0,0,CHO,Lignin,363.143360122863,-9.50650498540561,2,362.136083655983,362.136083655983,4729434,24.65,285821.7,0.00826849844951821,1371
362.153692856752,15,26,9,0,1,0,0,0,CHO,AminoSugar,363.160969323632,0.187100690514741,0,362.153692856752,362.153692856752,1873505.1,8.39,280739.3,0.00327546044928726,1372
363.0357747326,16,12,10,0,0,0,0,0,CHO,ConHC,364.04305119948,-0.0126174087570452,2,363.0357747326,363.0357747326,3815360.8,19.44,264796.3,0.00667041867148427,1373
363.039196963919,16,12,10,0,0,0,0,0,CHO,ConHC,364.046473430799,-9.41315147568032,4,363.039196963919,363.039196963919,18602946,103.62,278617.9,0.0325236445116838,1374
363.0721602389,17,16,9,0,0,0,0,0,CHO,Lignin,364.07943670578,-0.0126161477937511,2,363.0721602389,363.0721602389,7742415.5,41.79,282107.4,0.013536112472925,1375
363.07551499985,17,16,9,0,0,0,0,0,CHO,Lignin,364.08279146673,-9.22689648722762,3,363.07551499985,363.07551499985,117218256,664.97,285886.3,0.204933395410789,1376
363.085277133373,0,0,0,0,0,0,0,0,,None,364.092553600253,0,2,363.085277133373,363.085277133373,4185044.8,21.54,264446.7,0.00731673947452575,1377
363.0932896115,14,20,11,0,0,0,0,0,CHO,Tannin,364.10056607838,-0.0126154156573241,4,363.0932896115,363.0932896115,10865624,59.57,262161.2,0.0189964370360275,1378
363.1085457452,18,20,8,0,0,0,0,0,CHO,Lignin,364.11582221208,-0.0126148869263555,2,363.1085457452,363.1085457452,9147358,49.79,275918.3,0.015992382056751,1379
363.111865960887,18,20,8,0,0,0,0,0,CHO,Lignin,364.119142427767,-9.13110182719305,2,363.111865960887,363.111865960887,63167456,357.29,280612,0.110436050486382,1380
363.121656596903,0,0,0,0,0,0,0,0,,None,364.128933063783,0,2,363.121656596903,363.121656596903,3697123.3,18.77,270986.3,0.0064637033255412,1381
363.1296751178,15,24,10,0,0,0,0,0,CHO,AminoSugar,364.13695158468,-0.0126141549362484,2,363.1296751178,363.1296751178,4626406.5,24.06,287286.1,0.00808837483979921,1382
363.1449312515,19,24,7,0,0,0,0,0,CHO,Lignin,364.15220771838,-0.0126136266231235,2,363.1449312515,363.1449312515,4484076.5,23.25,285715.9,0.00783953842844007,1383
363.1482942515,19,24,7,0,0,0,0,0,CHO,Lignin,364.15557071838,-9.2476775058465,1,363.1482942515,363.1482942515,22653934,126.68,273043.8,0.039606011661118,1384
364.034484828386,12,15,12,1,0,0,0,0,CHON,Tannin,365.041761295266,48.3880435264053,3,364.034484828386,364.034484828386,1782608.8,7.87,332148.3,0.00311654589088198,1385
364.042574752519,15,12,10,0,1,0,0,0,CHO,ConHC,365.049851219399,-9.45014876173956,4,364.042574752519,364.042574752519,2086227.9,9.59,333372.3,0.00364736502433306,1386
364.067362520063,16,15,9,1,0,0,0,0,CHON,Lignin,365.074638986943,0.115315204336273,2,364.067362520063,364.067362520063,4123997.8,21.19,274353.7,0.00721001063026072,1387
364.070727488507,16,15,9,1,0,0,0,0,CHON,Lignin,365.078003955387,-9.10180769936158,3,364.070727488507,364.070727488507,13012319,71.79,282663.6,0.0227495170619013,1388
364.078834412482,16,16,9,0,1,0,0,0,CHO,Lignin,365.086110879362,-9.10450702630505,2,364.078834412482,364.078834412482,13876578,76.71,276655.7,0.0242605063687575,1389
364.088493321902,13,19,11,1,0,0,0,0,CHON,Tannin,365.095769788782,0.111393835669196,3,364.088493321902,364.088493321902,2051686.4,9.4,270295.8,0.0035869759081737,1390
364.103801178347,17,19,8,1,0,0,0,0,CHON,Lignin,365.111077645227,-0.0302738748122512,2,364.103801178347,364.103801178347,3479916.5,17.53,310139.5,0.00608395934581238,1391
364.107160146847,17,19,8,1,0,0,0,0,CHON,Lignin,365.114436613727,-9.23004266390396,2,364.107160146847,364.107160146847,4696430,24.45,276047.9,0.00821079735403238,1392
364.115299070521,17,20,8,0,1,0,0,0,CHO,Lignin,365.122575537401,-9.32037904389135,2,364.115299070521,364.115299070521,10026353,54.79,264618.7,0.017529134402726,1393
364.151574730334,18,24,7,0,1,0,0,0,CHO,Lignin,365.158851197214,-9.01863477494799,2,364.151574730334,364.151574730334,4015487.8,20.58,290855.9,0.00702030193218877,1394
365.0185517968,12,14,13,0,0,0,0,0,CHO,Tannin,366.02582826368,48.1175689255423,3,365.0185517968,365.0185517968,2989276,14.44,281650.1,0.00522616955246272,1395
365.0514247968,16,14,10,0,0,0,0,0,CHO,Lignin,366.05870126368,-0.0125479329493674,2,365.0514247968,365.0514247968,15171305,82.39,274474.7,0.0265240855184083,1396
365.054766841906,16,14,10,0,0,0,0,0,CHO,Lignin,366.062043308786,-9.14227095505533,4,365.054766841906,365.054766841906,47791852,264.34,277608.2,0.083554787774098,1397
365.0878103031,17,18,9,0,0,0,0,0,CHO,Lignin,366.09508676998,-0.012546685678499,2,365.0878103031,365.0878103031,27336440,150.24,277844.7,0.0477924656006083,1398
365.091109784871,17,18,9,0,0,0,0,0,CHO,Lignin,366.098386251751,-9.0251013807001,3,365.091109784871,365.091109784871,143761152,799.65,285227.5,0.251338503172462,1399
365.09893753476,16,18,8,2,0,0,0,0,CHON,Lignin,366.10621400164,0.277415013703652,2,365.09893753476,365.09893753476,4006652.3,20.11,264181.6,0.00700485477338484,1400
365.107994070994,0,0,0,0,0,0,0,0,,None,366.115270537874,0,0,365.107994070994,365.107994070994,2615552,12.35,189371.4,0.00457278559265955,1401
365.1241958094,18,22,8,0,0,0,0,0,CHO,Lignin,366.13147227628,-0.0125454386555338,2,365.1241958094,365.1241958094,23949062,131.35,274117.3,0.0418702918815265,1402
365.127529975232,18,22,8,0,0,0,0,0,CHO,Lignin,366.134806442112,-9.11893393646054,2,365.127529975232,365.127529975232,49020680,271.2,280005.8,0.0857031552981452,1403
365.137257119714,15,26,10,0,0,0,0,0,CHO,AminoSugar,366.144533586594,22.0226393295467,2,365.137257119714,365.137257119714,1994507.8,8.89,264784.1,0.0034870102113386,1404
365.144080088034,0,0,0,0,0,0,0,0,,None,366.151356554914,0,3,365.144080088034,365.144080088034,1808910.5,7.85,221165.4,0.00316252931419853,1405
365.1605813157,19,26,7,0,0,0,0,0,CHO,Lignin,366.16785778258,-0.0125441921908753,2,365.1605813157,365.1605813157,6696725,35.12,296878.6,0.0117079253626015,1406
365.163906716888,19,26,7,0,0,0,0,0,CHO,Lignin,366.171183183768,-9.09409211105745,1,365.163906716888,365.163906716888,9047831,48.23,280679.4,0.015818378392637,1407
365.196966822,20,30,6,0,0,0,0,0,CHO,Protein,366.20424328888,-0.0125429458186872,1,365.196966822,365.196966822,2038563.9,9.13,307923.3,0.00356403376099419,1408
366.046649962633,15,13,10,1,0,0,0,0,CHON,Tannin,367.053926429513,0.0523464972307861,2,366.046649962633,366.046649962633,2880122.3,13.83,299302.3,0.00503533546973545,1409
366.050061963939,15,13,10,1,0,0,0,0,CHON,Tannin,367.057338430819,-9.24320797840168,3,366.050061963939,366.050061963939,3525755.8,17.43,288910.9,0.00616410047495743,1410
366.054734965729,15,14,10,0,1,0,0,0,CHO,Lignin,367.062011432609,0.109179348900389,2,366.054734965729,366.054734965729,1951357.5,8.64,282449.7,0.00341157027737478,1411
366.058135967031,15,14,10,0,1,0,0,0,CHO,Lignin,367.065412433911,-9.15620376389201,2,366.058135967031,366.058135967031,6265983,32.71,278795.3,0.0109548564839276,1412
366.083052976572,16,17,9,1,0,0,0,0,CHON,Lignin,367.090329443452,0.00464830527920497,2,366.083052976572,366.083052976572,10604681,56.91,286002.4,0.0185402287897738,1413
366.086426977864,16,17,9,1,0,0,0,0,CHON,Lignin,367.093703444744,-9.18646904680476,3,366.086426977864,366.086426977864,6225034.5,32.48,276918.6,0.0108832659703989,1414
366.091042979632,16,18,9,0,1,0,0,0,CHO,Lignin,367.098319446512,0.320262943385066,1,366.091042979632,366.091042979632,3554444.3,17.59,298362.7,0.00621425675534299,1415
366.094515980961,16,18,9,0,1,0,0,0,CHO,Lignin,367.101792447841,-9.14033494406401,1,366.094515980961,366.094515980961,16470158,89.63,267027.4,0.0287948781791478,1416
366.11947699052,17,21,8,1,0,0,0,0,CHON,Lignin,367.1267534574,-0.100241399415783,1,366.11947699052,366.11947699052,6333591.5,33.09,279694,0.0110730568388589,1417
366.122967991856,17,21,8,1,0,0,0,0,CHON,Lignin,367.130244458736,-9.6091310634757,2,366.122967991856,366.122967991856,1808537.1,7.85,310800.5,0.00316187649668991,1418
366.127590993627,17,22,8,0,1,0,0,0,CHO,Lignin,367.134867460507,-0.122406534011016,1,366.127590993627,366.127590993627,3802267,18.97,256751.5,0.00664752670069066,1419
366.130928994905,17,22,8,0,1,0,0,0,CHO,Lignin,367.138205461785,-9.21435289076409,2,366.130928994905,366.130928994905,8161436.5,43.28,275079.6,0.0142686894554594,1420
366.167096008754,18,26,7,0,1,0,0,0,CHO,Lignin,367.174372475634,-8.61838072327163,1,366.167096008754,366.167096008754,1661611,7.03,271234.9,0.00290500469553067,1421
367.0306893547,15,12,11,0,0,0,0,0,CHO,Tannin,368.03796582158,-0.0124804514987797,3,367.0306893547,367.0306893547,5778952,29.99,276170.6,0.010103377201551,1422
367.034047417701,15,12,11,0,0,0,0,0,CHO,Tannin,368.041323884581,-9.13662695616186,3,367.034047417701,367.034047417701,10330633,55.38,270873.8,0.0180611089916979,1423
367.067074861,16,16,10,0,0,0,0,0,CHO,Lignin,368.07435132788,-0.0124792177601478,3,367.067074861,367.067074861,58843672,325.98,279990.2,0.102876752418145,1424
367.070438546997,16,16,10,0,0,0,0,0,CHO,Lignin,368.077715013877,-9.15100029036694,4,367.070438546997,367.070438546997,55910936,309.63,279353.5,0.0977494320942235,1425
367.07821369015,15,16,9,2,0,0,0,0,CHON,Lignin,368.08549015703,0.244415691841458,3,367.07821369015,367.07821369015,4743707,24.22,285441.9,0.00829345202289929,1426
367.087164821201,0,0,0,0,0,0,0,0,,None,368.094441288081,0,3,367.087164821201,367.087164821201,4239903,21.41,259425.6,0.00741264840181882,1427
367.1034603673,17,20,9,0,0,0,0,0,CHO,Lignin,368.11073683418,-0.012477984265411,2,367.1034603673,367.1034603673,72507944,402.2,281521,0.126766082905852,1428
367.106812872118,17,20,9,0,0,0,0,0,CHO,Lignin,368.114089338998,-9.1197218353196,3,367.106812872118,367.106812872118,63971880,354.59,277900.7,0.111842429896001,1429
367.114614756657,14,24,11,0,0,0,0,0,CHO,Carb,368.121891223537,27.0844798978503,2,367.114614756657,367.114614756657,7100970,37.37,279813,0.0124146693737718,1430
367.1398458736,18,24,8,0,0,0,0,0,CHO,Lignin,368.14712234048,-0.012476750860093,2,367.1398458736,367.1398458736,38314548,211.47,276460.8,0.066985559103265,1431
367.143215476991,18,24,8,0,0,0,0,0,CHO,Lignin,368.150491943871,-9.16526460004507,2,367.143215476991,367.143215476991,19104310,104.32,266432,0.0334001822658092,1432
367.1762313799,19,28,7,0,0,0,0,0,CHO,Lignin,368.18350784678,-0.0124755180073336,2,367.1762313799,367.1762313799,8002115,42.39,294920.7,0.0139901467005072,1433
368.062396470369,15,15,10,1,0,0,0,0,CHON,Tannin,369.069672937249,-0.20925465925355,2,368.062396470369,368.062396470369,11621290,62.58,277155.4,0.0203175725354031,1434
368.065776555326,15,15,10,1,0,0,0,0,CHON,Tannin,369.073053022206,-9.36756145714924,3,368.065776555326,368.065776555326,4214699,21.27,277158,0.00736858409414021,1435
368.070492673865,15,16,10,0,1,0,0,0,CHO,Lignin,369.077769140745,-0.183073462313392,2,368.070492673865,368.070492673865,8975277,47.82,284884.3,0.0156915317897441,1436
368.073784756611,15,16,10,0,1,0,0,0,CHO,Lignin,369.081061223491,-9.10274582955065,1,368.073784756611,368.073784756611,7566254.5,39.96,263474.4,0.0132281291169113,1437
368.098686382508,16,19,9,1,0,0,0,0,CHON,Lignin,369.105962849388,0.0497543094291939,2,368.098686382508,368.098686382508,20755384,113.53,273476,0.0362867650596572,1438
368.102030466561,16,19,9,1,0,0,0,0,CHON,Lignin,369.109306933441,-9.01012079088722,3,368.102030466561,368.102030466561,2569658,12.09,313812.5,0.00449254883116924,1439
368.106795586331,16,20,9,0,1,0,0,0,CHO,Lignin,369.114072053211,0.0407068987991804,1,368.106795586331,368.106795586331,10478524,56.2,276980.3,0.0183196677334411,1440
368.110125670032,16,20,9,0,1,0,0,0,CHO,Lignin,369.117402136912,-8.9810401585111,1,368.110125670032,368.110125670032,8733629,46.47,268106.4,0.0152690571102519,1441
368.135128298467,17,23,8,1,0,0,0,0,CHON,Lignin,369.142404765347,-0.103063335059954,1,368.135128298467,368.135128298467,7001031.5,36.81,290786,0.0122399462816857,1442
368.143262502919,17,24,8,0,1,0,0,0,CHO,Lignin,369.150538969799,-0.17983123930508,1,368.143262502919,368.143262502919,6257610.5,32.66,272496.8,0.0109402187908614,1443
368.146554585665,17,24,8,0,1,0,0,0,CHO,Lignin,369.153831052545,-9.09774533585648,1,368.146554585665,368.146554585665,2802124,13.39,286272.6,0.00489897056378369,1444
368.179560415259,18,28,7,0,1,0,0,0,CHO,Lignin,369.186836882139,0.0574483130821678,1,368.179560415259,368.179560415259,2341337.3,10.82,290362.4,0.00409337435195187,1445
369.0133324189,14,10,12,0,0,0,0,0,CHO,ConHC,370.02060888578,-9.14300311590492,4,369.0133324189,369.0133324189,2618155.8,12.36,266051.4,0.00457733783215858,1446
369.0321084189,22,11,4,0,0,0,1,0,CHOP,ConHC,370.03938488578,0.298524223280468,4,369.0321084189,369.0321084189,1990963.5,8.86,296411.3,0.00348081368992512,1447
369.0463394189,15,14,11,0,0,0,0,0,CHO,Tannin,370.05361588578,-0.0124124715580769,3,369.0463394189,369.0463394189,27272506,149.88,267813,0.0476806893965485,1448
369.049701063546,15,14,11,0,0,0,0,0,CHO,Tannin,370.056977530426,-9.09653953309809,3,369.049701063546,369.049701063546,18285882,99.75,268204.7,0.0319693195771572,1449
369.066494297276,0,0,0,0,0,0,0,0,,None,370.073770764156,0,2,369.066494297276,369.066494297276,1701185.4,7.24,358316.9,0.00297419286160733,1450
369.0827249252,16,18,10,0,0,0,0,0,CHO,Lignin,370.09000139208,-0.0124112510687262,3,369.0827249252,369.0827249252,150938944,839.68,282822,0.263887480919686,1451
369.086075694452,16,18,10,0,0,0,0,0,CHO,Lignin,370.093352161332,-9.06625993680724,4,369.086075694452,369.086075694452,24917322,136.74,271786.5,0.0435631067741184,1452
369.094002708671,13,22,12,0,0,0,0,0,CHO,Carb,370.101279175551,26.6062194401315,2,369.094002708671,369.094002708671,11107661,59.71,270398.5,0.0194195918066039,1453
369.1191104315,17,22,9,0,0,0,0,0,CHO,Lignin,370.12638689838,-0.0124100309729159,2,369.1191104315,369.1191104315,93971800,521.92,279212.6,0.164291473905426,1454
369.122452761866,17,22,9,0,0,0,0,0,CHO,Lignin,370.129729228746,-9.04256908133976,3,369.122452761866,369.122452761866,8938840,47.61,267092.9,0.0156278287593169,1455
369.130409503557,14,26,11,0,0,0,0,0,CHO,Carb,370.137685970437,26.5460871331102,1,369.130409503557,369.130409503557,6460763.5,33.79,281564,0.0112953924259127,1456
369.1554959378,18,26,8,0,0,0,0,0,CHO,Lignin,370.16277240468,-0.0124088112705298,2,369.1554959378,369.1554959378,34735460,191.51,271238.4,0.0607282176161675,1457
369.1918814441,19,30,7,0,0,0,0,0,CHO,Protein,370.19915791098,-0.0124075916543556,2,369.1918814441,369.1918814441,5430644.5,28.04,283993.7,0.00949442906447887,1458
370.041801348299,0,0,0,0,0,0,0,0,,None,371.049077815179,0,2,370.041801348299,370.041801348299,1734349.9,7.43,324029.6,0.00303217456022688,1459
370.045065299894,14,13,11,1,0,0,0,0,CHON,Tannin,371.052341766774,-9.38277645066161,2,370.045065299894,370.045065299894,2770639.3,13.21,246532.3,0.00484392566979986,1460
370.049582232907,14,14,11,0,1,0,0,0,CHO,Tannin,371.056858699787,0.289525743237966,2,370.049582232907,370.049582232907,3421393,16.84,272496,0.00598164235206421,1461
370.053111180572,14,14,11,0,1,0,0,0,CHO,Tannin,371.060387647452,-9.22091731174802,1,370.053111180572,370.053111180572,2527442.5,11.85,250543.7,0.00441874321377493,1462
370.077964811987,15,17,10,1,0,0,0,0,CHON,Tannin,371.085241278867,0.012107818035602,3,370.077964811987,370.077964811987,26429148,145.17,272717.7,0.0462062414360973,1463
370.086089691494,15,18,10,0,1,0,0,0,CHO,Lignin,371.093366158374,-0.039132399136182,1,370.086089691494,370.086089691494,19605216,107.11,268567.5,0.0342759192957275,1464
370.0893326434,15,18,10,0,1,0,0,0,CHO,Lignin,371.09660911028,-8.77796670750231,2,370.0893326434,370.0893326434,3923681.3,19.64,280796.1,0.00685979606554475,1465
370.114377271983,16,21,9,1,0,0,0,0,CHON,Lignin,371.121653738863,-0.0605210248260445,1,370.114377271983,370.114377271983,23160556,126.94,269370,0.0404917420088703,1466
370.122471151949,16,22,9,0,1,0,0,0,CHO,Lignin,371.129747618829,-0.0282271332308423,1,370.122471151949,370.122471151949,13977327,75.72,286029.7,0.0244366464629613,1467
370.125741103455,16,22,9,0,1,0,0,0,CHO,Lignin,371.133017570335,-8.83895336558044,2,370.125741103455,370.125741103455,2339568,10.8,285150.8,0.0040902810739176,1468
370.150786732023,17,25,8,1,0,0,0,0,CHON,Lignin,371.158063198903,-0.125052928479758,1,370.150786732023,370.150786732023,4156154.3,20.93,271969.7,0.00726623003630211,1469
370.158844612523,17,26,8,0,1,0,0,0,CHO,Lignin,371.166121079403,0.00422936608650933,1,370.158844612523,370.158844612523,6020861.5,31.33,276444.3,0.0105263090630959,1470
371.0256039768,14,12,12,0,0,0,0,0,CHO,Tannin,372.03288044368,-0.0123464355534056,3,371.0256039768,371.0256039768,2531934.5,11.87,273214.8,0.00442659660490698,1471
371.028862141238,14,12,12,0,0,0,0,0,CHO,Tannin,372.036138608118,-8.77000210213679,3,371.028862141238,371.028862141238,10840160,58.21,269251.8,0.0189519181687553,1472
371.044245803936,15,16,11,0,0,0,0,0,CHO,Tannin,372.051522270816,47.6791111504527,3,371.044245803936,371.044245803936,4152934,20.91,243307.7,0.00726059996607447,1473
371.0619894831,15,16,11,0,0,0,0,0,CHO,Tannin,372.06926594998,-0.0123452281671748,4,371.0619894831,371.0619894831,81619056,453.01,275882.5,0.142695095858646,1474
371.065357768894,15,16,11,0,0,0,0,0,CHO,Tannin,372.072634235774,-9.06510923755411,3,371.065357768894,371.065357768894,10670191,57.27,275680.1,0.0186547603242932,1475
371.073240159131,19,16,8,0,0,0,0,0,CHO,Lignin,372.080516626011,10.7526844611231,1,371.073240159131,371.073240159131,3914865.8,19.59,297334.3,0.0068443838728634,1476
371.096840213939,0,0,0,0,0,0,0,0,,None,372.104116680819,0,2,371.096840213939,371.096840213939,7850107.5,41.54,673496.8,0.0137243910565834,1477
371.0983749894,16,20,10,0,0,0,0,0,CHO,Lignin,372.10565145628,-0.0123440210170671,3,371.0983749894,371.0983749894,186460288,1037.81,281775.5,0.325989664349839,1478
371.109644933553,13,24,12,0,0,0,0,0,CHO,Carb,372.116921400433,26.4831685960507,2,371.109644933553,371.109644933553,13326465,72.08,271676.1,0.0232987404391432,1479
371.1347604957,17,24,9,0,0,0,0,0,CHO,Lignin,372.14203696258,-0.0123428141030131,2,371.1347604957,371.1347604957,67676296,375.24,275526.9,0.11831888309365,1480
371.145979985839,14,28,11,0,0,0,0,0,CHO,Carb,372.153256452719,26.6161561378348,2,371.145979985839,371.145979985839,3467407.5,17.09,267975.4,0.00606208978444309,1481
371.171146002,18,28,8,0,0,0,0,0,CHO,Protein,372.17842246888,-0.0123416074249437,2,371.171146002,371.171146002,20351130,111.27,268187.2,0.0355800053137317,1482
371.2075315083,19,32,7,0,0,0,0,0,CHO,Protein,372.21480797518,-0.0123404011355063,1,371.2075315083,371.2075315083,3329192.5,16.32,273147.6,0.00582044765280531,1483
372.039540640722,17,11,9,1,0,0,0,0,CHON,ConHC,373.046817107602,-9.21104334359746,3,372.039540640722,372.039540640722,2243579.5,10.26,289299.8,0.00392246379104156,1484
372.057175568718,14,15,11,1,0,0,0,0,CHON,Tannin,373.064452035598,0.156257723684868,4,372.057175568718,372.057175568718,7258626.5,38.23,258732.4,0.0126903011990191,1485
372.060486555199,14,15,11,1,0,0,0,0,CHON,Tannin,373.067763022079,-8.71877069409262,2,372.060486555199,372.060486555199,1775620,7.65,350009.9,0.00310432732900671,1486
372.065314535486,14,16,11,0,1,0,0,0,CHO,Tannin,373.072591002366,0.0675260904777691,1,372.065314535486,372.065314535486,11594246,62.42,274789.8,0.0202702913444469,1487
372.068255523478,0,0,0,0,0,0,0,0,,None,373.075531990358,0,1,372.068255523478,372.068255523478,1886471.3,8.27,288648.8,0.00329812933621879,1488
372.075668493211,15,19,10,1,0,0,0,0,CHON,Tannin,373.082944960091,48.1149734970804,1,372.075668493211,372.075668493211,1859594.3,8.12,341667.3,0.00325114011238615,1489
372.093651419787,15,19,10,1,0,0,0,0,CHON,Tannin,373.100927886667,-0.0859032077426605,2,372.093651419787,372.093651419787,37349904,206.08,273598.3,0.065299066085636,1490
372.101755386698,15,20,10,0,1,0,0,0,CHO,Lignin,373.109031853578,-0.0808149235027785,1,372.101755386698,372.101755386698,24279572,133.18,272602,0.0424481245402654,1491
372.104925373755,15,19,10,1,0,0,0,0,CHON,Tannin,373.112201840635,-30.3018890268299,1,372.104925373755,372.104925373755,1868310.1,8.17,333128.8,0.00326637799894643,1492
372.129977271467,16,23,9,1,0,0,0,0,CHON,Lignin,373.137253738347,0.0739782808368819,2,372.129977271467,372.129977271467,15444512,83.89,275040.6,0.0270017349910297,1493
372.138099238305,16,24,9,0,1,0,0,0,CHO,Lignin,373.145375705185,0.0308242187457085,1,372.138099238305,372.138099238305,11110948,59.72,279383,0.0194253384888503,1494
372.141211225599,13,27,11,1,0,0,0,0,CHON,Carb,373.148487692479,26.5926912429489,2,372.141211225599,372.141211225599,1967141,8.72,311154.8,0.00343916466716391,1495
372.166413122699,17,27,8,1,0,0,0,0,CHON,Protein,373.173689589579,-0.0609391279488762,1,372.166413122699,372.166413122699,2341423.3,10.81,267938.4,0.00409352470627898,1496
372.174512089631,17,28,8,0,1,0,0,0,CHO,Protein,373.181788556511,-0.0424541377134323,1,372.174512089631,372.174512089631,3626034.5,17.97,244690.7,0.00633941834078867,1497
373.020139041,17,10,10,0,0,0,0,0,CHO,ConHC,374.02741550788,-0.0507071920070948,2,373.020139041,373.020139041,4543371.5,23.09,286718,0.00794320424036686,1498
373.023528041,14,14,12,0,0,0,0,0,CHO,Tannin,374.03080450788,47.3795380124271,3,373.023528041,373.023528041,3058572.8,14.8,285404.3,0.00534732157263185,1499
373.041254041,14,14,12,0,0,0,0,0,CHO,Tannin,374.04853050788,-0.0122799039813162,3,373.041254041,373.041254041,11115412,59.75,276736.8,0.0194331429274108,1500
