Index,Mass,IdealMass
384,272.11395700,0.00000000
385,272.12211800,0.00000000
386,273.00743100,0.00000000
387,273.02518200,273.02521005
388,273.04381500,0.00000000
389,273.06148700,273.06159555
390,273.07281800,0.00000000
391,273.08088300,0.00000000
392,273.08651700,0.00000000
393,273.08902800,0.00000000
394,273.09793000,273.09798106
395,273.10921500,0.00000000
396,273.12540600,0.00000000
397,273.13436300,273.13436657
398,274.05684900,0.00000000
399,274.06495000,0.00000000
400,274.09323200,0.00000000
401,274.10131400,0.00000000
402,274.13770900,0.00000000
403,275.01977300,275.01973074
404,275.02310700,0.00000000
405,275.04085700,275.04086011
406,275.05613700,275.05611624
407,275.05946600,0.00000000
408,275.07718200,275.07724562
409,275.09589800,0.00000000
410,275.10223000,0.00000000
411,275.11360100,275.11363112
412,275.15003400,275.15001663
413,276.04427700,0.00000000
414,276.05141000,0.00000000
415,276.05471000,0.00000000
416,276.06286100,0.00000000
417,276.07249600,0.00000000
418,276.08059900,0.00000000
419,276.11691300,0.00000000
420,277.03540000,277.03538080
421,277.03876200,0.00000000
422,277.04843600,0.00000000
423,277.05651800,277.05651017
424,277.07180600,277.07176631
425,277.07513100,0.00000000
426,277.08148300,0.00000000
427,277.08485100,0.00000000
428,277.09288100,277.09289568
429,277.11151000,0.00000000
430,278.03059100,0.00000000
431,278.04208600,0.00000000
432,278.05981300,0.00000000
433,278.06703500,0.00000000
434,278.07038000,0.00000000
435,278.07851500,0.00000000
436,278.10339100,0.00000000
437,279.01460800,279.01464536
438,279.05103700,279.05103087
439,279.05438800,0.00000000
440,279.05931200,0.00000000
441,279.06407500,0.00000000
442,279.07099600,0.00000000
443,279.08746000,279.08741637
444,279.09079600,0.00000000
445,279.09869300,0.00000000
446,279.10043000,0.00000000
447,279.12379000,279.12380188
448,279.12716900,0.00000000
449,280.01803100,0.00000000
450,280.04634700,0.00000000
451,280.05774600,0.00000000
452,280.08269800,0.00000000
453,280.08602600,0.00000000
454,280.09409300,0.00000000
455,281.03032300,281.03029542
456,281.03368100,0.00000000
457,281.05021800,0.00000000
458,281.06665000,281.06668093
459,281.07000700,0.00000000
460,281.07794100,0.00000000
461,281.10302400,281.10306644
462,281.10640800,0.00000000
463,281.13943700,281.13945194
464,282.03372200,0.00000000
465,282.06193300,0.00000000
466,282.07009100,0.00000000
467,282.07341900,0.00000000
468,282.09832300,0.00000000
469,282.10638200,0.00000000
470,282.59987300,0.00000000
471,283.02815500,0.00000000
472,283.04592800,283.04594549
473,283.04932500,0.00000000
474,283.06589400,0.00000000
475,283.08228400,283.08233099
476,283.08561300,0.00000000
477,283.11869100,283.11871650
478,283.15507500,283.15510201
479,284.02341000,0.00000000
480,284.04113800,0.00000000
481,284.04936200,0.00000000
482,284.07759000,0.00000000
483,284.08565200,0.00000000
484,284.11394600,0.00000000
485,284.12205400,0.00000000
486,284.87953200,0.00000000
487,285.00745200,0.00000000
488,285.02071100,0.00000000
489,285.06156500,285.06159555
490,285.09798400,285.09798106
491,285.10326500,0.00000000
492,285.10921500,0.00000000
493,285.13437800,285.13436657
494,285.17075500,285.17075207
495,286.00273900,0.00000000
496,286.01075700,0.00000000
497,286.03906300,0.00000000
498,286.05681500,0.00000000
499,286.06493500,0.00000000
500,286.09322000,0.00000000
501,286.10131800,0.00000000
502,286.12957200,0.00000000
503,286.13769500,0.00000000
504,286.98677400,0.00000000
505,287.02312100,0.00000000
506,287.04085400,287.04086011
507,287.05219900,0.00000000
508,287.05954900,0.00000000
509,287.06586800,0.00000000
510,287.06838600,0.00000000
511,287.07713500,287.07724562
512,287.08845100,0.00000000
513,287.09656300,0.00000000
514,287.10210600,0.00000000
515,287.11357900,287.11363112
516,287.12479500,0.00000000
517,287.14999100,287.15001663
518,288.04419100,0.00000000
519,288.05479600,0.00000000
520,288.07245500,0.00000000
521,288.08059400,0.00000000
522,288.10887100,0.00000000
523,288.11702600,0.00000000
524,288.15340200,0.00000000
525,289.03875700,0.00000000
526,289.04844900,0.00000000
527,289.05649300,289.05651017
528,289.06174900,0.00000000
529,289.07512400,0.00000000
530,289.09283800,289.09289568
531,289.09815400,0.00000000
532,289.10419400,0.00000000
533,289.11153400,0.00000000
534,289.12926900,289.12928119
535,289.16558900,289.16566669
536,290.04199400,0.00000000
537,290.05983500,0.00000000
538,290.06711500,0.00000000
539,290.07037400,0.00000000
540,290.07850400,0.00000000
541,290.08819700,0.00000000
542,290.09622100,0.00000000
543,290.13267500,0.00000000
544,291.01465800,291.01464536
545,291.01803500,0.00000000
546,291.05104600,291.05103087
547,291.05436700,0.00000000
548,291.06074000,0.00000000
549,291.06410000,0.00000000
550,291.07215700,291.07216024
551,291.08737000,291.08741637
552,291.09075100,0.00000000
553,291.09718400,0.00000000
554,291.10047100,0.00000000
555,291.10854300,291.10854575
556,291.12713100,0.00000000
557,292.04624600,0.00000000
558,292.04959200,0.00000000
559,292.05778800,0.00000000
560,292.07545300,0.00000000
561,292.08270400,0.00000000
562,292.08606200,0.00000000
563,292.09418200,0.00000000
564,293.03029900,293.03029542
565,293.03367000,0.00000000
566,293.06671000,293.06668093
567,293.07001200,0.00000000
568,293.07544300,0.00000000
569,293.07976200,0.00000000
570,293.10307100,293.10306644
571,293.10640300,0.00000000
572,293.14281700,0.00000000
573,294.02547600,0.00000000
574,294.03370000,0.00000000
575,294.06191100,0.00000000
576,294.06524000,0.00000000
577,294.07340900,0.00000000
578,294.09824900,0.00000000
579,294.10166100,0.00000000
580,294.10981400,0.00000000
581,295.04592500,295.04594549
582,295.04929400,0.00000000
583,295.06588500,0.00000000
584,295.08232100,295.08233099
585,295.08568500,0.00000000
586,295.09363300,0.00000000
587,295.10220300,0.00000000
588,295.11869800,295.11871650
589,295.12209000,0.00000000
590,295.15505800,295.15510201
591,296.04118500,0.00000000
592,296.04932700,0.00000000
593,296.05265800,0.00000000
594,296.07754600,0.00000000
595,296.08567200,0.00000000
596,296.08905400,0.00000000
597,296.11386800,0.00000000
598,296.12217800,0.00000000
599,297.02523800,297.02521005
600,297.06157600,297.06159555
601,297.06496000,0.00000000
602,297.09797300,297.09798106
603,297.10135300,0.00000000
604,297.10916300,0.00000000
605,297.13437400,297.13436657
606,298.05687300,0.00000000
607,298.06495000,0.00000000
608,298.06842500,0.00000000
609,298.09323400,0.00000000
610,298.10135300,0.00000000
611,298.12959100,0.00000000
612,298.13774900,0.00000000
613,298.98670500,0.00000000
614,299.02308200,0.00000000
615,299.04085900,299.04086011
616,299.07717300,299.07724562
617,299.08846700,0.00000000
618,299.09653100,0.00000000
619,299.11359000,299.11363112
620,299.12486600,0.00000000
621,299.14998700,299.15001663
622,300.01835200,0.00000000
623,300.04417400,0.00000000
624,300.07245400,0.00000000
625,300.08058700,0.00000000
626,300.10885200,0.00000000
627,300.11700200,0.00000000
628,300.15336800,0.00000000
629,301.00235800,0.00000000
630,301.05648400,301.05651017
631,301.06776400,0.00000000
632,301.07585700,0.00000000
633,301.08145600,0.00000000
634,301.08400800,0.00000000
635,301.09282800,301.09289568
636,301.10412500,0.00000000
637,301.11228000,0.00000000
638,301.12927500,301.12928119
639,301.14056300,0.00000000
640,301.16565100,301.16566669
641,302.03402300,0.00000000
642,302.05178100,0.00000000
643,302.05986100,0.00000000
644,302.07028900,0.00000000
645,302.08814700,0.00000000
646,302.09623400,0.00000000
647,302.12454300,0.00000000
648,302.13263900,0.00000000
649,303.01801000,0.00000000
650,303.03575100,303.03577473
651,303.05437700,0.00000000
652,303.06067900,0.00000000
653,303.06404800,0.00000000
654,303.07208100,303.07216024
655,303.08340500,0.00000000
656,303.08749300,303.08741637
657,303.09076100,0.00000000
658,303.09705900,0.00000000
659,303.10023700,0.00000000
660,303.10847100,303.10854575
661,303.11986100,0.00000000
662,303.12725000,0.00000000
663,303.14488500,303.14493125
664,303.18121300,303.18131676
665,304.03903800,0.00000000
666,304.04967700,0.00000000
667,304.05775000,0.00000000
668,304.06736600,0.00000000
669,304.07547300,0.00000000
670,304.08604400,0.00000000
671,304.09414100,0.00000000
672,304.10376000,0.00000000
673,304.11189100,0.00000000
674,304.14838500,0.00000000
675,305.03029500,305.03029542
676,305.03364200,0.00000000
677,305.05139000,305.05142480
678,305.07001800,0.00000000
679,305.07656700,0.00000000
680,305.07974100,0.00000000
681,305.08778400,305.08781030
682,305.10308300,305.10306644
683,305.10641800,0.00000000
684,305.11284000,0.00000000
685,305.11604800,0.00000000
686,305.12419600,305.12419581
687,305.14274200,0.00000000
688,305.16046900,305.16058132
689,306.02893000,0.00000000
690,306.03709500,0.00000000
691,306.06192000,0.00000000
692,306.06532400,0.00000000
693,306.07343100,0.00000000
694,306.08309800,0.00000000
695,306.09114100,0.00000000
696,306.09827300,0.00000000
697,306.10170400,0.00000000
698,306.10986800,0.00000000
699,306.12763800,0.00000000
700,307.01294300,0.00000000
701,307.04595700,307.04594549
702,307.04929200,0.00000000
703,307.05895100,0.00000000
704,307.08234500,307.08233099
705,307.08466200,0.00000000
706,307.08567500,0.00000000
707,307.09539800,0.00000000
708,307.10341500,307.10346037
709,307.11873200,307.11871650
710,307.12208700,0.00000000
711,307.13174200,0.00000000
712,307.99048000,0.00000000
713,308.04122000,0.00000000
714,308.04454000,0.00000000
715,308.04936700,0.00000000
716,308.05268100,0.00000000
717,308.07754600,0.00000000
718,308.08093400,0.00000000
719,308.08907000,0.00000000
720,308.11390400,0.00000000
721,308.12207600,0.00000000
722,308.12540300,0.00000000
723,309.02521200,309.02521005
724,309.02860700,0.00000000
725,309.06157800,309.06159555
726,309.06493100,0.00000000
727,309.07293700,0.00000000
728,309.08155800,0.00000000
729,309.09792600,309.09798106
730,309.10128900,0.00000000
731,309.10922100,0.00000000
732,309.11107600,0.00000000
733,309.13432000,309.13436657
734,309.13767300,0.00000000
735,309.17075500,309.17075207
736,310.03191400,0.00000000
737,310.05680200,0.00000000
738,310.06014200,0.00000000
739,310.06492800,0.00000000
740,310.06829500,0.00000000
741,310.09317600,0.00000000
742,310.10131300,0.00000000
743,310.10466400,0.00000000
744,310.12949600,0.00000000
745,310.13773800,0.00000000
746,311.04083900,311.04086011
747,311.04422700,0.00000000
748,311.07720700,311.07724562
749,311.08058800,0.00000000
750,311.08847800,0.00000000
751,311.11358100,311.11363112
752,311.11698300,0.00000000
753,311.14996900,311.15001663
754,312.04402200,0.00000000
755,312.07246200,0.00000000
756,312.08055200,0.00000000
757,312.08395500,0.00000000
758,312.10888200,0.00000000
759,312.11695600,0.00000000
760,312.15341100,0.00000000
761,313.00233400,0.00000000
762,313.02022200,313.02012467
763,313.02357500,0.00000000
764,313.03877300,0.00000000
765,313.05648300,313.05651017
766,313.09174800,0.00000000
767,313.09284500,313.09289568
768,313.10409300,0.00000000
769,313.12925300,313.12928119
770,313.16563200,313.16566669
771,314.03395800,0.00000000
772,314.05174300,0.00000000
773,314.05983800,0.00000000
774,314.08812000,0.00000000
775,314.09624400,0.00000000
776,314.09948800,0.00000000
777,314.12449800,0.00000000
778,314.13262700,0.00000000
779,314.16892800,0.00000000
780,314.98165600,0.00000000
781,315.01805700,0.00000000
782,315.03574400,315.03577473
783,315.03899800,0.00000000
784,315.07209600,315.07216024
785,315.08334300,0.00000000
786,315.10740100,0.00000000
787,315.10849800,315.10854575
788,315.11978900,0.00000000
789,315.14490300,315.14493125
790,315.18134600,315.18131676
791,316.01315100,0.00000000
792,316.03933000,0.00000000
793,316.04965700,0.00000000
794,316.06736300,0.00000000
795,316.07549100,0.00000000
796,316.10375500,0.00000000
797,316.11184500,0.00000000
798,316.14018400,0.00000000
799,316.14818800,0.00000000
800,317.03372100,0.00000000
801,317.05138500,317.05142480
802,317.07003300,0.00000000
803,317.07646200,0.00000000
804,317.07971200,0.00000000
805,317.08775800,317.08781030
806,317.09901600,0.00000000
807,317.10633700,0.00000000
808,317.11282800,0.00000000
809,317.11606500,0.00000000
810,317.12417900,317.12419581
811,317.16056100,317.16058132
812,318.05477900,0.00000000
813,318.06525900,0.00000000
814,318.07346900,0.00000000
815,318.08306200,0.00000000
816,318.09114800,0.00000000
817,318.11944800,0.00000000
818,318.12752600,0.00000000
819,319.00971400,0.00000000
820,319.01297200,0.00000000
821,319.03066400,319.03068935
822,319.04593700,319.04594549
823,319.04933200,0.00000000
824,319.05895600,0.00000000
825,319.06705000,319.06707486
826,319.08240600,319.08233099
827,319.08569500,0.00000000
828,319.09213500,0.00000000
829,319.09542900,0.00000000
830,319.10343300,319.10346037
831,319.11876300,319.11871650
832,319.12204100,0.00000000
833,319.13169200,0.00000000
834,319.13980300,319.13984587
835,320.04114700,0.00000000
836,320.04457100,0.00000000
837,320.05263300,0.00000000
838,320.07040400,0.00000000
839,320.07762900,0.00000000
840,320.08100300,0.00000000
841,320.08903300,0.00000000
842,320.09871700,0.00000000
843,320.10687900,0.00000000
844,320.12530500,0.00000000
845,320.17939200,0.00000000
846,321.02519000,321.02521005
847,321.02856800,0.00000000
848,321.06161200,321.06159555
849,321.06494700,0.00000000
850,321.07467900,0.00000000
851,321.08265700,321.08272493
852,321.09800700,321.09798106
853,321.10135800,0.00000000
854,321.11102500,0.00000000
855,321.13433600,321.13436657
856,321.13774800,0.00000000
857,321.92513400,0.00000000
858,322.03192000,0.00000000
859,322.05682800,0.00000000
860,322.06022100,0.00000000
861,322.06498100,0.00000000
862,322.06828700,0.00000000
863,322.09327700,0.00000000
864,322.09665600,0.00000000
865,322.10473000,0.00000000
866,322.12962000,0.00000000
867,322.14108800,0.00000000
868,323.00449800,323.00447460
869,323.04082400,323.04086011
870,323.04416700,0.00000000
871,323.07722300,323.07724562
872,323.08055700,0.00000000
873,323.08846200,0.00000000
874,323.09024800,0.00000000
875,323.09727200,0.00000000
876,323.10808800,0.00000000
877,323.11365200,323.11363112
878,323.11699600,0.00000000
879,323.14999500,323.15001663
880,323.15339600,0.00000000
881,324.03618700,0.00000000
882,324.04421700,0.00000000
883,324.04756000,0.00000000
884,324.07247400,0.00000000
885,324.07583300,0.00000000
886,324.08063400,0.00000000
887,324.08397700,0.00000000
888,324.10884300,0.00000000
889,324.11701200,0.00000000
890,324.12027600,0.00000000
891,325.02019100,325.02012467
892,325.02350800,0.00000000
893,325.04010100,0.00000000
894,325.05651700,325.05651017
895,325.05988700,0.00000000
896,325.06776300,0.00000000
897,325.07654900,0.00000000
898,325.09283000,325.09289568
899,325.09622300,0.00000000
900,325.10408100,0.00000000
901,325.12925400,325.12928119
902,325.13261600,0.00000000
903,325.16568400,325.16566669
904,325.18430900,0.00000000
905,326.05179600,0.00000000
906,326.05989400,0.00000000
907,326.06328600,0.00000000
908,326.08813400,0.00000000
909,326.09625300,0.00000000
910,326.09956700,0.00000000
911,326.12458000,0.00000000
912,326.13262100,0.00000000
913,327.03575100,327.03577473
914,327.03909600,0.00000000
915,327.07094000,0.00000000
916,327.07212600,327.07216024
917,327.08338100,0.00000000
918,327.10731700,0.00000000
919,327.10850000,327.10854575
920,327.11979500,0.00000000
921,327.14490500,327.14493125
922,327.18135700,327.18131676
923,328.01322600,0.00000000
924,328.03916300,0.00000000
925,328.04964800,0.00000000
926,328.06736400,0.00000000
927,328.07550100,0.00000000
928,328.10375300,0.00000000
929,328.11184700,0.00000000
930,328.11491100,0.00000000
931,328.14014600,0.00000000
932,328.14827500,0.00000000
933,328.99730900,0.00000000
934,329.03038400,0.00000000
935,329.03365900,0.00000000
936,329.05142900,329.05142480
937,329.05480600,0.00000000
938,329.06998100,0.00000000
939,329.08771900,329.08781030
940,329.09901400,0.00000000
941,329.10622100,0.00000000
942,329.10725300,0.00000000
943,329.11278700,0.00000000
944,329.11512000,0.00000000
945,329.12414700,329.12419581
946,329.13547200,0.00000000
947,329.16059000,329.16058132
948,329.19703600,329.19696682
949,330.02892000,0.00000000
950,330.04669600,0.00000000
951,330.05480300,0.00000000
952,330.06531100,0.00000000
953,330.08305700,0.00000000
954,330.09120000,0.00000000
955,330.11944100,0.00000000
956,330.12753000,0.00000000
957,330.15600300,0.00000000
958,330.16392900,0.00000000
959,331.01290800,0.00000000
960,331.04930600,0.00000000
961,331.06580400,0.00000000
962,331.06700600,331.06707486
963,331.07398600,0.00000000
964,331.07826200,0.00000000
965,331.08563700,0.00000000
966,331.09203900,0.00000000
967,331.09541400,0.00000000
968,331.10344400,331.10346037
969,331.11468400,0.00000000
970,331.12203800,0.00000000
971,331.13985900,331.13984587
972,331.17633800,331.17623138
973,332.04462400,0.00000000
974,332.06228900,0.00000000
975,332.07037700,0.00000000
976,332.08083100,0.00000000
977,332.08897400,0.00000000
978,332.09870400,0.00000000
979,332.10682100,0.00000000
980,332.13507400,0.00000000
981,332.14318400,0.00000000
982,333.02860200,0.00000000
983,333.04631900,333.04633942
984,333.06176200,333.06159555
985,333.06498800,0.00000000
986,333.07131500,0.00000000
987,333.07459000,0.00000000
988,333.08274100,333.08272493
989,333.09809000,333.09798106
990,333.10132800,0.00000000
991,333.10262800,0.00000000
992,333.10765700,0.00000000
993,333.11111700,0.00000000
994,333.11914800,333.11911043
995,333.13773300,0.00000000
996,333.15540100,333.15549594
