Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,data_fticr_neg_esi_2,data_fticr_neg_esi_1
317.087799124645,13,18,9,0,0,0,0,0,CHO,Tannin,318.095075591525,0.0207019064700229,1,3101509.8,0
317.096913980091,0,0,0,0,0,0,0,0,,None,318.104190446971,0,0,0,8392318
317.097515551663,0,0,0,0,0,0,0,0,,None,318.104792018543,0,0,107279176,111427200
317.103050550449,17,18,6,0,0,0,0,0,CHO,Lignin,318.110327017329,0.0355004862229933,1,14754636,19050114
317.107177976877,0,0,0,0,0,0,0,0,,None,318.114454443757,0,0,0,3921027.5
317.11550512116,0,0,0,0,0,0,0,0,,None,318.12278158804,0,0,9499473,0
317.116116547581,0,0,0,0,0,0,0,0,,None,318.123393014461,0,0,120763216,143130256
317.12418454581,14,22,8,0,0,0,0,0,CHO,AminoSugar,318.13146101269,0.0209671488210348,1,14359381,19750540
317.133845968526,0,0,0,0,0,0,0,0,,None,318.141122435406,0,0,0,2854033.3
317.139437542463,18,22,5,0,0,0,0,0,CHO,Lignin,318.146714009343,0.0308265231980707,1,8252251.5,13221524
317.152490539596,0,0,0,0,0,0,0,0,,None,318.159767006476,0,0,8696673,9238171
317.160570037824,15,26,7,0,0,0,0,0,CHO,Protein,318.167846504704,0.0210096516854635,1,22078308,21560992
317.196951029839,16,30,6,0,0,0,0,0,CHO,Protein,318.204227496719,0.0351940046258897,1,18391924,21417650
317.22528152362,0,0,0,0,0,0,0,0,,None,318.2325579905,0,0,32068480,13340353
317.23336593736,17,34,5,0,0,0,0,0,CHO,Lipid,318.24064240424,-0.0571967812661956,1,0,3146436.8
318.061904677765,0,0,0,0,0,0,0,0,,None,319.069181144645,0,1,0,2997871.8
318.070018338013,15,14,7,0,1,0,0,0,CHO,Lignin,319.077294804893,0.0402316536268417,2,12383461,13250676
318.083081335138,0,0,0,0,0,0,0,0,,None,319.090357802018,0,1,9872618,12687483
318.100873331226,0,0,0,0,0,0,0,0,,None,319.108149798106,0,0,17618162,19480708
318.106447663802,16,18,6,0,1,0,0,0,CHO,Lignin,319.113724130682,-0.0970891558231775,1,0,3823750.5
318.119469827137,0,0,0,0,0,0,0,0,,None,319.126746294017,0,1,22095098,26181774
318.127515657198,13,22,8,0,1,0,0,0,CHO,AminoSugar,319.134792124078,0.0952472842269013,0,0,3572369.3
318.163917817358,14,26,7,0,1,0,0,0,CHO,Protein,319.171194284238,0.0430579635634989,0,4123916.5,3581092
318.200271809366,15,30,6,0,1,0,0,0,CHO,Protein,319.207548276246,0.141779712243506,0,2948892,3869366.5
318.228600303132,0,0,0,0,0,0,0,0,,None,319.235876770012,0,1,6481192,2965701
318.745517915276,0,0,0,0,0,0,0,0,,None,319.752794382156,0,0,4226051,0
319.037873878167,0,0,0,0,0,0,0,0,,None,320.045150345047,0,0,3169407,0
319.040342370901,0,0,0,0,0,0,0,0,,None,320.047618837781,0,1,0,3305058.8
319.045940623144,15,12,8,0,0,0,0,0,CHO,Lignin,320.053217090024,0.000849784851769305,1,13440643,17728102
319.058994120266,0,0,0,0,0,0,0,0,,None,320.066270587146,0,0,16422536,24015468
319.067047618491,12,16,10,0,0,0,0,0,CHO,Tannin,320.074324085371,0.0707624059822575,1,3659403.5,3949680.3
319.076778116346,0,0,0,0,0,0,0,0,,None,320.084054583226,0,0,19236496,26288758
319.082321615124,16,16,7,0,0,0,0,0,CHO,Lignin,320.089598082004,0.014952987419033,1,17606290,23507576
319.095378112246,0,0,0,0,0,0,0,0,,None,320.102654579126,0,0,66664088,83362432
319.113162608326,0,0,0,0,0,0,0,0,,None,320.120439075206,0,0,41121440,48415368
319.118700107105,17,20,6,0,0,0,0,0,CHO,Lignin,320.125976573985,0.0368624095524191,1,16242337,19739274
319.122057345258,14,24,6,0,0,1,0,0,CHOS,Protein,320.129333812138,0.0792831497991041,1,0,2844300
319.131763604225,0,0,0,0,0,0,0,0,,None,320.139040071105,0,0,62748328,74891920
319.139810102452,14,24,8,0,0,0,0,0,CHO,AminoSugar,320.147086569332,0.0973860749013786,1,7076522.5,10019477
319.14952686398,0,0,0,0,0,0,0,0,,None,320.15680333086,0,0,4230318.5,0
319.155083599084,18,24,5,0,0,0,0,0,CHO,Lignin,320.162360065964,0.0431497811064256,1,7046833,7161501
319.168159096202,0,0,0,0,0,0,0,0,,None,320.175435563082,0,0,9293494,10238627
319.176220594426,15,28,7,0,0,0,0,0,CHO,Protein,320.183497061306,0.0193395173342043,1,4281018,5141159.5
319.191474591061,19,28,4,0,0,0,0,0,CHO,Lignin,320.198751057941,0.0260127791685239,1,5570240.5,6909615
319.212619086398,16,32,6,0,0,0,0,0,CHO,Protein,320.219895553278,-0.0212150405358153,1,4820681.5,5272250
319.222323584259,0,0,0,0,0,0,0,0,,None,320.229600051139,0,0,10759885,5111487
319.240922580157,0,0,0,0,0,0,0,0,,None,320.248199047037,0,0,296810208,239403728
319.24153630776,0,0,0,0,0,0,0,0,,None,320.24881277464,0,0,0,21250760
320.049302054112,14,12,8,0,1,0,0,0,CHO,Lignin,321.056578520992,-0.0196887179351552,1,0,2962526.8
320.062313050025,0,0,0,0,0,0,0,0,,None,321.069589516905,0,1,0,4836453.5
320.080126394922,0,0,0,0,0,0,0,0,,None,321.087402861802,0,0,3208762.3,3456110.3
320.085639393704,15,16,7,0,1,0,0,0,CHO,Lignin,321.092915860584,0.130322138684335,1,3137596.5,4410481
320.098719390813,0,0,0,0,0,0,0,0,,None,321.105995857693,0,1,10582082,14302328
320.116532886879,0,0,0,0,0,0,0,0,,None,321.123809353759,0,0,5083209.5,8369280.5
320.122002031272,16,20,6,0,1,0,0,0,CHO,Lignin,321.129278498152,0.201520857854239,1,0,3731587.3
320.127025739421,0,0,0,0,0,0,0,0,,None,321.134302206301,0,0,4373582,0
320.135098882774,0,0,0,0,0,0,0,0,,None,321.142375349654,0,1,15931474,19944586
320.244279358645,0,0,0,0,0,0,0,0,,None,321.251555825525,0,1,59029632,45982912
320.742594660649,0,0,0,0,0,0,0,0,,None,321.749871127529,0,0,5393748.5,0
320.922802637539,0,0,0,0,0,0,0,0,,None,321.930079104419,0,1,2849185,0
321.025190685878,14,10,9,0,0,0,0,0,CHO,ConHC,322.032467152758,0.0458560643049635,1,4040652.8,6519363.5
321.053503679607,0,0,0,0,0,0,0,0,,None,322.060780146487,0,0,2852312.8,4170321.3
321.056056179042,0,0,0,0,0,0,0,0,,None,322.063332645922,0,0,5527002,9221715
321.061583677819,15,14,8,0,0,0,0,0,CHO,Lignin,322.068860144699,0.0226085231131516,1,24811996,31307350
321.074641174927,0,0,0,0,0,0,0,0,,None,322.081917641807,0,0,16515554,23770716
321.092429170987,0,0,0,0,0,0,0,0,,None,322.099705637867,0,0,20986346,26424932
321.097968669761,16,18,7,0,0,0,0,0,CHO,Lignin,322.105245136641,0.0242028324821752,1,27625964,33613416
321.102744614441,0,0,0,0,0,0,0,0,,None,322.110021081321,0,1,4911598,0
321.111030666867,0,0,0,0,0,0,0,0,,None,322.118307133747,0,0,52730352,65832556
321.128820162927,0,0,0,0,0,0,0,0,,None,322.136096629807,0,0,22067704,24213110
321.134350661702,17,22,6,0,0,0,0,0,CHO,Lignin,322.141627128582,0.0351094585315902,1,25270780,28939898
321.137725160954,14,26,6,0,0,1,0,0,CHOS,Protein,322.145001627834,0.0236830194426802,1,5793276.5,10077819
321.147416658808,0,0,0,0,0,0,0,0,,None,322.154693125688,0,0,33978880,38233728
321.155485157019,14,26,8,0,0,0,0,0,CHO,AminoSugar,322.162761623899,0.0192061344014228,1,3863556.3,5480067.5
321.165184703322,0,0,0,0,0,0,0,0,,None,322.172461170202,0,0,0,2851976.3
321.170726153643,18,26,5,0,0,0,0,0,CHO,Lignin,322.178002620523,0.0661888045166465,1,8272394.5,8001163
321.183804150747,0,0,0,0,0,0,0,0,,None,322.191080617627,0,0,14465552,14497425
321.237971638747,0,0,0,0,0,0,0,0,,None,322.245248105627,0,0,95828520,75728560
321.247618136612,0,0,0,0,0,0,0,0,,None,322.254894603492,0,0,5555755.5,3346096.8
322.064966455334,14,14,8,0,1,0,0,0,CHO,Lignin,323.072242922214,-0.0639430160057845,1,4024712,4664383.5
322.07800445244,0,0,0,0,0,0,0,0,,None,323.08528091932,0,1,3077517.8,3355205.8
322.093246411221,0,0,0,0,0,0,0,0,,None,323.100522878101,0,1,0,3418701.3
322.095804948488,0,0,0,0,0,0,0,0,,None,323.103081415368,0,0,2974101.3,4018766.5
322.101325947259,15,18,7,0,1,0,0,0,CHO,Lignin,323.108602414139,0.0165769679752948,1,3696535.5,6230097
322.106284446158,0,0,0,0,0,0,0,0,,None,323.113560913038,0,0,21212058,9891923
322.11438494436,0,0,0,0,0,0,0,0,,None,323.12166141124,0,1,8620957,10082391
322.132177940411,0,0,0,0,0,0,0,0,,None,323.139454407291,0,0,3467172.8,4416608
322.137692939186,16,22,6,0,1,0,0,0,CHO,Lignin,323.144969406066,0.0738694285265629,1,4454311,4917346.5
322.150771436282,0,0,0,0,0,0,0,0,,None,323.158047903162,0,1,5039020.5,5711977
322.187134928204,0,0,0,0,0,0,0,0,,None,323.194411395084,0,1,2807228.3,3015290.5
322.215430921923,0,0,0,0,0,0,0,0,,None,323.222707388803,0,0,8278984,5519496
322.241315416174,0,0,0,0,0,0,0,0,,None,323.248591883054,0,0,18996180,14090389
322.739706403258,0,0,0,0,0,0,0,0,,None,323.746982870138,0,0,4028583.8,0
323.032783740208,0,0,0,0,0,0,0,0,,None,324.040060207088,0,0,11695397,22776336
323.040846738414,14,12,9,0,0,0,0,0,CHO,Lignin,324.048123205294,0.0270910555081143,1,5497128.5,9290260
323.05610273502,18,12,6,0,0,0,0,0,CHO,ConHC,324.0633792019,0.0275128289150131,1,3530542.8,3512859.3
323.06916573211,0,0,0,0,0,0,0,0,,None,324.07644219899,0,0,4744500.5,5941793.5
323.071680231552,0,0,0,0,0,0,0,0,,None,324.078956698432,0,0,5026101.5,7259682.5
323.077231730315,15,16,8,0,0,0,0,0,CHO,Lignin,324.084508197195,0.0286752514236594,1,31116600,36833828
323.090287727408,0,0,0,0,0,0,0,0,,None,324.097564194288,0,0,14191933,27028012
323.092487226921,19,16,5,0,0,0,0,0,CHO,Lignin,324.099763693801,0.0306396381498811,1,4487486.5,4566572.5
323.10807422345,0,0,0,0,0,0,0,0,,None,324.11535069033,0,0,16612677,22325812
323.113618222216,16,20,7,0,0,0,0,0,CHO,Lignin,324.120894689096,0.0256311888984498,1,46677320,56683064
323.126682219308,0,0,0,0,0,0,0,0,,None,324.133958686188,0,0,60128588,80824896
323.134678083043,13,24,9,0,0,0,0,0,CHO,AminoSugar,324.141954549923,0.240078075559397,1,0,3507776.5
323.144465715349,0,0,0,0,0,0,0,0,,None,324.151742182229,0,0,10761557,13498949
323.150009714116,17,24,6,0,0,0,0,0,CHO,Lignin,324.157286180996,0.00716320279138611,1,28118358,32180808
323.153342077158,14,28,6,0,0,1,0,0,CHOS,Protein,324.160618544038,0.125793694937728,1,0,4110921.5
323.163066211209,0,0,0,0,0,0,0,0,,None,324.170342678089,0,0,25378140,39258704
323.168628709969,18,28,3,0,0,1,0,0,CHOS,Lipid,324.175905176849,0.0317057838586419,1,5014879,7709264.5
323.180841207252,0,0,0,0,0,0,0,0,,None,324.188117674132,0,0,3838308,3875926.5
323.186389206016,18,28,5,0,0,0,0,0,CHO,Lipid,324.193665672896,0.0257142725496953,1,8309094.5,8495705
323.199455703107,0,0,0,0,0,0,0,0,,None,324.206732169987,0,0,21634412,17074784
324.036101798639,0,0,0,0,0,0,0,0,,None,325.043378265519,0,1,0,4202473
324.072479787154,0,0,0,0,0,0,0,0,,None,325.079756254034,0,1,0,3140090
324.080584006707,14,16,8,0,1,0,0,0,CHO,Lignin,325.087860473587,0.0364658737099918,1,4796131.5,5998589.5
324.08557578302,0,0,0,0,0,0,0,0,,None,325.0928522499,0,0,0,4915200
324.093659503791,0,0,0,0,0,0,0,0,,None,325.100935970671,0,1,3056873.3,3941379.8
324.103350001627,0,0,0,0,0,0,0,0,,None,325.110626468507,0,0,6848237.5,2999304.3
324.111384774872,0,0,0,0,0,0,0,0,,None,325.118661241752,0,0,0,3459084
324.11695649859,15,20,7,0,1,0,0,0,CHO,Lignin,325.12423296547,0.0764908540613151,1,7313139,9473039
324.130035495671,0,0,0,0,0,0,0,0,,None,325.137311962551,0,1,9692921,11965461
324.153358490466,16,24,6,0,1,0,0,0,CHO,Lignin,325.160634957346,0.0257824998762098,1,4827906.5,6244383.5
324.16643198755,0,0,0,0,0,0,0,0,,None,325.17370845443,0,1,4128008.3,4900901.5
324.202786979432,0,0,0,0,0,0,0,0,,None,325.210063446312,0,1,3574551.8,3525686.5
324.212509211582,0,0,0,0,0,0,0,0,,None,325.219785678462,0,0,3459868,0
324.231088473115,0,0,0,0,0,0,0,0,,None,325.238364939995,0,0,72924960,34868292
324.963963809353,0,0,0,0,0,0,0,0,,None,325.971240276233,0,0,3914844.3,16219542
325.029840294618,0,0,0,0,0,0,0,0,,None,326.037116761498,0,0,3610744.3,6782388.5
325.035373482977,17,10,7,0,0,0,0,0,CHO,ConHC,326.042649949857,0.00836038709228315,1,0,5512631
325.047787102149,0,0,0,0,0,0,0,0,,None,326.055063569029,0,0,6283392,0
325.048432290457,0,0,0,0,0,0,0,0,,None,326.055708757337,0,0,80134272,257560000
325.056492788654,14,14,9,0,0,0,0,0,CHO,Lignin,326.063769255534,0.0392339377663103,1,8169603.5,10304961
325.071763785238,18,14,6,0,0,0,0,0,CHO,ConHC,326.079040252118,-0.00634851598855868,1,5261450,5090759.5
325.08480328232,0,0,0,0,0,0,0,0,,None,326.0920797492,0,0,8906896,11998670
325.087361781749,0,0,0,0,0,0,0,0,,None,326.094638248629,0,0,3057296.8,9627087
325.092882280512,15,18,8,0,0,0,0,0,CHO,Lignin,326.100158747392,0.0270076767568865,1,65175700,96931280
325.105938777591,0,0,0,0,0,0,0,0,,None,326.113215244471,0,0,12015769,20975064
325.108138277099,19,18,5,0,0,0,0,0,CHO,Lignin,326.115414743979,0.0274268585063178,1,15151258,22609368
325.123731273609,0,0,0,0,0,0,0,0,,None,326.131007740489,0,0,17735840,26365408
325.129267272371,16,22,7,0,0,0,0,0,CHO,Lignin,326.136543739251,0.0285820443123198,1,47440036,60231136
325.142332769448,0,0,0,0,0,0,0,0,,None,326.149609236328,0,0,30974120,26684904
325.147906768201,17,26,4,0,0,1,0,0,CHOS,Lipid,326.155183235081,-0.00987898031887465,1,7728298.5,17706474
325.160113765468,0,0,0,0,0,0,0,0,,None,326.167390232348,0,0,7250095.5,12883440
325.165650264229,17,26,6,0,0,0,0,0,CHO,Protein,326.172926731109,0.0362877782444122,1,21909682,26000882
325.169024440727,14,30,6,0,0,1,0,0,CHOS,Protein,326.176300907607,0.0259920578310279,1,0,4607476
325.17869143767,0,0,0,0,0,0,0,0,,None,326.18596790455,0,0,0,10053112
325.183641084299,0,0,0,0,0,0,0,0,,None,326.190917551179,0,0,15466682,0
325.184282760059,18,30,3,0,0,1,0,0,CHOS,Lipid,326.191559226939,0.0192903854931179,1,207159488,375918080
325.196517757319,0,0,0,0,0,0,0,0,,None,326.203794224199,0,0,7844031,4945408.5
325.202040256086,18,30,5,0,0,0,0,0,CHO,Lipid,326.209316722966,0.0225331832264572,1,16281794,15810051
325.234434748835,0,0,0,0,0,0,0,0,,None,326.241711215715,0,0,13027535,5427730
326.051783565685,0,0,0,0,0,0,0,0,,None,327.059060032565,0,1,12945963,40849284
326.070414155578,0,0,0,0,0,0,0,0,,None,327.077690622458,0,1,0,2993036.3
326.088183057517,0,0,0,0,0,0,0,0,,None,327.095459524397,0,1,3360315,3967380.3
326.096231555714,14,18,8,0,1,0,0,0,CHO,Lignin,327.103508022594,0.0439304549113136,1,9884222,15867800
326.101192963367,0,0,0,0,0,0,0,0,,None,327.108469430247,0,0,2909760.5,0
326.109285143274,0,0,0,0,0,0,0,0,,None,327.116561610154,0,1,0,2875293.8
326.111513552288,18,18,5,0,1,0,0,0,CHO,Lignin,327.118790019168,-0.0351342337413531,1,3062341,4175774.8
326.12713404878,0,0,0,0,0,0,0,0,,None,327.13441051566,0,0,2941003.5,4698021.5
326.132615047551,15,22,7,0,1,0,0,0,CHO,Lignin,327.139891514431,0.050083372280239,1,8038990,10262440
326.14571554461,0,0,0,0,0,0,0,0,,None,327.15299201149,0,1,3408467.5,4449198
326.151196130006,16,26,4,0,1,1,0,0,CHOS,Lipid,327.158472596886,0.190286722485429,1,0,4072368.5
326.169008039384,16,26,6,0,1,0,0,0,CHO,Protein,327.176284506264,0.0271985967058376,1,4601437.5,4347832.5
326.183639119736,0,0,0,0,0,0,0,0,,None,327.190915586616,0,0,0,3191743
326.187638535204,17,30,3,0,1,1,0,0,CHOS,Lipid,327.194915002084,0.0163664388238958,0,38994532,70848448
326.205411031217,17,30,5,0,1,0,0,0,CHO,Lipid,327.212687498097,-0.0262422508751985,0,2895468.8,3661256.8
326.228138526115,0,0,0,0,0,0,0,0,,None,327.235414992995,0,0,22696566,9052115
326.759539876185,0,0,0,0,0,0,0,0,,None,327.766816343065,0,0,3537752.8,0
326.961045873492,0,0,0,0,0,0,0,0,,None,327.968322340372,0,1,0,5147929
327.027692346474,0,0,0,0,0,0,0,0,,None,328.034968813354,0,0,4334538.5,4489526.5
327.040794848216,0,0,0,0,0,0,0,0,,None,328.048071315096,0,1,0,3258172
327.045483842471,0,0,0,0,0,0,0,0,,None,328.052760309351,0,0,25535442,82760000
327.051020841225,17,12,7,0,0,0,0,0,CHO,ConHC,328.058297308105,0.0165574089464676,1,9765845,10518849
327.052656844457,0,0,0,0,0,0,0,0,,None,328.059933311337,0,1,0,2926401.3
327.055132843672,0,0,0,0,0,0,0,0,,None,328.062409310552,0,1,0,3722050.5
327.064088338286,0,0,0,0,0,0,0,0,,None,328.071364805166,0,0,18826202,21160262
327.072148336474,14,16,9,0,0,0,0,0,CHO,Lignin,328.079424803354,0.0222785876228005,1,12733406,16658762
327.07719083668,0,0,0,0,0,0,0,0,,None,328.08446730356,0,0,0,3425612.3
327.081869334287,0,0,0,0,0,0,0,0,,None,328.089145801167,0,0,2827233.8,3493710.3
327.087406833042,18,16,6,0,0,0,0,0,CHO,Lignin,328.094683299922,0.0150757653741104,1,7830500,7411024.5
327.09807183122,0,0,0,0,0,0,0,0,,None,328.1053482981,0,1,3504104.8,0
327.100462330103,0,0,0,0,0,0,0,0,,None,328.107738796983,0,0,16552938,15745366
327.103021829525,0,0,0,0,0,0,0,0,,None,328.110298296405,0,0,3921386.8,6134103.5
327.108532828287,15,20,8,0,0,0,0,0,CHO,Lignin,328.115809295167,0.0253679715890493,1,59147244,74109272
327.121567825354,0,0,0,0,0,0,0,0,,None,328.128844292234,0,0,6934514.5,7870815.5
327.123794824854,19,20,5,0,0,0,0,0,CHO,Lignin,328.131071291734,0.00749933835079616,1,18338804,25100640
327.127157824097,16,24,5,0,0,1,0,0,CHOS,Protein,328.134434290977,0.0313283890887438,1,11803637,24998242
327.136826821922,0,0,0,0,0,0,0,0,,None,328.144103288802,0,0,4670457,4226406.5
327.139386821346,0,0,0,0,0,0,0,0,,None,328.146663288226,0,0,10365946,8364391.5
327.144916320102,16,24,7,0,0,0,0,0,CHO,Protein,328.152192786982,0.0315040360149038,1,35243004,40128876
327.157978317163,0,0,0,0,0,0,0,0,,None,328.165254784043,0,0,7472130,8690032
327.16354731591,17,28,4,0,0,1,0,0,CHOS,Lipid,328.17082378279,0.019180285951294,1,11195397,20808050
327.175783805427,0,0,0,0,0,0,0,0,,None,328.183060272307,0,0,0,3711863.5
327.180087312188,0,0,0,0,0,0,0,0,,None,328.187363779068,0,0,9632780,16462201
327.181299811915,17,28,6,0,0,0,0,0,CHO,Protein,328.188576278795,0.0376387420120657,1,17433612,15178106
327.190989809736,0,0,0,0,0,0,0,0,,None,328.198266276616,0,0,4597776,6191486.5
327.217688303726,18,32,5,0,0,0,0,0,CHO,Lipid,328.224964770606,0.0285386385705258,1,64799772,85201288
327.231499813472,0,0,0,0,0,0,0,0,,None,328.238776280352,0,0,3948577.5,0
328.048819116464,0,0,0,0,0,0,0,0,,None,329.056095583344,0,0,4101500.8,12360437
328.067389112274,0,0,0,0,0,0,0,0,,None,329.074665579154,0,1,3428228.8,3849468.5
328.103790604065,0,0,0,0,0,0,0,0,,None,329.111067070945,0,1,3220372.3,5163788.5
328.111889602236,14,20,8,0,1,0,0,0,CHO,Lignin,329.119166069116,0.0194078139786013,1,10395032,11356944
328.127148098794,18,20,5,0,1,0,0,0,CHO,Lignin,329.134424565674,0.0122279092248129,2,4232606,4592406.5
328.130514502563,15,24,5,0,1,1,0,0,CHOS,Protein,329.137790969443,0.0256404988717076,1,0,4371736
328.148277094027,15,24,7,0,1,0,0,0,CHO,Protein,329.155553560907,0.0133735955230205,1,6488487,7288607.5
328.166896491014,16,28,4,0,1,1,0,0,CHOS,Lipid,329.174172957894,0.0363245584755953,0,0,3952423.5
328.18159668667,0,0,0,0,0,0,0,0,,None,329.18887315355,0,0,5078453,0
328.183441485761,0,0,0,0,0,0,0,0,,None,329.190717952641,0,0,0,3142958.8
328.184681485368,16,28,6,0,1,0,0,0,CHO,Protein,329.191957952248,-0.0439957514171263,0,0,3023663.3
328.221050577606,17,32,5,0,1,0,0,0,CHO,Lipid,329.228327044486,0.00586527354398177,0,12197318,16663359
328.756612609562,0,0,0,0,0,0,0,0,,None,329.763889076442,0,0,3418793.5,0
328.76406130136,0,0,0,0,0,0,0,0,,None,329.77133776824,0,0,0,3301928
328.958871910915,0,0,0,0,0,0,0,0,,None,329.966148377795,0,0,121063168,65229948
329.030290394761,16,10,8,0,0,0,0,0,CHO,ConHC,330.037566861641,0.00132154293252738,1,6107933.5,6209689.5
329.043367891804,0,0,0,0,0,0,0,0,,None,330.050644358684,0,0,6088483,6540447
329.061137387783,0,0,0,0,0,0,0,0,,None,330.068413854663,0,0,5861162.5,7388326.5
329.066661386534,17,14,7,0,0,0,0,0,CHO,Lignin,330.073937853414,0.0452949601208426,1,10188589,10067113
329.070037204123,14,18,7,0,0,1,0,0,CHOS,Lignin,330.077313671003,0.0301489884997567,1,0,3195050.5
329.079729883577,0,0,0,0,0,0,0,0,,None,330.087006350457,0,0,50849588,55792816
329.081920883082,21,14,4,0,0,0,0,0,CHO,ConHC,330.089197349962,0.0351051723791166,1,8920884,8416432
329.087794381752,14,18,9,0,0,0,0,0,CHO,Lignin,330.095070848632,0.0343175911180184,1,12666678,15889586
329.090962564599,0,0,0,0,0,0,0,0,,None,330.098239031479,0,0,5217079.5,0
329.097506195391,0,0,0,0,0,0,0,0,,None,330.104782662271,0,0,0,4433078
329.100854194327,0,0,0,0,0,0,0,0,,None,330.108130661207,0,0,0,3138231.5
329.103047378299,18,18,6,0,0,0,0,0,CHO,Lignin,330.110323845179,0.0438193520263105,1,9088828,9268409
329.10638219257,15,22,6,0,0,1,0,0,CHOS,Lignin,330.11365865945,0.152884768376626,1,0,5481658
329.116117375344,0,0,0,0,0,0,0,0,,None,330.123393842224,0,0,26351426,27526334
329.12417937352,15,22,8,0,0,0,0,0,CHO,Lignin,330.1314558404,0.0358723762743715,1,28501830,31962306
329.151844178118,0,0,0,0,0,0,0,0,,None,330.159120644998,0,0,0,8082637
329.152503867111,0,0,0,0,0,0,0,0,,None,330.159780333991,0,0,101467984,105059536
329.160568865285,16,26,7,0,0,0,0,0,CHO,Protein,330.167845332165,0.0237973951349198,1,28936020,29467856
329.188865166348,0,0,0,0,0,0,0,0,,None,330.196141633228,0,0,0,3005149
329.196962357049,17,30,6,0,0,0,0,0,CHO,Protein,330.204238823929,-0.0003886363234364,1,19257188,17315040
329.233341348816,18,34,5,0,0,0,0,0,CHO,Lipid,330.240617815696,0.0193380331248875,1,66373492,74421488
329.958434184524,0,0,0,0,0,0,0,0,,None,330.965710651404,0,1,17893544,9735713
330.083077156247,0,0,0,0,0,0,0,0,,None,331.090353623127,0,1,7750876,9850453
330.091162879301,13,18,9,0,1,0,0,0,CHO,Lignin,331.098439346181,-0.0070422596315386,1,0,2868568.3
330.119452147992,0,0,0,0,0,0,0,0,,None,331.126728614872,0,1,6342891.5,6257252
330.127529646159,14,22,8,0,1,0,0,0,CHO,Lignin,331.134806113039,0.0495500939947478,1,4147951,5707367.5
330.155847639732,0,0,0,0,0,0,0,0,,None,331.163124106612,0,1,19937530,19969652
330.163924137901,15,26,7,0,1,0,0,0,CHO,Protein,331.171200604781,0.0224123318432265,0,4538622.5,5633654.5
330.200305129642,16,30,6,0,1,0,0,0,CHO,Protein,331.207581596522,0.0360404718260629,0,3213069.8,2883717.8
330.236706121378,17,34,5,0,1,0,0,0,CHO,Lipid,331.243982588258,-0.0107128227842623,0,12767517,15404693
330.762020665634,0,0,0,0,0,0,0,0,,None,331.769297132514,0,0,0,2904942.5
330.789376334712,0,0,0,0,0,0,0,0,,None,331.796652801592,0,0,4082183.3,0
330.820052330537,0,0,0,0,0,0,0,0,,None,331.827328797417,0,0,2790932.3,0
330.955921957935,0,0,0,0,0,0,0,0,,None,331.963198424815,0,1,37661260,20576190
331.045930437457,16,12,8,0,0,0,0,0,CHO,ConHC,332.053206904337,0.0314939367952505,1,15944308,13811683
331.059000570977,0,0,0,0,0,0,0,0,,None,332.066277037857,0,0,0,17524712
331.076785930434,0,0,0,0,0,0,0,0,,None,332.084062397314,0,0,16046721,19179504
331.081659294896,0,0,0,0,0,0,0,0,,None,332.088935761776,0,1,15747715,0
331.082320429175,17,16,7,0,0,0,0,0,CHO,Lignin,332.089596896055,0.0179838379741265,1,206637696,229808112
331.095383926202,0,0,0,0,0,0,0,0,,None,332.102660393082,0,0,94603912,108582904
331.103448424367,14,20,9,0,0,0,0,0,CHO,Lignin,332.110724891247,0.0221301289696891,1,7246476,9916411
331.113173422153,0,0,0,0,0,0,0,0,,None,332.120449889033,0,0,8440464,8767487
331.118697920895,18,20,6,0,0,0,0,0,CHO,Lignin,332.125974387775,0.0421130102679828,1,8993427,10151937
331.13177191792,0,0,0,0,0,0,0,0,,None,332.1390483848,0,0,32049816,35764232
331.139837416084,15,24,8,0,0,0,0,0,CHO,Protein,332.147113882964,0.0116341092005786,1,18201244,20989962
331.149558413871,0,0,0,0,0,0,0,0,,None,332.156834880751,0,0,31861408,33380366
331.155085412613,19,24,5,0,0,0,0,0,CHO,Lignin,332.162361879493,0.036131145812923,1,4986530,5290000
331.168170409635,0,0,0,0,0,0,0,0,,None,332.175446876515,0,0,3849895.5,3602965.3
331.176218407802,16,28,7,0,0,0,0,0,CHO,Protein,332.183494874682,0.0252234620229037,1,18733740,16418841
331.204538278134,0,0,0,0,0,0,0,0,,None,332.211814745014,0,0,2891959,0
331.212603899519,17,32,6,0,0,0,0,0,CHO,Protein,332.219880366399,0.0252645951438202,1,9802426,7669799.5
331.248991891233,18,36,5,0,0,0,0,0,CHO,Lipid,332.256268358113,0.0177814154602069,1,30821066,18171958
331.955464175407,0,0,0,0,0,0,0,0,,None,332.962740642287,0,1,5672948.5,0
332.049305162534,15,12,8,0,1,0,0,0,CHO,ConHC,333.056581629414,-0.028312348503614,1,3836956.3,0
332.085672200481,16,16,7,0,1,0,0,0,CHO,Lignin,333.092948667361,0.0271357864057271,2,37170220,43497864
332.098732197499,0,0,0,0,0,0,0,0,,None,333.106008664379,0,1,16763953,20404622
332.135103689197,0,0,0,0,0,0,0,0,,None,333.142380156077,0,1,7937088.5,9671070
332.143191187347,14,24,8,0,1,0,0,0,CHO,Protein,333.150467654227,0.0148004369481171,0,3323971.8,3983776.8
332.152900185132,0,0,0,0,0,0,0,0,,None,333.160176652012,0,0,6085704,6893988.5
