peak_index	scan_num	mz	intensity	fwhm	signal_noise	MSFeatureID
174	0	261.05145	7865064	6.7554E-04	18.68	-1
175	0	261.07724	28475866	6.035E-04	12.38	-1
176	0	261.08781	6751583	6.464E-04	22.03	-1
177	0	262.01232	8720282	5.3359E-04	12.45	-1
178	0	262.02281	6455463	5.2246E-04	15.33	-1
179	0	262.03042	7765104	9.1727E-04	11.17	-1
180	0	263.02016	34596532	6.8299E-04	12.0	-1
181	0	263.04891	6168629	7.7406E-04	26.66	-1
182	0	263.05653	41060292	6.8294E-04	10.02	-1
183	0	263.09288	40734136	7.2527E-04	22.31	-1
184	0	263.12931	30903490	6.169E-04	7.98	-1
185	0	264.02795	14950950	5.6744E-04	10.96	-1
186	0	264.04615	11550425	6.3104E-04	11.56	-1
187	0	264.99942	24502606	6.9259E-04	7.62	-1
188	0	265.03582	50743120	7.3821E-04	14.77	-1
189	0	265.05404	8756819	8.884E-04	17.16	-1
190	0	265.07217	74852944	5.9563E-04	10.81	-1
191	0	265.10857	91527600	5.7231E-04	11.44	-1
192	0	265.14826	227351232	5.3928E-04	13.57	-1
193	0	265.53737	6130262	4.1135E-04	24.88	-1
194	0	266.02543	17967402	6.3095E-04	13.89	-1
195	0	266.03919	6621450	4.2325E-04	32.62	-1
196	0	267.01506	45934136	6.6057E-04	11.28	-1
197	0	267.02279	8138611	7.6463E-04	12.95	-1
198	0	267.03325	16096147	7.257E-04	7.2	-1
199	0	267.04098	8008797	5.9149E-04	24.4	-1
200	0	267.05144	83282880	5.7483E-04	10.11	-1
201	0	267.08784	174059376	6.2319E-04	10.09	-1
202	0	267.12418	94782448	5.8071E-04	11.99	-1
203	0	267.14418	11074898	6.2416E-04	10.78	-1
204	0	268.01237	8801763	4.2064E-04	36.92	-1
205	0	268.02284	12427250	5.2495E-04	8.62	-1
206	0	268.04101	13711828	7.1209E-04	8.2	-1
207	0	268.05479	9322291	6.4926E-04	8.61	-1
208	0	268.05929	12687411	6.8529E-04	10.49	-1
209	0	268.12752	13523527	8.6999E-04	8.63	-1
210	0	269.03069	55896148	6.7421E-04	15.18	-1
211	0	269.0459	9760456	5.7098E-04	7.45	-1
212	0	269.04883	10627130	8.0582E-04	7.21	-1
213	0	269.05665	6935615	6.5231E-04	21.23	-1
214	0	269.06709	151489040	6.4298E-04	14.82	-1
215	0	269.10351	205589920	6.1679E-04	24.76	-1
216	0	269.13991	35019276	6.7939E-04	10.42	-1
217	0	269.21258	6758536	4.0937E-04	32.14	-1
218	0	269.24905	18286880	9.3034E-04	9.41	-1
219	0	270.00976	8560200	5.033E-04	17.6	-1
220	0	270.04616	11702436	6.5139E-04	7.51	-1
221	0	270.05377	5896951	8.1964E-04	8.53	-1
222	0	270.0749	8083249	6.9319E-04	7.82	-1
223	0	270.10687	25483580	7.1193E-04	7.84	-1
224	0	271.01764	13591458	6.068E-04	7.1	-1
225	0	271.02521	13563443	6.6965E-04	13.11	-1
226	0	271.03586	16593566	6.5939E-04	7.62	-1
227	0	271.04636	80500232	6.518E-04	13.86	-1
228	0	271.07233	7930363	8.0736E-04	12.28	-1
229	0	271.08276	166210704	6.3544E-04	15.32	-1
230	0	271.11918	59667080	7.644E-04	7.61	-1
231	0	271.13432	6708816	6.1257E-04	8.12	-1
232	0	271.15539	6046973	6.3553E-04	16.06	-1
233	0	272.03306	8420653	8.571E-04	19.44	-1
234	0	272.04363	16259442	6.1757E-04	7.56	-1
235	0	272.04978	7932475	7.2462E-04	12.64	-1
236	0	272.06184	9885985	6.7506E-04	11.05	-1
237	0	272.0694	7891595	4.386E-04	19.1	-1
238	0	272.12256	10149471	7.9818E-04	28.1	-1
239	0	273.00451	9175319	6.2575E-04	8.44	-1
240	0	273.02562	16115249	7.0696E-04	13.79	-1
241	0	273.0409	28047142	6.3835E-04	7.86	-1
242	0	273.06207	54452260	7.0459E-04	12.62	-1
243	0	273.08785	6315188	7.4345E-04	7.37	-1
244	0	273.09845	41738328	7.3277E-04	13.46	-1
245	0	274.04112	13975772	6.7447E-04	8.71	-1
246	0	274.08516	5971311	3.6452E-04	7.05	-1
247	0	275.02019	27034620	6.185E-04	59.41	-1
248	0	275.03839	8387269	6.4146E-04	7.44	-1
249	0	275.07772	14751808	7.3903E-04	9.87	-1
250	0	275.08531	7137459	7.876E-04	7.97	-1
251	0	275.09292	31849282	7.0469E-04	7.62	-1
252	0	275.12932	15382932	7.7273E-04	7.24	-1
253	0	276.00981	7058536	5.3598E-04	16.38	-1
254	0	276.02803	13710063	7.9133E-04	8.51	-1
255	0	276.0385	6164298	0.0011	10.86	-1
256	0	276.04627	6844961	8.5118E-04	7.54	-1
257	0	276.05993	6166296	7.5156E-04	8.45	-1
258	0	276.06436	9414339	6.5008E-04	12.9	-1
259	0	276.07502	6223904	8.6834E-04	13.8	-1
260	0	277.01765	9913395	5.4101E-04	7.67	-1
261	0	277.03584	45667212	7.5264E-04	15.2	-1
262	0	277.05398	8764504	6.4535E-04	8.02	-1
263	0	277.07217	57701872	6.2859E-04	19.76	-1
264	0	277.145	14471406	6.7985E-04	9.91	-1
265	0	278.00739	7085179	7.8919E-04	8.33	-1
266	0	278.02546	13471798	8.3263E-04	20.01	-1
267	0	278.03915	5907637	7.6233E-04	19.5	-1
268	0	278.04368	16056790	6.5396E-04	14.46	-1
269	0	278.06185	7116366	6.9554E-04	9.13	-1
270	0	278.06742	7876486	7.4426E-04	14.6	-1
271	0	278.07548	8404762	7.5234E-04	9.41	-1
272	0	278.11191	10621056	6.3612E-04	7.07	-1
273	0	279.01517	48625972	6.8586E-04	8.68	-1
274	0	279.03327	16896234	6.9592E-04	9.14	-1
275	0	279.05151	71963856	7.4628E-04	12.18	-1
276	0	279.08785	121554136	6.6622E-04	14.16	-1
277	0	279.12424	106083008	7.1592E-04	19.05	-1
278	0	279.16058	9550583	5.1014E-04	8.29	-1
279	0	279.16398	6817034	7.9954E-04	13.03	-1
280	0	280.07751	8164276	4.5304E-04	13.98	-1
281	0	280.12766	17809942	6.5408E-04	8.53	-1
282	0	280.9944	12162041	9.6916E-04	7.05	-1
283	0	281.03071	74153512	6.5612E-04	9.73	-1
284	0	281.04592	6875855	9.1867E-04	7.6	-1
285	0	281.06712	150818576	6.5485E-04	11.68	-1
286	0	281.10353	239358896	7.3172E-04	19.25	-1
287	0	281.13992	78113656	8.1268E-04	12.96	-1
288	0	281.24901	34417624	7.0097E-04	15.4	-1
289	0	282.00982	6973347	6.3751E-04	15.69	-1
290	0	282.03412	7747071	6.9132E-04	14.71	-1
291	0	282.04617	7712874	6.9791E-04	20.46	-1
292	0	282.07499	12816790	6.1255E-04	9.64	-1
293	0	282.09315	9614311	6.7226E-04	8.48	-1
294	0	282.09883	9134554	5.0204E-04	8.64	-1
295	0	282.10688	35541392	7.7054E-04	7.33	-1
296	0	282.14325	14371111	7.4546E-04	7.24	-1
297	0	283.01752	11255046	7.7645E-04	15.05	-1
298	0	283.03596	13831565	7.1459E-04	10.41	-1
299	0	283.0464	108575496	7.0939E-04	12.25	-1
300	0	283.06167	12272820	7.5139E-04	42.63	-1
301	0	283.0828	307958848	5.8845E-04	22.6	-1
302	0	283.11923	203705312	7.1606E-04	15.85	-1
303	0	283.15559	25593696	7.5311E-04	7.82	-1
304	0	283.26462	586515968	5.8619E-04	28.64	-1
305	0	284.00737	6681521	5.7477E-04	8.39	-1
306	0	284.03317	6990596	5.1564E-04	9.78	-1
307	0	284.0437	15631055	6.5285E-04	7.56	-1
308	0	284.06186	7800251	7.1094E-04	26.74	-1
309	0	284.12253	30208534	7.7091E-04	8.09	-1
310	0	284.26804	109449096	6.5866E-04	23.19	-1
311	0	284.52716	6617272	4.5823E-04	12.04	-1
312	0	285.00462	5991718	8.513E-04	8.17	-1
313	0	285.02576	38980160	7.3746E-04	7.5	-1
314	0	285.0333	18353512	7.951E-04	7.39	-1
315	0	285.03397	5899353	0.0024	8.37	-1
316	0	285.04087	22117108	6.5702E-04	15.15	-1
317	0	285.05155	12739628	8.1542E-04	10.66	-1
318	0	285.0621	163923936	7.4622E-04	13.38	-1
319	0	285.0773	19139662	8.3639E-04	11.62	-1
320	0	285.09847	249996128	6.9298E-04	16.79	-1
321	0	285.11364	10074860	0.0012	8.88	-1
322	0	285.1348	60580540	6.207E-04	10.51	-1
323	0	286.0047	7219143	5.9738E-04	35.3	-1
324	0	286.02301	17885642	6.6279E-04	8.89	-1
325	0	286.04118	19654654	6.8407E-04	10.27	-1
326	0	286.04882	11119781	5.8961E-04	14.14	-1
327	0	286.06543	21434120	7.2397E-04	8.66	-1
328	0	286.10178	33919252	6.932E-04	9.54	-1
329	0	286.13816	10001173	6.2342E-04	9.37	-1
330	0	287.0126	7649145	7.7541E-04	8.58	-1
331	0	287.04131	55626556	7.3196E-04	9.81	-1
332	0	287.05658	34179736	8.0227E-04	8.12	-1
333	0	287.07769	125901392	6.2372E-04	12.67	-1
334	0	287.11407	48769864	7.6728E-04	10.34	-1
335	0	288.028	14837499	5.2139E-04	12.77	-1
336	0	288.04475	6515550	5.5493E-04	10.28	-1
337	0	288.09318	7642020	5.1343E-04	10.15	-1
338	0	288.11749	6366500	6.2093E-04	7.89	-1
339	0	289.01766	8948922	6.2669E-04	7.86	-1
340	0	289.02824	12502018	6.3256E-04	11.51	-1
341	0	289.03588	46641896	7.0358E-04	11.02	-1
342	0	289.04638	11780272	8.3006E-04	10.25	-1
343	0	289.07224	43643944	8.5845E-04	13.01	-1
344	0	289.09339	23541348	6.4391E-04	17.65	-1
345	0	289.10866	33941648	8.4737E-04	13.74	-1
346	0	290.00736	6454132	5.9149E-04	11.82	-1
347	0	290.07244	6251928	4.6267E-04	15	-1
348	0	290.07566	6626451	0.0012	14.69	-1
349	0	291.01513	39228120	6.925E-04	9.02	-1
350	0	291.03337	17362786	6.0526E-04	11.58	-1
351	0	291.03635	7015655	6.2374E-04	11.1	-1
352	0	291.05151	74418008	6.608E-04	12.26	-1
353	0	291.08789	76628952	7.6389E-04	11.29	-1
354	0	291.12434	49474412	8.2908E-04	10.07	-1
355	0	291.16074	10264984	6.5176E-04	8.84	-1
356	0	292.02302	16728246	9.139E-04	7.78	-1
357	0	292.04099	12682990	9.8346E-04	7.21	-1
358	0	292.04694	6936620	0.0011	7.61	-1
359	0	292.0913	13609800	7.2883E-04	7.33	-1
360	0	293.01254	9331091	7.5858E-04	17.92	-1
361	0	293.0308	82524720	6.3541E-04	9.96	-1
362	0	293.06712	120040640	7.2343E-04	16.48	-1
363	0	293.10355	200691152	6.5558E-04	16.27	-1
364	0	293.1399	67352880	6.5119E-04	11.57	-1
365	0	293.17628	347883616	7.1935E-04	26.3	-1
366	0	293.17974	113635008	7.0872E-04	8.59	-1
367	0	294.03412	7971566	9.9584E-04	8.63	-1
368	0	294.05683	10308508	9.1058E-04	11.23	-1
369	0	294.06246	10266287	0.001	7.73	-1
370	0	294.0706	16293270	7.2911E-04	10.69	-1
371	0	294.1069	27640792	8.7322E-04	7.13	-1
372	0	294.14335	12237960	5.7516E-04	24.83	-1
373	0	294.17973	65647868	7.7882E-04	12.14	-1
374	0	295.036	7868974	6.7549E-04	35.67	-1
375	0	295.04645	119501496	7.317E-04	12.07	-1
376	0	295.06166	7698092	0.001	10.48	-1
377	0	295.08282	274104256	6.5632E-04	20.36	-1
378	0	295.11922	350202912	5.9767E-04	20.17	-1
379	0	295.15553	33700116	7.6242E-04	10.02	-1
380	0	296.01346	7080259	6.1188E-04	26.13	-1
381	0	296.01798	8317090	6.6558E-04	43.63	-1
382	0	296.02544	9974843	9.5409E-04	14.64	-1
383	0	296.04374	8707063	7.0028E-04	7.16	-1
384	0	296.04982	14811529	8.1656E-04	18.65	-1
385	0	296.0543	15080063	7.9792E-04	7.43	-1
386	0	296.07247	8261354	8.578E-04	11.11	-1
387	0	296.07813	16727009	6.523E-04	8.27	-1
388	0	296.08623	34813356	8.381E-04	8.15	-1
389	0	296.10893	6119420	8.0917E-04	14.14	-1
390	0	296.12263	43661920	8.2288E-04	7.55	-1
391	0	297.02577	58313588	9.5591E-04	14.16	-1
392	0	297.04096	12989679	6.4616E-04	23.95	-1
393	0	297.05164	10263332	7.859E-04	27.08	-1
394	0	297.06214	220107424	6.6508E-04	31.17	-1
395	0	297.0985	421056288	6.7582E-04	22.81	-1
396	0	297.13495	184259616	7.3784E-04	16.76	-1
397	0	297.14727	8005397	0.0217	9.8	-1
398	0	297.14838	8868407	0.0127	10.86	-1
399	0	297.15348	276619744	6.1092E-04	21.91	-1
400	0	298.02898	6530685	7.3827E-04	10.72	-1
401	0	298.0336	8182271	8.5603E-04	7.83	-1
402	0	298.04124	13940626	8.3939E-04	9.68	-1
403	0	298.05178	7247389	5.9836E-04	8.24	-1
404	0	298.05729	10712946	7.7137E-04	7.48	-1
405	0	298.05943	8319858	6.8583E-04	7.27	-1
406	0	298.10178	57386428	7.5524E-04	11.41	-1
407	0	298.13815	33959236	7.09E-04	9.2	-1
408	0	298.158	7698275	0.0039	7.32	-1
409	0	299.03089	21382084	6.9649E-04	8.37	-1
410	0	299.04137	116879400	7.0887E-04	18.78	-1
411	0	299.05659	25329220	6.7363E-04	9.32	-1
412	0	299.07779	320676640	6.7693E-04	18.04	-1
413	0	299.11422	254008784	7.3491E-04	19.26	-1
414	0	299.15055	37836056	7.8906E-04	8.01	-1
415	0	300.02806	10002571	7.5942E-04	11.87	-1
416	0	300.04476	11559402	9.9282E-04	14.18	-1
417	0	300.0645	8028729	7.7211E-04	10.4	-1
418	0	300.07299	7004541	9.0549E-04	15.22	-1
419	0	300.08112	39261804	8.3379E-04	8.02	-1
420	0	300.11757	36196544	8.1713E-04	7.47	-1
421	0	300.52224	5877679	6.8864E-04	18.14	-1
422	0	300.54025	9001042	4.1045E-04	15.76	-1
423	0	300.99961	15425146	8.6413E-04	13.44	-1
424	0	301.02073	20764878	7.9853E-04	13.74	-1
425	0	301.0359	36242676	7.7369E-04	133.63	-1
426	0	301.05709	115131752	7.4215E-04	12.44	-1
427	0	301.07228	38984060	7.7649E-04	8.51	-1
428	0	301.09343	173295952	6.9755E-04	15.13	-1
429	0	301.10866	24432770	7.841E-04	31.87	-1
430	0	301.1298	47505132	7.5806E-04	11.09	-1
431	0	301.14489	14602048	7.3161E-04	18.38	-1
432	0	301.16617	7705579	8.7351E-04	9.81	-1
433	0	301.53005	5897996	6.0421E-04	7.89	-1
434	0	302.01788	8762287	9.4683E-04	37.53	-1
435	0	302.02565	8973485	6.2127E-04	11.15	-1
436	0	302.04373	14206262	7.3177E-04	13.6	-1
437	0	302.05433	13188483	8.8683E-04	10.55	-1
438	0	302.06032	16730066	6.8325E-04	8.25	-1
439	0	302.07246	8146530	8.0199E-04	19.62	-1
440	0	302.09673	24065142	7.0821E-04	7.31	-1
441	0	303.01512	26930788	7.993E-04	10.12	-1
442	0	303.03632	24605460	8.5484E-04	11.33	-1
443	0	303.05147	65751136	7.1417E-04	15.43	-1
444	0	303.0727	34875000	8.113E-04	9.2	-1
445	0	303.0879	55641656	7.1444E-04	8.48	-1
446	0	303.12432	39368860	7.4461E-04	14.27	-1
447	0	303.16073	9769971	0.0011	15.25	-1
448	0	304.02302	13938431	9.6973E-04	27.9	-1
449	0	304.04117	11188666	7.5989E-04	16.62	-1
450	0	304.08804	6421704	8.0959E-04	22.59	-1
451	0	305.01266	7116632	7.4323E-04	7.26	-1
452	0	305.03081	61843988	8.1095E-04	8.28	-1
453	0	305.04114	7771141	7.2929E-04	15.5	-1
454	0	305.04911	12110111	0.0012	11.23	-1
455	0	305.05203	9812876	9.2421E-04	19.6	-1
456	0	305.06722	92254928	7.2282E-04	8.84	-1
457	0	305.10356	89599904	7.163E-04	12.65	-1
458	0	305.13998	46358280	8.1311E-04	9.83	-1
459	0	305.17629	7784871	7.9455E-04	17.24	-1
460	0	306.03866	20266418	8.3846E-04	9.69	-1
461	0	306.05696	9507150	6.4194E-04	21.77	-1
462	0	306.07517	8544916	9.9575E-04	11.14	-1
463	0	306.1433	8994612	7.1168E-04	10.35	-1
464	0	307.01011	33714032	7.6576E-04	7.57	-1
465	0	307.02827	15636757	0.001	8.09	-1
466	0	307.04648	107594560	7.5612E-04	10.45	-1
467	0	307.08281	149405200	7.6512E-04	15.82	-1
468	0	307.11922	147402656	8.0E-04	15.03	-1
469	0	307.1556	36229728	7.4995E-04	8.13	-1
470	0	307.19525	6876641	6.503E-04	9.77	-1
471	0	308.01794	11286368	8.1332E-04	10.29	-1
472	0	308.05425	16782692	7.4852E-04	14.45	-1
473	0	308.09062	7337493	9.6774E-04	7.31	-1
474	0	308.12252	26338730	8.6616E-04	7.24	-1
475	0	309.02572	73459544	7.3233E-04	8.9	-1
476	0	309.04096	7794902	9.2999E-04	7.92	-1
477	0	309.04392	19607798	7.8857E-04	8.35	-1
478	0	309.0519	6753218	0.0012	11.6	-1
479	0	309.06213	174624432	7.1236E-04	17.22	-1
480	0	309.09847	383167968	6.0775E-04	30.81	-1
481	0	309.13491	169135712	7.5111E-04	14.16	-1
482	0	309.17132	78018112	9.0501E-04	7.95	-1
483	0	309.17275	10841096	0.0054	30.91	-1
484	0	309.1749	10339051	0.0013	29.48	-1
485	0	309.56395	6088583	3.7782E-04	7.53	-1
486	0	310.02295	9675084	8.6357E-04	55.85	-1
487	0	310.05166	12884857	8.4622E-04	9.61	-1
488	0	310.05739	13227489	8.6136E-04	16.39	-1
489	0	310.09372	16935238	7.2889E-04	8.63	-1
490	0	310.10193	51124732	9.0604E-04	8.93	-1
491	0	310.17457	14124181	9.6381E-04	9.18	-1
492	0	311.00506	19637046	8.3667E-04	8.93	-1
493	0	311.02036	8981442	8.8466E-04	37.79	-1
494	0	311.02364	7276899	0.0018	7.05	-1
495	0	311.03091	15935072	8.5578E-04	7.65	-1
496	0	311.04138	129354184	8.4458E-04	18.14	-1
497	0	311.07777	389466048	6.0888E-04	29.02	-1
498	0	311.11412	511947488	6.0457E-04	37.12	-1
499	0	311.1506	81396536	7.7352E-04	36.76	-1
500	0	311.16919	1016987520	5.9979E-04	44.53	-1
501	0	311.29601	9484760	7.5318E-04	10.82	-1
