ind,mz,intensity,sn,rel_int,mf_ind,mf,m0,search_m,p,major_ind,minor_ind,err_ppm
433,252.090336998932,4194137.5,27.17,0.000630457056772903,791,C11H19O4Cl,253.0975915,252.09031503312,0.03806634,3,-1,0.0871346926635992
444,254.06146206543,2547416.8,15.42,0.000382924236056125,810,C11H18O2Cl2,255.0687899,254.06151343312,0.07613268,3,-1,-0.202186035339811
426,251.069239966083,1779597.9,10.08,0.000267506741081626,811,C10H17O5Cl,252.0764513,251.06917483312,1,0,-1,0.25942237986274
506,266.079552558825,2215722.8,12.91,0.000333064444146768,932,C13H20OCl2,267.0865753,266.07929883312,0.0143941,5,-1,0.953571757078613
485,261.089961335634,2634198.8,15.92,0.00039596918851676,933,C12H19O4Cl,262.0971868,261.08991033312,1,0,-1,0.195344637485417
504,266.061348557963,1992999.6,11.36,0.000299584994999704,960,C12H18O2Cl2,267.0687899,266.06151343312,0.08305383,3,-1,-0.619688112660834
493,263.105573422659,10629427,71.86,0.00159780104052441,964,C12H21O4Cl,264.1128368,263.10556033312,1,0,-1,0.0497501411131593
495,264.108886467562,1387997.8,7.15,0.000208641945524024,964,C12H21O4Cl,265.1161917,264.10891523312,0.1297887,1,-1,-0.10891551389532
500,265.102626513075,3367558,20.92,0.000506206748155501,964,C12H21O4Cl,266.1098867,265.10261023312,0.3199578,2,-1,0.0614100124438055
519,268.077024655475,3095673.3,19.02,0.000465337409049765,990,C12H20O2Cl2,269.08444,268.07716353312,0.08305383,3,-1,-0.518051007881681
516,267.154612610324,1606111,8.67,0.000241428425727717,996,C13H27O3Cl,268.1619223,267.15464583312,0.3199578,2,-1,-0.124357919265501
529,270.056298755363,1938371.4,10.9,0.000291373358116364,1015,C11H18O3Cl2,271.0637045,270.05642803312,0.07613268,3,-1,-0.478706460918257
515,267.152147610205,2309086.5,13.55,0.000347098748818808,1022,C16H25OCl,268.1593931,267.15211663312,1,0,-1,0.11595298244884
564,275.105599028752,2842386.3,17.14,0.000427263650967481,1131,C13H21O4Cl,276.1128368,275.10556033312,1,0,-1,0.140657395854528
575,277.121222145335,1727850.5,9.37,0.000259728142144503,1160,C13H23O4Cl,278.1284869,277.12121043312,1,0,-1,0.0422638710328551
582,279.11833626504,1442885.4,7.42,0.00021689257506331,1160,C13H23O4Cl,280.1255368,279.11826033312,0.3199578,2,-1,0.272042109225371
598,282.056420448732,2637265.5,15.61,0.000396430170698676,1185,C12H18O3Cl2,283.0637045,282.05642803312,0.08305383,3,-1,-0.0268896121653661
612,284.053673578759,1760065.5,9.52,0.000264570657222737,1185,C12H18O3Cl2,285.0607545,284.05347803312,0.01328686,5,-1,0.688411352024493
601,282.092702451057,1954520.1,10.92,0.000293800808783565,1189,C13H22O2Cl2,283.1000901,282.09281363312,0.08997498,3,-1,-0.394132915603858
614,284.072086579977,2292037,13.14,0.000344535891118161,1217,C12H20O3Cl2,285.0793546,284.07207813312,0.08305383,3,-1,0.0297349076506029
634,287.069134782982,1461890.9,7.48,0.0002197494560293,1304,C13H17O5Cl,288.0764513,287.06917483312,1,0,-1,-0.139513894131502
638,287.105444785499,1915274,10.57,0.000287901388295845,1308,C14H21O4Cl,288.1128368,287.10556033312,1,0,-1,-0.402456926790921
641,287.142006788035,1451153.3,7.41,0.000218135394570227,1310,C15H25O3Cl,288.1492223,287.14194583312,1,0,-1,0.212281470446487
653,289.084839924801,1521173.9,7.75,0.000228660796131209,1337,C13H19O5Cl,290.0921014,289.08482493312,1,0,-1,0.0518591072058061
658,289.121193927398,20814622,136.92,0.00312882572971452,1340,C14H23O4Cl,290.1284869,289.12121043312,1,0,-1,-0.0570892818513899
664,290.124528999612,2626539.8,15.15,0.000394817898031452,1340,C14H23O4Cl,291.1318417,290.12456523312,0.1514202,1,-1,-0.124889485265098
669,291.118257072174,6883516,43.65,0.00103472078290452,1340,C14H23O4Cl,292.1255368,291.11826033312,0.3199578,2,-1,-0.0112014484530259
668,291.100516070869,2003384.4,10.98,0.000301146024041593,1375,C13H21O5Cl,292.1077515,291.10047503312,1,0,-1,0.14097451858182
671,291.136876073543,7822528,49.94,0.00117587179233004,1378,C14H25O4Cl,292.144137,291.13686053312,1,0,-1,0.0533784118583862
679,293.13392222253,3097200,18.3,0.000465566900521749,1378,C14H25O4Cl,294.1411869,293.13391043312,0.3199578,2,-1,0.04021851244658
673,291.209625078897,10509520,67.93,0.00157977678302058,1381,C16H33O2Cl,292.216908,291.20963153312,1,0,-1,-0.0221634931406717
675,292.212955153304,2271654.5,12.77,0.000341472021381016,1381,C16H33O2Cl,293.2202628,292.21298633312,0.1730517,1,-1,-0.106702362341779
684,293.206666228036,3263104,19.41,0.000490505364639067,1381,C16H33O2Cl,294.2139579,293.20668143312,0.3199578,2,-1,-0.0518579058501214
702,296.071857449295,2532107.3,14.26,0.000380622932793973,1408,C13H20O3Cl2,297.0793546,296.07207813312,0.08997498,3,-1,-0.745371959318694
713,297.135182533594,10062342,63.81,0.00151255759296455,1413,C17H23O2Cl,298.1424172,297.13514073312,0.005090297,4,-1,0.140678324322717
681,293.152478223934,5068404,31.5,0.000761875610510149,1414,C14H27O4Cl,294.159787,293.15251053312,1,0,-1,-0.110212893017009
697,295.149382377121,1731893.6,9.15,0.000260335895449262,1414,C14H27O4Cl,296.1568369,295.14956043312,0.3199578,2,-1,-0.603273807390286
717,298.051230607165,1771490.8,9.25,0.000266288092812473,1434,C12H18O4Cl2,299.0586192,298.05134273312,0.08305383,3,-1,-0.376196778284306
731,299.159686697364,17959922,115.78,0.00269971110007502,1477,C17H27O2Cl,300.1670077,299.15973123312,0.3199578,2,-1,-0.148869489232583
743,301.121196860128,3126752.5,18.17,0.000470009192213492,1548,C15H23O4Cl,302.1284869,301.12121043312,1,0,-1,-0.0450748456708226
746,301.157590863186,2641898,14.98,0.000397126521811509,1550,C16H27O3Cl,302.1648724,301.15759593312,1,0,-1,-0.0168348204267863
796,308.05351546762,1512767.5,7.4,0.000227397157492262,1576,C14H18O3Cl2,309.0607545,308.05347803312,0.01550134,5,-1,0.121519484348032
759,303.06413302532,2171611.3,11.88,0.000326433663334304,1578,C13H17O6Cl,304.0713659,303.06408943312,1,0,-1,0.143838221522343
763,303.100501028449,2179301,11.93,0.000327589568601946,1582,C14H21O5Cl,304.1077515,303.10047503312,1,0,-1,0.0857647264827337
767,303.136900031583,5545966.5,34.08,0.000833662157368736,1585,C15H25O4Cl,304.144137,303.13686053312,1,0,-1,0.130299110009182
773,304.14033711852,1464059.4,7.09,0.000220075422006241,1585,C15H25O4Cl,305.1474918,304.14021533312,0.1622359,1,-1,0.400425178773569
779,305.133883205638,2077706,11.06,0.000312317946085316,1585,C15H25O4Cl,306.1411869,305.13391043312,0.3199578,2,-1,-0.0892312552167553
797,308.072056469312,2278212.8,12.35,0.000342457856136179,1617,C14H20O3Cl2,309.0793546,308.07207813312,0.09689613,3,-1,-0.0703205825875314
778,305.116048204065,2455557.3,13.5,0.000369116040686605,1622,C14H23O5Cl,306.1234015,305.11612503312,1,0,-1,-0.251802669780009
781,305.152532207283,4499983,26.72,0.000676431337243497,1624,C15H27O4Cl,306.159787,305.15251053312,1,0,-1,0.0710273139848016
792,307.149585385556,1953597,10.25,0.000293662049644384,1624,C15H27O4Cl,308.1568369,307.14956043312,0.3199578,2,-1,0.0812387164104449
786,307.038049375489,2544157.3,14.07,0.000382434272439875,1655,C15H13O5Cl,308.0451512,307.03787473312,1,0,-1,0.568797479824714
830,312.084997844029,1985006.1,10.25,0.000298383422928375,1662,C14H22O3Cl2,313.0920546,312.08477813312,0.01550134,5,-1,0.704010335060546
789,307.095347380659,2112045.5,11.28,0.000317479813120208,1664,C13H21O6Cl,308.1026661,307.09538963312,1,0,-1,-0.137587415084158
799,308.11409447315,1488208.9,7.24,0.000223705542070864,1665,C17H21O3Cl,309.121277,308.11400053312,0.1838674,1,-1,0.304887249222431
829,312.066896842301,2054376.6,10.7,0.000308811102339664,1697,C13H20O4Cl2,313.0742692,312.06699273312,0.08997498,3,-1,-0.30727638960163
805,309.111090564718,2168946.8,11.64,0.000326033139310527,1703,C13H23O6Cl,310.1183161,309.11103963312,1,0,-1,0.164767966977093
813,310.129384659315,1523103.4,7.46,0.000228950835952517,1704,C17H23O3Cl,311.1369271,310.12965063312,0.1838674,1,-1,-0.857621335644319
826,311.178068757869,18305242,113.83,0.00275161913381136,1741,C18H29O2Cl,312.1856078,311.17833133312,1,0,-1,-0.843809560456282
849,313.175291948749,57115456,360.13,0.00858551782959005,1741,C18H29O2Cl,314.1826578,313.17538133312,0.3199578,2,-1,-0.28541314777684
856,314.178750046227,2521722.5,13.66,0.000379061903752084,1741,C18H29O2Cl,315.1860126,314.17873613312,0.06229037,3,-1,0.0442840497585664
853,314.103431038874,1486690.6,7.09,0.000223477313275481,1774,C19H19O2Cl,315.1107124,314.10343593312,0.2054988,1,-1,-0.0155816393094362
842,313.121014943506,1584430.4,7.71,0.000238169427360337,1776,C16H23O4Cl,314.1284869,313.12121043312,1,0,-1,-0.624325684162881
844,313.157629947042,7127866,42.89,0.00107145114327598,1778,C17H27O3Cl,314.1648724,313.15759593312,1,0,-1,0.108615990118376
869,315.154499142024,2775473.5,15.27,0.000417205409684634,1778,C17H27O3Cl,316.1619223,315.15464583312,0.3199578,2,-1,-0.465457509015301
875,316.082819234089,1563101.4,7.57,0.000234963281027769,1809,C18H17O3Cl,317.0899769,316.08270043312,0.1946831,1,-1,0.375854067267423
863,315.100585136704,1501600.1,7.18,0.000225718489080507,1811,C15H21O5Cl,316.1077515,315.10047503312,1,0,-1,0.349423733651028
867,315.136949140292,3776427.8,21.62,0.000567667501578899,1815,C16H25O4Cl,316.144137,315.13686053312,1,0,-1,0.281170446516943
886,317.079776333965,1862180.1,9.47,0.000279920385306173,1848,C14H19O6Cl,318.087016,317.07973953312,1,0,-1,0.116061798144327
899,318.098192437064,2189174.5,11.54,0.000329073739721764,1849,C18H19O3Cl,319.105627,318.09835053312,0.1946831,1,-1,-0.497003695035942
891,317.116082337622,2055216,10.69,0.000308937279808442,1851,C15H23O5Cl,318.1234015,317.11612503312,1,0,-1,-0.134636794158687
902,318.134580440768,2176386.8,11.46,0.000327151510013059,1852,C19H23O2Cl,319.1420125,318.13473603312,0.2054988,1,-1,-0.489076904153046
894,317.152476341289,4960316,29.13,0.000745627969045731,1853,C16H27O4Cl,318.159787,317.15251053312,1,0,-1,-0.10780879958565
905,319.074523536922,1642687.8,8.07,0.000246926600662176,1886,C17H17O4Cl,320.0815367,319.07426023312,1,0,-1,0.825211667851758
950,324.085079065089,2131359.8,10.95,0.000320383112483099,1887,C15H22O3Cl2,325.0920546,324.08477813312,0.01660857,5,-1,0.928559407102575
941,323.088336957929,1682488.3,8.15,0.000252909357805471,1887,C15H22O3Cl2,324.0958962,323.08861973312,0.003945067,4,1,-0.875224857194941
908,319.095349539063,2571462.8,13.96,0.000386538798141217,1889,C14H21O6Cl,320.1026661,319.09538963312,1,0,-1,-0.12564912549797
916,320.113941644329,2820643,15.25,0.000423995227621195,1890,C18H21O3Cl,321.121277,320.11400053312,0.1946831,1,-1,-0.18396193509313
911,319.131757542807,5970643,35.53,0.000897498952483493,1891,C15H25O5Cl,320.1390516,319.13177513312,1,0,-1,-0.0551192772088123
924,321.128821750291,1831810.9,9.09,0.000275355328378844,1891,C15H25O5Cl,322.1361015,321.12882503312,0.3199578,2,-1,-0.0102227797654717
913,319.168155546551,2317535.5,12.35,0.000348368791031939,1893,C16H29O4Cl,320.1754371,319.16816063312,1,0,-1,-0.0159369549331466
915,319.240888554038,30853880,189.8,0.00463791336712836,1896,C18H37O2Cl,320.2482081,319.24093163312,1,0,-1,-0.134942227745486
919,320.244257657875,5528656,32.11,0.000831060066502314,1896,C18H37O2Cl,321.2515629,320.24428643312,0.1946831,1,-1,-0.0898540472822107
933,321.237879761741,9942441,59.59,0.00149453423737258,1896,C18H37O2Cl,322.245258,321.23798153312,0.3199578,2,-1,-0.316809917979355
939,322.241344867685,1890570.3,9.45,0.000284187961639375,1896,C18H37O2Cl,323.2486129,322.24133643312,0.06229037,3,-1,0.0261746842869822
934,322.09312485197,1672405.9,8.09,0.000251393785121169,1926,C17H19O4Cl,323.1005416,322.09326513312,0.1838674,1,-1,-0.435529596537944
951,324.103394067068,1904166.5,9.53,0.000286231723970795,1927,C15H24O3Cl2,325.1106547,324.10337823312,0.1038173,3,-1,0.0488546224199824
923,321.110979748419,2973052.8,16.19,0.000446905261908661,1929,C14H23O6Cl,322.1183161,321.11103963312,1,0,-1,-0.186492191334951
936,322.129706855847,1943010.8,9.78,0.000292070746427833,1930,C18H23O3Cl,323.1369271,322.12965063312,0.1946831,1,-1,0.174534466441542
952,324.108853067658,1615784.5,7.74,0.000242882533118973,1971,C17H21O4Cl,325.1161917,324.10891523312,0.1838674,1,-1,-0.191804233142147
944,323.12666196203,14569542,88.39,0.00219007377985323,1974,C14H25O6Cl,324.1339662,323.12668973312,1,0,-1,-0.0859448962759225
955,324.130139069958,1982384.3,10.02,0.000297989317510647,1974,C14H25O6Cl,325.137321,324.13004453312,0.1514202,1,-1,0.29166329991325
960,325.123737177862,5611291.5,32.61,0.000843481722710523,1974,C14H25O6Cl,326.1310161,325.12373963312,0.3199578,2,-1,-0.00755176414527254
970,326.124527287591,1514894.5,7.1,0.000227716885245526,2016,C17H23O4Cl,327.1318417,326.12456523312,0.1838674,1,-1,-0.116352868740426
986,327.190986405674,38983200,240.39,0.00585990171652442,2020,C19H31O2Cl,328.1983078,327.19103133312,0.3199578,2,-1,-0.137312584855693
992,328.194348517856,2264988.8,11.54,0.000340470042403614,2020,C19H31O2Cl,329.2016627,328.19438623312,0.06575095,3,-1,-0.114917455145077
1009,330.098202733616,2543230.5,13.23,0.000382294957121715,2094,C19H19O3Cl,331.105627,330.09835053312,0.2054988,1,-1,-0.447743844331505
1013,330.134636737781,2006668.9,9.96,0.000301639745623914,2097,C20H23O2Cl,331.1420125,330.13473603312,0.2163146,1,-1,-0.300772162713313
1002,329.152487625966,7269646,42.09,0.00109276332045406,2099,C17H27O4Cl,330.159787,329.15251053312,1,0,-1,-0.0695943472567004
1015,330.1557797402,2443413.3,12.62,0.000367290571088279,2099,C17H27O4Cl,331.1631419,330.15586543312,0.1838674,1,-1,-0.259552924394574
1029,331.149506854383,2963997.5,15.8,0.000445544081502393,2099,C17H27O4Cl,332.1568369,331.14956043312,0.3199578,2,-1,-0.16179619071811
1034,332.077558961952,2441616.3,12.61,0.000367020448487143,2137,C18H17O4Cl,333.0848915,332.07761503312,0.1946831,1,-1,-0.168849586002462
1059,334.087562198019,1948353.6,9.59,0.000292873868872656,2138,C16H22O3Cl2,335.0950047,334.08772823312,0.1107384,3,-1,-0.49698054360765
1081,336.08493343679,2784257.5,14.69,0.000418525808643107,2138,C16H22O3Cl2,337.0920546,336.08477813312,0.01771581,5,-1,0.462096709233631
1070,335.088421317143,3979872,21.99,0.000598248957611162,2138,C16H22O3Cl2,336.0958962,335.08861973312,0.003945067,4,1,-0.592129859628215
1022,331.095355848134,1867016,9.1,0.000280647311230955,2140,C15H21O6Cl,332.1026661,331.09538963312,1,0,-1,-0.102040038226763
1039,332.113841966176,3440543,18.71,0.000517177754301239,2141,C19H21O3Cl,333.121277,332.11400053312,0.2054988,1,-1,-0.477447333524015
1027,331.131794852338,2671126.5,14.01,0.000401520110262982,2143,C16H25O5Cl,332.1390516,331.13177513312,1,0,-1,0.0595509698512699
1041,332.135128968655,1685159.5,7.99,0.000253310888964155,2143,C16H25O5Cl,333.1424064,332.13512993312,0.1730517,1,-1,-0.00290383388190017
1043,332.150349970427,1845677.6,8.97,0.000277439751903145,2144,C20H25O2Cl,333.1576626,332.15038613312,0.2163146,1,-1,-0.108874455812801
1031,331.168149856535,3699749,20.29,0.000556141248430337,2145,C17H29O4Cl,332.1754371,331.16816063312,1,0,-1,-0.0325411278074126
1079,336.0667684346,1684217.8,7.97,0.000253169333898217,2179,C15H20O4Cl2,337.0742692,336.06699273312,0.1038173,3,-1,-0.667422047307648
1060,334.093161198683,5399748,30.66,0.000811682790894521,2183,C18H19O4Cl,335.1005416,334.09326513312,0.1946831,1,-1,-0.311094080976648
1082,336.103268439001,2193929.3,11.09,0.000329788474804614,2184,C16H24O3Cl2,337.1106547,336.10337823312,0.1107384,3,-1,-0.32666770386214
1107,338.100622681982,1665116.8,7.69,0.000250298097501838,2184,C16H24O3Cl2,339.1077046,338.10042813312,0.01771581,5,-1,0.575417379425978
1091,337.104142560237,3978161.5,21.53,0.00059799183757263,2184,C16H24O3Cl2,338.1115463,337.10426983312,0.003945067,4,1,-0.377547525065103
1050,333.110969082794,4929330,27.79,0.000740970195579514,2186,C15H23O6Cl,334.1183161,333.11103963312,1,0,-1,-0.211792217632699
1064,334.129589203,5501139,31.28,0.000826923748408017,2187,C19H23O3Cl,335.1369271,334.12965063312,0.2054988,1,-1,-0.183851147638085
1054,333.14735708707,3639104.8,19.92,0.000547025294591831,2189,C16H27O5Cl,334.1547016,333.14742513312,1,0,-1,-0.204252067564527
1056,333.183708091342,2672975.8,14.02,0.000401798094529136,2191,C17H31O4Cl,334.1910872,333.18381073312,1,0,-1,-0.308063521460581
1058,333.220066095617,1732062.5,8.27,0.000260361284268033,2193,C18H35O3Cl,334.2274727,333.22019623312,1,0,-1,-0.390545065409324
1067,335.017296308643,2131010.5,10.7,0.000320330606181164,2219,C12H13O9Cl,336.0248097,335.01753323312,1,0,-1,-0.707200232365625
1104,338.082329679738,1903444.9,9.12,0.000286123254038141,2229,C15H22O4Cl2,339.0899193,338.08264283312,0.1038173,3,-1,-0.926262819645347
1083,336.108826439671,6544395.5,37.64,0.000983744649594304,2233,C18H21O4Cl,337.1161917,336.10891523312,0.1946831,1,-1,-0.264180581230821
1074,335.126578321705,6033008,34.52,0.000906873574642552,2236,C15H25O6Cl,336.1339662,335.12668973312,1,0,-1,-0.332445664634441
1095,337.123626562608,2195641.8,10.87,0.000330045895480432,2236,C15H25O6Cl,338.1310161,337.12373963312,0.3199578,2,-1,-0.33539765663951
1086,336.145233444063,4046874.8,22.4,0.000608320727571862,2237,C19H25O3Cl,337.1525772,336.14530073312,0.2054988,1,-1,-0.200178483949527
1105,338.088140680451,2527575.3,12.85,0.000379941688704743,2274,C17H19O5Cl,339.0954562,338.08817973312,0.1838674,1,-1,-0.115510305955097
1092,337.105866560447,1714610.1,7.99,0.000257737863186196,2277,C14H23O7Cl,338.1132308,337.10595433312,1,0,-1,-0.260371173890056
1094,337.121085562299,4111800.8,22.33,0.000618080315775167,2279,C18H23O4Cl,338.1284869,337.12121043312,1,0,-1,-0.370403337313008
1108,338.124505684913,5690215,31.77,0.000855345396116609,2279,C18H23O4Cl,339.1318417,338.12456523312,0.1946831,1,-1,-0.176113223264198
1098,337.142258564875,3519937.8,18.79,0.000529112272883683,2282,C15H27O6Cl,338.1496163,337.14233983312,1,0,-1,-0.241050249348798
1111,338.160837689372,2573174.8,13.12,0.000386796143657713,2283,C19H27O3Cl,339.1682272,338.16095073312,0.2054988,1,-1,-0.334289773430359
1127,340.103826929868,3390150.5,18.01,0.000509602822093264,2318,C17H21O5Cl,341.1111063,340.10382983312,0.1838674,1,-1,-0.00853637090210294
1129,340.140228934411,2081494.6,10.18,0.000312887443295479,2321,C18H25O4Cl,341.1474918,340.14021533312,0.1946831,1,-1,0.0399873062524108
1146,341.20659006812,15484080,90.33,0.00232754589081454,2324,C20H33O2Cl,342.2139579,341.20668143312,0.3199578,2,-1,-0.267770254230295
1154,342.210050195029,1638002.8,7.52,0.000246222357820595,2324,C20H33O2Cl,343.2173127,342.21003623312,0.06921153,3,-1,0.0407992385587036
1181,344.971556549719,5122917,28.36,0.000770069930685837,2338,C13H7O9Cl,345.9791558,344.97187933312,0.0059176,4,-1,-0.935680327991584
1156,342.974532292421,13418445,77.97,0.00201704244106663,2338,C13H7O9Cl,343.9821059,342.97482943312,0.01849494,2,1,-0.866362991277407
1156,342.974532292421,13418445,77.97,0.00201704244106663,2340,C18H8O3Cl2,343.9820994,342.97482293312,0.6399155,2,-1,-0.847411179148793
1181,344.971556549719,5122917,28.36,0.000770069930685837,2340,C18H8O3Cl2,345.9791493,344.97187283312,0.102373,4,-1,-0.916838229798809
1182,344.97903355069,3338600.5,17.68,0.000501853896056231,2340,C18H8O3Cl2,345.9863458,344.97906933312,0.003945067,4,1,-0.103723481051891
1149,342.098312180845,2344000.3,11.74,0.000352346943850268,2363,C20H19O3Cl,343.105627,342.09835053312,0.2163146,1,-1,-0.112108914951017
1137,341.116003056715,2158215.8,10.63,0.000324420069954496,2365,C17H23O5Cl,342.1234015,341.11612503312,1,0,-1,-0.357580294986773
1141,341.152649061328,2007448,9.73,0.00030175685887853,2368,C18H27O4Cl,342.159787,341.15251053312,1,0,-1,0.406059471202255
1173,344.077600434025,1848262.9,8.77,0.00027782837069041,2402,C19H17O4Cl,345.0848915,344.07761503312,0.2054988,1,-1,-0.0424296565681623
1161,343.095402307875,2257412.5,11.22,0.000339331183270067,2406,C16H21O6Cl,344.1026661,343.09538963312,1,0,-1,0.036942365161265
1176,344.113863438702,3449303.5,18.35,0.000518494620771606,2408,C20H21O3Cl,345.121277,344.11400053312,0.2163146,1,-1,-0.398398257414862
1164,343.131711312521,1796117.1,8.46,0.00026998988480599,2410,C17H25O5Cl,344.1390516,343.13177513312,1,0,-1,-0.185994431349105
1168,343.168150317184,3821093.8,20.57,0.000574381634078803,2414,C18H29O4Cl,344.1754371,343.16816063312,1,0,-1,-0.0300608773318764
1201,346.093162696057,4529522,24.8,0.000680871599633563,2450,C19H19O4Cl,347.1005416,346.09326513312,0.2054988,1,-1,-0.295981092626267
1246,350.100702229683,2583802.3,12.88,0.000388393655034213,2451,C17H24O3Cl2,351.1077046,350.10042813312,0.01882305,5,-1,0.782908391440537
1233,349.104115095412,8493843,47.48,0.00127678295203033,2451,C17H24O3Cl2,350.1115463,349.10426983312,0.003945067,4,1,-0.443242094663549
1191,345.111037567846,2911142,15.13,0.000437598914477168,2453,C16H23O6Cl,346.1183161,345.11103963312,1,0,-1,-0.00598437659917306
1235,349.112325096514,1615895.3,7.21,0.000242899188424597,2453,C16H23O6Cl,350.1196124,349.11233593312,0.003945067,4,2,-0.0310404555690403
1205,346.129654700841,5123459.5,28.36,0.000770151478549563,2454,C20H23O3Cl,347.1369271,346.12965063312,0.2163146,1,-1,0.0117520141948273
1195,345.147471572584,3299255,17.45,0.000495939533895416,2456,C17H27O5Cl,346.1547016,345.14742513312,1,0,-1,0.134549645803241
1216,347.144602834436,1850212.1,8.59,0.000278121371788982,2456,C17H27O5Cl,348.1517516,347.14447513312,0.3199578,2,-1,0.367862159150973
1198,345.183739577302,3719111.8,19.96,0.000559051838247405,2458,C18H31O4Cl,346.1910872,345.18381073312,1,0,-1,-0.206138920584797
1222,348.072400957503,2619168.3,13.09,0.000393709824155953,2492,C18H17O5Cl,349.0798062,348.07252973312,0.1946831,1,-1,-0.369967767024619
1270,352.079990499435,1756624.6,8.03,0.00026405342580468,2493,C16H22O4Cl2,353.0869692,352.07969273312,0.01771581,5,-1,0.845735557164736
1253,351.083274363083,2774751.5,13.99,0.000417096879624523,2493,C16H22O4Cl2,352.0908108,351.08353433312,0.005260089,4,1,-0.740479150272007
1225,348.108793962349,9519410,53.49,0.00143094479158457,2497,C19H21O4Cl,349.1161917,348.10891523312,0.2054988,1,-1,-0.348370195560113
1235,349.112325096514,1615895.3,7.21,0.000242899188424597,2497,C19H21O4Cl,350.1195465,349.11227003312,0.02000358,2,2,0.157724029648261
1214,347.126586832055,4497243.5,24.09,0.00067601953932151,2499,C16H25O6Cl,348.1339662,347.12668973312,1,0,-1,-0.296436625778292
1228,348.145252967205,5985603.5,32.8,0.000899747794539303,2500,C20H25O3Cl,349.1525772,348.14530073312,0.2163146,1,-1,-0.137201090870333
1218,347.163070836877,1747053,7.99,0.000262614635883127,2501,C17H29O5Cl,348.1703517,347.16307523312,1,0,-1,-0.0126633368317625
1244,350.088178227989,5086452,27.53,0.000764588561375645,2537,C18H19O5Cl,351.0954562,350.08817973312,0.1946831,1,-1,-0.00429929069549532
1271,352.098120501925,1873113.6,8.71,0.000281563894187374,2539,C16H24O4Cl2,353.1055694,352.09829293312,0.1107384,3,-1,-0.489724598217486
1303,354.095689778362,2711245.5,13.61,0.000407550743894013,2539,C16H24O4Cl2,355.1026193,354.09534283312,0.01771581,5,-1,0.979807414241917
1284,353.098942639904,3396306,17.63,0.000510528108499102,2539,C16H24O4Cl2,354.1064609,353.09918443312,0.005260089,4,1,-0.684774213570439
1234,349.105906095653,2195732,10.61,0.000330059454222013,2541,C15H23O7Cl,350.1132308,349.10595433312,1,0,-1,-0.13817429026572
1247,350.124469232898,11939078,67.65,0.00179466600140365,2542,C19H23O4Cl,351.1318417,350.12456523312,0.2054988,1,-1,-0.274188765300846
