mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
4581,C20H27O8Cl,HCOCl,20,27,8,0,1,430.1394455,429.13216903312,4,6.7,0.597014925373134,4,0,0,0,0.0927755674347281,0.0557926902811161,0.049457311630249,1.6054839193821,1.66355066525284,0.965094693486885,0.200761670271052
4586,C21H31O7Cl,HCOCl,21,31,7,0,1,430.175831,429.16855453312,3,6.8,0.441176470588235,3,0,0,0,0.137848219485022,0.084061697840296,0.0726720988750458,1.54708808660507,1.6738482353976,0.924270225871214,0.337073238179177
4626,C18H21O10Cl,HCOCl,18,21,10,0,1,432.0823245,431.07504803312,2,6.8,0.294117647058824,2,0,0,0,0.434567896765657,0.329051739111303,0.319957792758942,1.19468310475349,1.59101097716484,0.750895576397846,0.254198673933969
4632,C19H25O9Cl,HCOCl,19,25,9,0,1,432.1187101,431.11143363312,3,6.8,0.441176470588235,3,0,0,0,0.0932264742441475,0.0677496411612381,0.0657509490847588,1.52545659244061,1.6436260829214,0.928104395696398,0.204092720687213
4637,C20H29O8Cl,HCOCl,20,29,8,0,1,432.1550956,431.14781913312,4,6.8,0.588235294117647,4,0,0,0,0.0335982469841838,0.0173218212030904,0.0129856020212173,1.6054839193821,1.66484787326772,0.964342715728672,0.133352651152057
4640,C21H33O7Cl,HCOCl,21,33,7,0,1,432.1914811,431.18420463312,3,6.8,0.441176470588235,3,0,0,0,0.139918288798071,0.0854018201038708,0.0726720988750458,1.54708808660507,1.67407826252747,0.924143226296556,0.398907787925191
4685,C18H23O10Cl,HCOCl,18,23,10,0,1,434.0979746,433.09069813312,2,6.8,0.294117647058824,2,0,0,0,0.410654245060869,0.326680715418331,0.319957792758942,1.19468310475349,1.59124100313056,0.750787028742415,0.207633687521638
4693,C19H27O9Cl,HCOCl,19,27,9,0,1,434.1343601,433.12708363312,3.1,6.8,0.455882352941177,3,1,0,0,0.124416854698211,0.0758513892256545,0.0657509490847588,1.52545659244061,1.64385610888712,0.927974525381865,0.162613464578036
4699,C20H31O8Cl,HCOCl,20,31,8,0,1,434.1707456,433.16346913312,2,6.8,0.294117647058824,2,0,0,0,0.409091542474926,0.327645158114943,0.319957792758942,1.21631459891796,1.62034601252526,0.750651150751667,0.332300401498554
4786,C20H19O9Cl,HCOCl,20,19,9,0,1,438.0717599,437.06448343312,2,6.8,0.294117647058824,2,0,0,0,0.760127239045687,0.48853847203455,0.362566411495209,1.21631459891796,1.61948900867719,0.751048381557991,0.568600372508766
4794,C21H23O8Cl,HCOCl,21,23,8,0,1,438.1081454,437.10086893312,2,6.7,0.298507462686567,2,0,0,0,1.50267796986736,0.90150436992799,0.77286970615387,1.22713029384613,1.63450763747096,0.750764490611279,0.764178942996591
4800,C22H27O7Cl,HCOCl,22,27,7,0,1,438.1445309,437.13725443312,2,6.7,0.298507462686567,2,0,0,0,1.53252323390916,0.906604634711414,0.762053966522217,1.23794600367546,1.64954949379899,0.750475210552437,0.80416737403991
4844,C20H21O9Cl,HCOCl,20,21,9,0,1,440.0874099,439.08013343312,3,6.8,0.441176470588235,3,0,0,0,0.424544088658877,0.332626203359058,0.324489891529083,1.5362723916769,1.6604401745135,0.9252199598983,0.530593748055464
4851,C21H25O8Cl,HCOCl,21,25,8,0,1,440.1237954,439.11651893312,3,6.7,0.447761194029851,3,0,0,0,0.575986527139321,0.469619190657366,0.462828040122986,1.54708808660507,1.67574341385625,0.923224924420191,0.584085265181741
4856,C22H29O7Cl,HCOCl,22,29,7,0,1,440.1601809,439.15290443312,2,6.8,0.294117647058824,2,0,0,0,0.929072697181255,0.618082774337036,0.52324104309082,1.23794600367546,1.64977951976471,0.750370573064223,0.799242854113202
4859,C23H33O6Cl,HCOCl,23,33,6,0,1,440.1965665,439.18929003312,2,5.8,0.344827586206897,2,0,0,0,0.90172656532377,0.592922430991787,0.492706060409546,1.24876169860363,1.66386319464073,0.750519455340962,0.884352488152141
4897,C20H23O9Cl,HCOCl,20,23,9,0,1,442.10306,441.09578353312,3,6.8,0.441176470588235,3,0,0,0,0.186761923250742,0.114910416727062,0.0892502218484879,1.5362723916769,1.66067020047922,0.92509180404007,0.372562069324776
4903,C21H27O8Cl,HCOCl,21,27,8,0,1,442.1394455,441.13216903312,3,6.7,0.447761194029851,3,0,0,0,0.232357107335702,0.153330884033091,0.133715391159058,1.54708808660507,1.67597343982197,0.9230982125644,0.57997122639944
4907,C22H31O7Cl,HCOCl,22,31,7,0,1,442.175831,441.16855453312,3,6.8,0.441176470588235,3,0,0,0,0.270244617480785,0.16241967696754,0.134088397026062,1.5579037964344,1.69141687569208,0.921064356648888,0.531208185940267
4910,C23H35O6Cl,HCOCl,23,35,6,0,1,442.2122165,441.20494003312,2,5.9,0.338983050847458,2,0,0,0,0.649465030990541,0.408180496017362,0.319957792758942,1.24876169860363,1.66409322060645,0.750415711776377,0.480186670613448
4946,C19H21O10Cl,HCOCl,19,21,10,0,1,444.0823245,443.07504803312,3,6.8,0.441176470588235,3,0,0,0,0.124410239397548,0.0752113833646301,0.0657509490847588,1.52545659244061,1.64591188530903,0.926815466888854,0.397886883526504
4952,C20H25O9Cl,HCOCl,20,25,9,0,1,444.1187101,443.11143363312,4,6.8,0.588235294117647,4,0,0,0,0.10393357288558,0.0604416094096633,0.0482195317745209,1.6054839193821,1.66744022979401,0.962843459510648,0.2814240167347
4957,C21H29O8Cl,HCOCl,21,29,8,0,1,444.1550956,443.14781913312,3,6.8,0.441176470588235,3,0,0,0,0.106033258372918,0.0751138831505118,0.0726720988750458,1.54708808660507,1.67620346578769,0.922971535486029,0.417943332729737
4962,C22H33O7Cl,HCOCl,22,33,7,0,1,444.1914811,443.18420463312,3,6.8,0.441176470588235,3,0,0,0,0.165281583089381,0.0999490487870595,0.0761326774954796,1.5579037964344,1.69164690282196,0.920939111959801,0.396492331058068
5010,C19H23O10Cl,HCOCl,19,23,10,0,1,446.0979746,445.09069813312,3,6.8,0.441176470588235,3,0,0,0,0.131667924462818,0.0785891889142148,0.0657509490847588,1.52545659244061,1.64614191127475,0.926685957020139,0.448593020287748
5017,C20H27O9Cl,HCOCl,20,27,9,0,1,446.1343601,445.12708363312,4,6.8,0.588235294117647,4,0,0,0,0.0307581053348258,0.0150881008703501,0.00982342660427094,1.6054839193821,1.66767025575973,0.962710652083133,0.216057611375253
5022,C21H31O8Cl,HCOCl,21,31,8,0,1,446.1707456,445.16346913312,3,6.8,0.441176470588235,3,0,0,0,0.1395052599255,0.0840108551588666,0.0726720988750458,1.54708808660507,1.67643349268474,0.922844892658089,0.289066041015028
5064,C19H25O10Cl,HCOCl,19,25,10,0,1,448.1136247,447.10634823312,3,6.8,0.441176470588235,3,0,0,0,0.10678645723965,0.0701168947390798,0.0657509490847588,1.52545659244061,1.64637193840463,0.926556482685685,0.257298150577715
5070,C20H29O9Cl,HCOCl,20,29,9,0,1,448.1500102,447.14273373312,3.1,6.8,0.455882352941177,3,1,0,0,0.108644284424372,0.0737985163117639,0.0692115277051926,1.5362723916769,1.66136027954053,0.924707548745403,0.303143148769052
5074,C21H33O8Cl,HCOCl,21,33,8,0,1,448.1863957,447.17911923312,2,6.8,0.294117647058824,2,0,0,0,0.411462523275986,0.328348956822135,0.319957792758942,1.22713029384613,1.63565777055919,0.750236581229706,0.324382039617952
5077,C22H37O7Cl,HCOCl,22,37,7,0,1,448.2227812,447.21550473312,3,6.9,0.434782608695652,3,0,0,0,0.136349726933986,0.0848643829101315,0.0761326774954796,1.5579037964344,1.69311953173019,0.920138104391477,0.229342411546678
5118,C19H27O10Cl,HCOCl,19,27,10,0,1,450.1292747,449.12199823312,2,6.8,0.294117647058824,2,0,0,0,0.399658155976795,0.326768285267572,0.319957792758942,1.20549879968166,1.60604844486807,0.750599275839835,0.139202601590111
5123,C20H31O9Cl,HCOCl,20,31,9,0,1,450.1656603,449.15838383312,2,6.8,0.294117647058824,2,0,0,0,0.398941390332766,0.327440592882031,0.319957792758942,1.21631459891796,1.62086916749831,0.750408869085498,0.142327617386174
5169,C22H25O8Cl,HCOCl,22,25,8,0,1,452.1237954,451.11651893312,2,6.7,0.298507462686567,2,0,0,0,1.5091520040296,0.897400538864904,0.762053966522217,1.23794600367546,1.64985684584826,0.750335404426546,0.938333016070305
5177,C24H33O6Cl,HCOCl,24,33,6,0,1,452.1965665,451.18929003312,2,6.8,0.294117647058824,2,0,0,0,1.12107304146048,0.78026505784333,0.706707060337067,1.25957751274109,1.68002448498737,0.749737592515241,0.893671601680324
5220,C21H23O9Cl,HCOCl,21,23,9,0,1,454.10306,453.09578353312,3,6.8,0.441176470588235,3,0,0,0,0.499333971063606,0.400901922191313,0.393447637557983,1.54708808660507,1.67809864215087,0.921929168968352,0.481523826971853
5226,C22H27O8Cl,HCOCl,22,27,8,0,1,454.1394455,453.13216903312,2,6.7,0.298507462686567,2,0,0,0,0.931409367825836,0.619929831718312,0.525421261787415,1.23794600367546,1.65008687181398,0.750230805917845,0.537779662131117
5228,C23H31O7Cl,HCOCl,23,31,7,0,1,454.175831,453.16855453312,3,6.8,0.441176470588235,3,0,0,0,0.527644446468912,0.41851486338965,0.409837663173676,1.56871949136257,1.7091399274068,0.917841462953079,0.794834799824339
5230,C24H35O6Cl,HCOCl,24,35,6,0,1,454.2122165,453.20494003312,3,6.9,0.434782608695652,3,0,0,0,0.339700822136365,0.216488567459687,0.192565411329269,1.57953530550003,1.72591585910413,0.915186738199344,0.590688531663171
5262,C20H21O10Cl,HCOCl,20,21,10,0,1,456.0823245,455.07504803312,2,6.8,0.294117647058824,2,0,0,0,0.496933629154228,0.342144014709376,0.319957792758942,1.21631459891796,1.62024218949955,0.750699251507362,0.213501985056062
5269,C21H25O9Cl,HCOCl,21,25,9,0,1,456.1187101,455.11143363312,3,6.8,0.441176470588235,3,0,0,0,0.244113706867211,0.163475707999734,0.145224064588547,1.54708808660507,1.67832866928075,0.921802811881944,0.392361850608518
5277,C22H29O8Cl,HCOCl,22,29,8,0,1,456.1550956,455.14781913312,3,6.8,0.441176470588235,3,0,0,0,0.244738081004471,0.137452131396188,0.0939570665359497,1.5579037964344,1.69377921707928,0.919779733229234,0.248440755134943
5280,C23H33O7Cl,HCOCl,23,33,7,0,1,456.1914811,455.18420463312,3,6.8,0.441176470588235,3,0,0,0,0.238975113607012,0.144293802270977,0.115180507302284,1.56871949136257,1.70936995453667,0.917717950522758,0.401125970840101
5317,C20H23O10Cl,HCOCl,20,23,10,0,1,458.0979746,457.09069813312,3,6.8,0.441176470588235,3,0,0,0,0.111438741325401,0.0748346530813794,0.0692115277051926,1.5362723916769,1.66324835491832,0.923657845284533,0.276871890358333
5324,C21H27O9Cl,HCOCl,21,27,9,0,1,458.1343601,457.12708363312,3,6.8,0.441176470588235,3,0,0,0,0.12150355509948,0.0790957878508056,0.0726720988750458,1.54708808660507,1.67855869524647,0.921676490066325,0.186085124731566
5330,C22H31O8Cl,HCOCl,22,31,8,0,1,458.1707456,457.16346913312,3,6.8,0.441176470588235,3,0,0,0,0.113625028636307,0.0798407557883848,0.0761326774954796,1.5579037964344,1.69400924397632,0.919654837760835,0.152185263320105
5335,C23H35O7Cl,HCOCl,23,35,7,0,1,458.2071311,457.19985463312,2,6.9,0.289855072463768,2,0,0,0,0.521797096705996,0.348225046004306,0.319957792758942,1.24876169860363,1.66561909054872,0.749728257612755,0.242962787039797
5368,C19H21O11Cl,HCOCl,19,21,11,0,1,460.0772392,459.06996273312,2,6.8,0.294117647058824,2,0,0,0,0.395249012974091,0.326728283112249,0.319957792758942,1.20549879968166,1.60653192049358,0.750373387732809,0.258014869472191
5373,C20H25O10Cl,HCOCl,20,25,10,0,1,460.1136247,459.10634823312,3,6.8,0.441176470588235,3,0,0,0,0.151743178605102,0.0870890117532131,0.0692115277051926,1.5362723916769,1.6634783820482,0.923530121134085,0.357119780298157
5383,C21H29O9Cl,HCOCl,21,29,9,0,1,460.1500102,459.14273373312,3,6.8,0.441176470588235,3,0,0,0,0.115299620549195,0.0794426635172953,0.0726720988750458,1.54708808660507,1.67878872121219,0.921550202867685,0.201386203760128
5387,C22H33O8Cl,HCOCl,22,33,8,0,1,460.1863957,459.17911923312,3,6.8,0.441176470588235,3,0,0,0,0.177689918782562,0.103365050788582,0.0761326774954796,1.5579037964344,1.6942392711062,0.919529976080191,0.0892333092824834
5427,C19H23O11Cl,HCOCl,19,23,11,0,1,462.0928892,461.08561273312,2,6.8,0.294117647058824,2,0,0,0,0.404459718731232,0.326881230035168,0.319957792758942,1.20549879968166,1.6067619464593,0.75026596337941,0.383771351088129
5433,C20H27O10Cl,HCOCl,20,27,10,0,1,462.1292747,461.12199823312,3,6.8,0.441176470588235,3,0,0,0,0.122616087435745,0.0765094307543705,0.0692115277051926,1.5362723916769,1.66370840801392,0.923402432948485,0.434723570585771
5440,C21H31O9Cl,HCOCl,21,31,9,0,1,462.1656603,461.15838383312,2,6.8,0.294117647058824,2,0,0,0,0.406301998416893,0.328234325930938,0.319957792758942,1.22713029384613,1.63595800951589,0.750098894169821,0.398712790131572
5483,C19H25O11Cl,HCOCl,19,25,11,0,1,464.1085393,463.10126283312,2,6.8,0.294117647058824,2,0,0,0,0.405778888729401,0.326924374646535,0.319957792758942,1.20549879968166,1.60699197358917,0.75015856923617,0.132498510801705
5488,C20H29O10Cl,HCOCl,20,29,10,0,1,464.1449248,463.13764833312,2,6.8,0.294117647058824,2,0,0,0,0.441214372753166,0.330316597981958,0.319957792758942,1.21631459891796,1.62116229452658,0.750273185494455,0.18324888455592
5542,C24H31O7Cl,HCOCl,24,31,7,0,1,466.175831,465.16855453312,2,6.8,0.294117647058824,2,0,0,0,1.38224709150381,0.842178330910538,0.740422487258911,1.25957751274109,1.68034605775028,0.749594113028992,0.699072522588616
5545,C25H35O6Cl,HCOCl,25,35,6,0,1,466.2122165,465.20494003312,2,6.9,0.289855072463768,2,0,0,0,1.12586994259618,0.781011383827724,0.707102417945862,1.2703931927681,1.69547173450701,0.7492859756447,0.697963046673603
5575,C21H21O10Cl,HCOCl,21,21,10,0,1,468.0823245,467.07504803312,2,6.8,0.294117647058824,2,0,0,0,0.768173987511545,0.491745708100805,0.366190671920776,1.22713029384613,1.63533814344555,0.750383215094981,0.150245189526497
5581,C22H25O9Cl,HCOCl,22,25,9,0,1,468.1187101,467.11143363312,3,6.8,0.441176470588235,3,0,0,0,0.656364500173368,0.567005465106106,0.561739325523376,1.5579037964344,1.6959115335485,0.91862326873541,0.709863209897801
5589,C23H29O8Cl,HCOCl,23,29,8,0,1,468.1550956,467.14781913312,2,6.8,0.294117647058824,2,0,0,0,0.852337986114435,0.551517353200955,0.442008972167969,1.24876169860363,1.66547350061592,0.749793796263837,0.616709690486924
5591,C24H33O7Cl,HCOCl,24,33,7,0,1,468.1914811,467.18420463312,3,6.8,0.441176470588235,3,0,0,0,0.477328420849517,0.307130760365335,0.275263428688049,1.57953530550003,1.72724751359783,0.914481157486157,0.4229679418559
5594,C25H37O6Cl,HCOCl,25,37,6,0,1,468.2278666,467.22059013312,2,6.9,0.289855072463768,2,0,0,0,0.638558549573645,0.397860587191615,0.319957792758942,1.2703931927681,1.69570176047273,0.749184333224927,0.42616555276974
5620,C21H23O10Cl,HCOCl,21,23,10,0,1,470.0979746,469.09069813312,3,6.8,0.441176470588235,3,0,0,0,0.260200823191553,0.17887007394861,0.162490785121918,1.54708808660507,1.6806839085184,0.920511036467826,0.540614570857682
5626,C22H27O9Cl,HCOCl,22,27,9,0,1,470.1343601,469.12708363312,3,6.8,0.441176470588235,3,0,0,0,0.279251873143949,0.181260154394825,0.161128431558609,1.5579037964344,1.69614155951422,0.918498687621683,0.635449839227561
5631,C23H31O8Cl,HCOCl,23,31,8,0,1,470.1707456,469.16346913312,3,6.8,0.441176470588235,3,0,0,0,0.21702198672574,0.1384767607753,0.11195220053196,1.56871949136257,1.71173940773588,0.916447611285366,0.589594449970581
5634,C24H35O7Cl,HCOCl,24,35,7,0,1,470.2071311,469.19985463312,3,6.9,0.434782608695652,3,0,0,0,0.227210463257506,0.128391543362446,0.0847919583320618,1.57953530550003,1.72852245857939,0.913806643159379,0.479807520071889
5656,C20H21O11Cl,HCOCl,20,21,11,0,1,472.0772392,471.06996273312,2,6.8,0.294117647058824,2,0,0,0,0.402564099757001,0.327473848605919,0.319957792758942,1.21631459891796,1.62088652444072,0.750400833480706,0.209126875857164
5662,C21H25O10Cl,HCOCl,21,25,10,0,1,472.1136247,471.10634823312,3,6.8,0.441176470588235,3,0,0,0,0.134981507901102,0.0849440217485106,0.0726720988750458,1.54708808660507,1.68091393564828,0.920385067786595,0.140144382452871
5668,C22H29O9Cl,HCOCl,22,29,9,0,1,472.1500102,471.14273373312,3,6.8,0.441176470588235,3,0,0,0,0.135203748592176,0.0849690387120778,0.0761326774954796,1.5579037964344,1.69637158547994,0.918374140294056,0.23460501582322
5672,C23H33O8Cl,HCOCl,23,33,8,0,1,472.1863957,471.17911923312,3,6.8,0.441176470588235,3,0,0,0,0.193335637333803,0.108442017247891,0.079593263566494,1.56871949136257,1.71196943486575,0.916324473681733,0.426678504864801
5714,C20H23O11Cl,HCOCl,20,23,11,0,1,474.0928892,473.08561273312,3,6.8,0.441176470588235,3,0,0,0,0.0906180206220597,0.070568592425415,0.0692115277051926,1.5362723916769,1.66594767919742,0.922161248435494,0.467237389553356
5719,C21H27O10Cl,HCOCl,21,27,10,0,1,474.1292747,473.12199823312,3,6.8,0.441176470588235,3,0,0,0,0.103887821082026,0.0762420806606312,0.0726720988750458,1.54708808660507,1.681143961614,0.920259134214643,0.282279978543988
5723,C22H31O9Cl,HCOCl,22,31,9,0,1,474.1656603,473.15838383312,3,6.8,0.441176470588235,3,0,0,0,0.118438884266652,0.081057446837683,0.0761326774954796,1.5579037964344,1.69660161237698,0.91824962623473,0.0548705155418104
5727,C23H35O8Cl,HCOCl,23,35,8,0,1,474.2020458,473.19476933312,2,6.9,0.289855072463768,2,0,0,0,0.413399338605814,0.329861920048853,0.319957792758942,1.24876169860363,1.66616358060855,0.749483251907072,0.191194142636833
5766,C20H25O11Cl,HCOCl,20,25,11,0,1,476.1085393,475.10126283312,3,6.8,0.441176470588235,3,0,0,0,0.0997881058137864,0.0712903449654841,0.0692115277051926,1.5362723916769,1.66617770632729,0.922033937822435,0.266211410974736
5772,C21H29O10Cl,HCOCl,21,29,10,0,1,476.1449248,475.13764833312,3,6.8,0.441176470588235,3,0,0,0,0.0968145527876914,0.0741005265665205,0.0726720988750458,1.54708808660507,1.68137398757972,0.920133235100213,0.254635803238691
5777,C22H33O9Cl,HCOCl,22,33,9,0,1,476.1813103,475.17403383312,2,6.8,0.294117647058824,2,0,0,0,0.408273085602559,0.329014347190757,0.319957792758942,1.23794600367546,1.65131433086935,0.749673142498394,0.495601090239719
5822,C20H27O11Cl,HCOCl,20,27,11,0,1,478.1241894,477.11691293312,2,6.8,0.294117647058824,2,0,0,0,0.407767793862149,0.327588231345086,0.319957792758942,1.21631459891796,1.62157660350204,0.750081492475378,0.119290941114489
5828,C21H31O10Cl,HCOCl,21,31,10,0,1,478.1605749,477.15329843312,2,6.8,0.294117647058824,2,0,0,0,0.411905119661242,0.328354496588345,0.319957792758942,1.22713029384613,1.63648827536963,0.749855842119591,0.13921204300117
5918,C22H23O10Cl,HCOCl,22,23,10,0,1,482.0979746,481.09069813312,3,6.8,0.441176470588235,3,0,0,0,0.495344628347084,0.396855010992007,0.38886371254921,1.5579037964344,1.69827388389967,0.917345435977061,0.296803849839202
5924,C23H27O9Cl,HCOCl,23,27,9,0,1,482.1343601,481.12708363312,3,6.8,0.441176470588235,3,0,0,0,0.635885634808801,0.531984738439761,0.525536119937897,1.56871949136257,1.71387883427087,0.915303614231251,0.403842354086409
5929,C24H31O8Cl,HCOCl,24,31,8,0,1,482.1707456,481.16346913312,2,6.8,0.294117647058824,2,0,0,0,0.745088009280153,0.467472886393412,0.33038067817688,1.25957751274109,1.68089765880723,0.749348127258915,0.406949856024652
5934,C25H35O7Cl,HCOCl,25,35,7,0,1,482.2071311,481.19985463312,3,6.9,0.434782608695652,3,0,0,0,0.32649624266196,0.227469501573218,0.20927894115448,1.59035098552704,1.74659785348922,0.910542161923511,0.584620582250347
5961,C21H21O11Cl,HCOCl,21,21,11,0,1,484.0772392,483.06996273312,2,6.8,0.294117647058824,2,0,0,0,0.439420368755236,0.330316628500509,0.319957792758942,1.22713029384613,1.63586841034703,0.750139978304129,0.651521843427022
5968,C22H25O10Cl,HCOCl,22,25,10,0,1,484.1136247,483.10634823312,3,6.8,0.441176470588235,3,0,0,0,0.27349876309745,0.165669752911164,0.138630419969559,1.5579037964344,1.69850391102955,0.91722120056237,0.658738223541152
5973,C23H29O9Cl,HCOCl,23,29,9,0,1,484.1500102,483.14273373312,3,6.8,0.441176470588235,3,0,0,0,0.232514852075838,0.154498855454583,0.131668701767921,1.56871949136257,1.71410886023659,0.915180784460823,0.490022024806898
5977,C24H33O8Cl,HCOCl,24,33,8,0,1,484.1863957,483.17911923312,3,6.8,0.441176470588235,3,0,0,0,0.190044699353166,0.111044459276511,0.0830538272857666,1.57953530550003,1.72985410492402,0.913103192346624,0.310983106935288
5981,C25H37O7Cl,HCOCl,25,37,7,0,1,484.2227812,483.21550473312,2,6.9,0.289855072463768,2,0,0,0,0.510341822286136,0.344003902971297,0.319957792758942,1.2703931927681,1.69626047241036,0.748937567921328,0.220958390000058
6010,C21H23O11Cl,HCOCl,21,23,11,0,1,486.0928892,485.08561273312,3,6.8,0.441176470588235,3,0,0,0,0.124761488521472,0.0814412104748923,0.0726720988750458,1.54708808660507,1.6832691647578,0.919097265604384,0.243845102469555
6016,C22H27O10Cl,HCOCl,22,27,10,0,1,486.1292747,485.12199823312,3,6.8,0.441176470588235,3,0,0,0,0.1320902898442,0.083544086788988,0.0761326774954796,1.5579037964344,1.69873393699527,0.917096999421836,0.205712804224983
6021,C23H31O9Cl,HCOCl,23,31,9,0,1,486.1656603,485.15838383312,3,6.8,0.441176470588235,3,0,0,0,0.0978674826910719,0.0804601844049216,0.079593263566494,1.56871949136257,1.71433888713364,0.915057987155306,0.274561632736057
6026,C24H35O8Cl,HCOCl,24,35,8,0,1,486.2020458,485.19476933312,3,6.9,0.434782608695652,3,0,0,0,0.149639694136567,0.0922946990644583,0.0830538272857666,1.57953530550003,1.73112904990558,0.912430708494081,0.459023840131766
6062,C21H25O11Cl,HCOCl,21,25,11,0,1,488.1085393,487.10126283312,3,6.8,0.441176470588235,3,0,0,0,0.132665928686038,0.0847171485510539,0.0726720988750458,1.54708808660507,1.68349919188768,0.918971683538708,0.340268441095324
6068,C22H29O10Cl,HCOCl,22,29,10,0,1,488.1449248,487.13764833312,3,6.8,0.441176470588235,3,0,0,0,0.136815909994766,0.0881651564731395,0.0761326774954796,1.5579037964344,1.69896396296099,0.91697283191296,0.421349769417714
6073,C23H33O9Cl,HCOCl,23,33,9,0,1,488.1813103,487.17403383312,3,6.8,0.441176470588235,3,0,0,0,0.138461658149026,0.087077237541038,0.079593263566494,1.56871949136257,1.71456891426351,0.914935222674565,0.428523404880304
6077,C24H37O8Cl,HCOCl,24,37,8,0,1,488.2176958,487.21041933312,2,6.9,0.289855072463768,2,0,0,0,0.423775551957078,0.330850025887601,0.319957792758942,1.25957751274109,1.68158773786854,0.749040614638187,0.322808370521863
6107,C20H23O12Cl,HCOCl,20,23,12,0,1,490.0878039,489.08052743312,2,6.8,0.294117647058824,2,0,0,0,0.424874753574841,0.328496648705417,0.319957792758942,1.21631459891796,1.62229721655604,0.749748311533239,0.136375539755457
6113,C21H27O11Cl,HCOCl,21,27,11,0,1,490.1241894,489.11691293312,2,6.8,0.294117647058824,2,0,0,0,0.439895045245066,0.33037054890274,0.319957792758942,1.22713029384613,1.63655848940834,0.749823670701661,0.25598961492049
6119,C22H31O10Cl,HCOCl,22,31,10,0,1,490.1605749,489.15329843312,2,6.8,0.294117647058824,2,0,0,0,0.418784667504951,0.329244919136861,0.319957792758942,1.23794600367546,1.65162168070674,0.749533636023557,0.2835901723701
6123,C23H35O9Cl,HCOCl,23,35,9,0,1,490.1969604,489.18968393312,2,6.9,0.289855072463768,2,0,0,0,0.44201711693313,0.331351340372542,0.319957792758942,1.24876169860363,1.66670807066839,0.749238406281218,0.19057897999418
6165,C21H29O11Cl,HCOCl,21,29,11,0,1,492.1398394,491.13256293312,2,6.8,0.294117647058824,2,0,0,0,0.404742803657427,0.328215652365728,0.319957792758942,1.22713029384613,1.63678851537406,0.749718294281707,0.459706442939764
6171,C22H33O10Cl,HCOCl,22,33,10,0,1,492.1762249,491.16894843312,2,6.8,0.294117647058824,2,0,0,0,0.452614922774956,0.332251942830942,0.319957792758942,1.23794600367546,1.65185170783661,0.749429260388492,0.56861719486549
6205,C23H23O10Cl,HCOCl,23,23,10,0,1,494.0979746,493.09069813312,2,6.8,0.294117647058824,2,0,0,0,1.27796112163924,0.828631922584787,0.751238286495209,1.24876169860363,1.66587239946239,0.749614255573616,0.265940054785874
6213,C25H31O8Cl,HCOCl,25,31,8,0,1,494.1707456,493.16346913312,2,6.8,0.294117647058824,2,0,0,0,1.33341686369386,0.822448298153089,0.729606807231903,1.2703931927681,1.69612910540309,0.748995573934324,0.641072123522234
6216,C26H35O7Cl,HCOCl,26,35,7,0,1,494.2071311,493.19985463312,2,7,0.285714285714286,2,0,0,0,1.16605760995299,0.792369129274009,0.718791127204895,1.28120890259743,1.71129221003503,0.74867921158316,0.076365880681668
6241,C25H17O9Cl,HCOCl,25,17,9,0,1,496.0561098,495.04883333312,2,6.8,0.294117647058824,2,0,0,0,1.46426203916781,0.845564828178727,0.680042207241058,1.31995779275894,1.74328300612979,0.757167819635518,-0.570666427598055
6251,C23H25O10Cl,HCOCl,23,25,10,0,1,496.1136247,495.10634823312,3,6.8,0.441176470588235,3,0,0,0,0.558661954244599,0.46023349977616,0.452948093414307,1.56871949136257,1.71624829666689,0.914039940729536,0.568784700390033
6256,C24H29O9Cl,HCOCl,24,29,9,0,1,496.1500102,495.14273373312,2,6.8,0.294117647058824,2,0,0,0,0.921863014809787,0.605321238082121,0.506985008716583,1.25957751274109,1.68121923296712,0.749204796163381,0.594009245737328
6257,C25H33O8Cl,HCOCl,25,33,8,0,1,496.1863957,495.17911923312,2,6.9,0.289855072463768,2,0,0,0,0.773723706020974,0.485517691407963,0.354600608348846,1.2703931927681,1.69635913253296,0.748894009767364,0.514217551175516
6262,C26H37O7Cl,HCOCl,26,37,7,0,1,496.2227812,495.21550473312,2,7,0.285714285714286,2,0,0,0,0.800899022258818,0.503120425150856,0.377507656812668,1.28120890259743,1.71152223600075,0.748578590244426,0.793877160841334
6287,C22H23O11Cl,HCOCl,22,23,11,0,1,498.0928892,497.08561273312,2,6.8,0.294117647058824,2,0,0,0,0.52391386940144,0.349346384718989,0.319957792758942,1.23794600367546,1.65123895253055,0.749707364750747,0.252831518075392
6292,C23H27O10Cl,HCOCl,23,27,10,0,1,498.1292747,497.12199823312,3,6.8,0.441176470588235,3,0,0,0,0.295355381211266,0.21568158231721,0.200177535414696,1.56871949136257,1.71647832263261,0.913917449861285,0.261886276333807
6300,C24H31O9Cl,HCOCl,24,31,9,0,1,498.1656603,497.15838383312,3,6.8,0.441176470588235,3,0,0,0,0.264280672185123,0.175300541580706,0.153170317411423,1.57953530550003,1.732230668189,0.911850444924513,0.331081529019017
