Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,test_peaks
559.073054339039,25,20,15,0,0,0,0,0,CHO,Lignin,560.080330805919,-0.197886647835642,-1,6279495
559.086176343683,25,26,7,2,0,1,2,0,CHONSP,Lignin,560.093452810563,0.253706120359637,-1,8397131
559.10382634993,15,33,14,2,0,2,1,0,CHONSP,Other,560.11110281681,-0.0377562766111716,-1,7582032.5
559.109445351919,26,24,14,0,0,0,0,0,CHO,Lignin,560.116721818799,-0.207704919309885,-1,43254100
559.122598356574,26,30,6,2,0,1,2,0,CHONSP,Lignin,560.129874823454,0.188514397913989,-1,31252822
559.130671359431,23,28,16,0,0,0,0,0,CHO,Tannin,560.137947826311,-0.380216895193385,-1,18940248
559.140479362903,26,30,8,2,0,0,2,0,CHONP,Lignin,560.147755829783,-0.0300984568707184,-1,14809436
559.145882364816,27,28,13,0,0,0,0,0,CHO,Lignin,560.153158831696,-0.299642326252143,-1,116728160
559.159108369497,24,33,13,0,0,0,1,0,CHOP,Lignin,560.166384836377,-0.905409162378135,-1,42000736
559.167071372316,24,32,15,0,0,0,0,0,CHO,Lignin,560.174347839196,-0.406088742113155,-1,20816228
559.176843375776,36,32,2,0,0,2,0,0,CHOS,UnsatHC,560.184119842655,0.449510679671065,-1,13578599
559.182311377711,28,32,12,0,0,0,0,0,CHO,Lignin,560.189587844591,-0.377286896719407,-1,138322288
559.195493382378,26,41,7,0,0,2,1,0,CHOSP,Lipid,560.202769849258,0.645679674615209,-1,29909356
559.203556385232,0,0,0,0,0,0,0,0,,None,560.210832852112,0,-1,9902447
559.213297388681,37,36,1,0,0,2,0,0,CHOS,UnsatHC,560.220573855561,0.327196371325614,-1,6717810
559.218728390604,29,36,11,0,0,0,0,0,CHO,Lignin,560.226004857484,-0.433501447172598,-1,83616112
559.231954395287,29,42,3,2,0,1,2,0,CHONSP,UnsatHC,560.239230862167,-0.167655639569065,-1,11501944
559.255089403478,30,40,10,0,0,0,0,0,CHO,Lignin,560.262365870358,-0.389755534976332,-1,29737342
559.291320416308,31,44,9,0,0,0,0,0,CHO,Lignin,560.298596883188,-0.113996158836724,-1,4669834
560.105081704828,28,24,6,3,0,1,1,0,CHONSP,Lignin,561.112358171708,-0.0275401315817392,-1,5158529
560.112968707628,25,24,14,0,1,0,0,0,CHO,Lignin,561.120245174508,-0.507657512556849,-1,10852995
560.126041712269,25,30,6,2,1,1,2,0,CHONSP,Lignin,561.133318179149,0.0304288673101913,-1,8587911
560.134305715203,22,28,16,0,1,0,0,0,CHO,Tannin,561.141582182083,-0.877660644362232,-1,4573834
560.141437717734,0,0,0,0,0,0,0,0,,None,561.148714184614,0,-1,11342476
560.149356720546,26,28,13,0,1,0,0,0,CHO,Lignin,561.156633187426,-0.512091471062845,-1,30687886
560.162469725201,23,33,13,0,1,0,1,0,CHOP,Lignin,561.169746192081,-0.915405159998292,-1,12337810
560.170405728019,23,32,15,0,1,0,0,0,CHO,Lignin,561.177682194899,-0.368864275389821,-1,5063316.5
560.177742730624,0,0,0,0,0,0,0,0,,None,561.185019197504,0,-1,12198551
560.185652733432,27,32,12,0,1,0,0,0,CHO,Lignin,561.192929200312,-0.352588391809655,-1,36569752
560.198658738051,25,41,7,0,1,2,1,0,CHOSP,Lipid,561.20593520493,0.98215937306316,-1,8493725
560.206704740908,0,0,0,0,0,0,0,0,,None,561.213981207787,0,-1,3103391.8
560.214097743533,0,0,0,0,0,0,0,0,,None,561.221374210413,0,-1,8319650
560.221943746319,28,36,11,0,1,0,0,0,CHO,Lignin,561.229220213199,-0.184196928752296,-1,23884452
560.234978750948,25,39,13,1,0,0,0,0,CHON,Protein,561.242255217828,-0.204677082710875,-1,3063464.3
560.25024875637,29,39,10,1,0,0,0,0,CHON,Lignin,561.25752522325,-0.229386947153,-1,2890412.8
560.258362759252,29,40,10,0,1,0,0,0,CHO,Lignin,561.265639226132,-0.243883327525379,-1,9106095
561.08876705452,25,22,15,0,0,0,0,0,CHO,Lignin,562.0960435214,-0.308637113419335,-1,18469800
561.101806059162,25,28,7,2,0,1,2,0,CHONSP,Lignin,562.109082526042,0.288997033997704,-1,12649388
561.119869065593,25,28,9,2,0,0,2,0,CHONP,Lignin,562.127145532473,-0.252619668728692,-1,8646577
561.125050067438,26,26,14,0,0,0,0,0,CHO,Lignin,562.132326534318,-0.126287556430447,-1,103588784
561.138266072144,26,32,6,2,0,1,2,0,CHONSP,Lignin,562.145542539024,0.156438448291867,-1,24527798
561.154820078038,0,0,0,0,0,0,0,0,,None,562.162096544918,0,-1,12214204
561.161364080368,27,30,13,0,0,0,0,0,CHO,Lignin,562.168640547248,0.000894841765364174,-1,207332288
561.174581085074,27,36,5,2,0,1,2,0,CHONSP,Lignin,562.181857551954,0.281820808459792,-1,23053250
561.190583090773,0,0,0,0,0,0,0,0,,None,562.197859557653,0,-1,9578438
561.197755093327,28,34,12,0,0,0,0,0,CHO,Lignin,562.205031560207,-0.00889996824786647,-1,170173392
561.211024098052,25,39,12,0,0,0,1,0,CHOP,Protein,562.218300564932,-0.688945614243258,-1,11297740
561.234243106322,29,38,11,0,0,0,0,0,CHO,Lignin,562.241519573202,-0.191217293641382,-1,76506064
561.270734119319,30,42,10,0,0,0,0,0,CHO,Lignin,562.278010586199,-0.378846398326477,-1,21369822
561.307212132313,0,0,0,0,0,0,0,0,,None,562.314488599193,0,-1,3349480.8
562.091887412164,24,22,15,0,1,0,0,0,CHO,Lignin,563.099163879044,0.108322760534768,-1,5414096
562.104794416773,21,25,17,1,0,0,0,0,CHON,Tannin,563.112070883653,0.31521211607621,-1,3256532
562.120374422336,25,25,14,1,0,0,0,0,CHON,Lignin,563.127650889216,-0.259927062066998,-1,8656089
562.128418425208,25,26,14,0,1,0,0,0,CHO,Lignin,563.135694892088,-0.150070913911473,-1,25408730
562.141569429905,25,32,6,2,1,1,2,0,CHONSP,Lignin,563.148845896785,0.247574360533757,-1,6542558.5
562.156791435341,26,29,13,1,0,0,0,0,CHON,Lignin,563.164067902221,-0.315856125727579,-1,14931171
562.164827438211,26,30,13,0,1,0,0,0,CHO,Lignin,563.172103905091,-0.191801031722423,-1,47686884
562.17784544286,26,36,5,2,1,1,2,0,CHONSP,Lignin,563.18512190974,0.441976448781949,-1,5965033.5
562.193220448351,27,33,12,1,0,0,0,0,CHON,Lignin,563.200496915231,-0.393084757846926,-1,13186286
562.201272451227,27,34,12,0,1,0,0,0,CHO,Lignin,563.208548918107,-0.297445248630738,-1,42263792
562.21449545595,24,39,12,0,1,0,1,0,CHOP,Protein,563.22177192283,-0.89459952560179,-1,3195124
562.229685461376,0,0,0,0,0,0,0,0,,None,563.236961928256,0,-1,7089400.5
562.237696464237,28,38,11,0,1,0,0,0,CHO,Lignin,563.244972931117,-0.365791843852527,-1,21923066
562.274209477281,29,42,10,0,1,0,0,0,CHO,Lignin,563.281485944161,-0.592132298036631,-1,6630661.5
563.104325774198,25,24,15,0,0,0,0,0,CHO,Lignin,564.111602241078,-0.145608027349222,-1,50144760
563.133266784562,0,0,0,0,0,0,0,0,,None,564.140543251442,0,-1,10984959
563.14074478724,26,28,14,0,0,0,0,0,CHO,Lignin,564.14802125412,-0.204992158267867,-1,192718336
563.154184792054,26,34,6,2,0,1,2,0,CHONSP,Lignin,564.161461258934,-0.320324138501561,-1,10700293
563.16955679756,0,0,0,0,0,0,0,0,,None,564.17683326444,0,-1,14935562
563.177134800274,27,32,13,0,0,0,0,0,CHO,Lignin,564.184411267154,-0.212966987396586,-1,247899664
563.205797810542,31,38,2,2,0,1,2,0,CHONSP,UnsatHC,564.213074277422,-0.269566638086593,-1,13778452
563.213528813311,28,36,12,0,0,0,0,0,CHO,Lignin,564.220805280191,-0.228030214168422,-1,144516624
563.242005823513,32,42,1,2,0,1,2,0,CHONSP,UnsatHC,564.249282290393,0.0450161090246346,-1,8048158.5
563.249883826335,29,40,11,0,0,0,0,0,CHO,Lignin,564.257160293215,-0.173974070895574,-1,48965152
563.286202839348,30,44,10,0,0,0,0,0,CHO,Lignin,564.293479306228,-0.0561282894321936,-1,10933803
