8875	8	3	0.001																																																															
id	mf	name	m_mj0	p_mj0	m_mj1	p_mj1	m_mj2	p_mj2	m_mj3	p_mj3	m_mj4	p_mj4	m_mj5	p_mj5	m_mj6	p_mj6	m_mj7	p_mj7	m_mn0_0	p_mn0_0	m_mn0_1	p_mn0_1	m_mn0_2	p_mn0_2	m_mn1_0	p_mn1_0	m_mn1_1	p_mn1_1	m_mn1_2	p_mn1_2	m_mn2_0	p_mn2_0	m_mn2_1	p_mn2_1	m_mn2_2	p_mn2_2	m_mn3_0	p_mn3_0	m_mn3_1	p_mn3_1	m_mn3_2	p_mn3_2	m_mn4_0	p_mn4_0	m_mn4_1	p_mn4_1	m_mn4_2	p_mn4_2	m_mn5_0	p_mn5_0	m_mn5_1	p_mn5_1	m_mn5_2	p_mn5_2	m_mn6_0	p_mn6_0	m_mn6_1	p_mn6_1	m_mn6_2	p_mn6_2	m_mn7_0	p_mn7_0	m_mn7_1	p_mn7_1	m_mn7_2	p_mn7_2
6535	C31H20O3Cl2		510.0789499	1	511.0823047	0.3352876	512.0759998	0.6399155	513.0793546	0.2145557	514.0730497	0.102373	515.0764045	0.03432439	516.0797594	0.005568648	0	0	0	0	0	0	0	0	0	0	511.0831669	0.001142777	511.0852266	0.002300265	0	0	512.0831962	0.006164981	512.0856595	0.05439569	513.0822765	0.001471975	513.0865511	0.002067042	513.0890144	0.00568718	0	0	514.0802462	0.003945067	514.0827094	0.03480865	0	0	515.083601	0.001322732	515.0860643	0.003639315	0	0	0	0	0	0	0	0	0	0	0	0
6536	C24H24O8Cl2		510.0848231	1	511.0881779	0.2595775	512.081873	0.6399155	513.0852278	0.1661077	514.0789229	0.102373	515.0822777	0.02657372	516.0856326	0.003305262	0	0	0	0	0	0	0	0	0	0	511.0890402	0.003047405	511.0910998	0.002760317	0	0	512.0890695	0.01643995	512.0915328	0.03228647	513.0860901	0.001950082	513.0924243	0.004267441	513.0948876	0.002560813	0	0	514.0861194	0.01052018	514.0885827	0.02066062	0	0	515.0894742	0.002730801	515.0919375	0.001638704	0	0	0	0	516.0831693	0.001683006	0	0	0	0	0	0
6537	C23H23O11Cl		510.0928892	1	511.0962441	0.2487617	512.0899391	0.3199578	513.093294	0.07959326	514.0966488	0.009469449	515.0975404	0.0017992	0	0	0	0	0	0	0	0	0	0	0	0	511.0971063	0.004190182	511.099166	0.002645304	512.0971356	0.02260493	512.0995989	0.02959593	512.1004612	0.001042357	513.0941562	0.001340681	513.1004905	0.005623242	513.1029537	0.002240711	0	0	0	0	514.0941855	0.007232623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6538	C28H24O5Cl2		510.1000792	1	511.1034341	0.3028404	512.0971291	0.6399155	513.100484	0.1937923	514.094179	0.102373	515.0975339	0.03100267	516.1008887	0.004526772	0	0	0	0	0	0	0	0	0	0	511.1042963	0.001904628	511.106356	0.002760317	0	0	512.1043256	0.01027497	512.1067889	0.04421843	513.1034059	0.00176637	513.1076804	0.003111675	513.1101437	0.004144873	0	0	514.1013755	0.006575112	514.1038388	0.02829606	0	0	515.1047304	0.001991209	515.1071937	0.002652369	0	0	0	0	516.0984254	0.001051879	0	0	0	0	0	0
6539	C27H23O8Cl		510.1081454	1	511.1115002	0.2920247	512.1051953	0.3199578	513.1085501	0.09343556	514.111905	0.01313746	515.1127965	0.001536076	0	0	0	0	0	0	0	0	0	0	0	0	511.1123625	0.003047405	511.1144221	0.002645304	0	0	512.1123918	0.01643995	512.114855	0.04105997	0	0	513.1157466	0.004800871	513.1182099	0.003700779	0	0	0	0	514.1094417	0.005260089	0	0	0	0	515.1152598	0.001184093	0	0	0	0	0	0	0	0	0	0	0	0
6540	C20H27O13Cl		510.1140186	1	511.1173734	0.2163146	512.1110685	0.3199578	513.1144233	0.06921153	514.1153149	0.008547645	515.1186697	0.00184898	0	0	0	0	0	0	0	0	0	0	0	0	511.1182357	0.004952034	511.1202953	0.003105357	512.118265	0.02671492	512.1207283	0.0222262	512.1215905	0.001071197	513.1152856	0.001584442	513.1216198	0.005778826	513.1240831	0.001442355	0	0	0	0	514.1177782	0.007111444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6541	C32H24O2Cl2		510.1153354	1	511.1186902	0.3461033	512.1123853	0.6399155	513.1157401	0.2214769	514.1094352	0.102373	515.11279	0.03543162	516.1161449	0.005939892	0	0	0	0	0	0	0	0	0	0	0	0	511.1216121	0.002760317	0	0	512.1195817	0.004109987	512.122045	0.05802207	513.118662	0.00176637	513.1229366	0.00142248	513.1253999	0.006275509	0	0	514.1166317	0.002630045	514.119095	0.03712922	0	0	0	0	515.1224498	0.004015796	0	0	0	0	0	0	0	0	0	0	0	0
6542	C25H28O7Cl2		510.1212086	1	511.1245634	0.2703932	512.1182585	0.6399155	513.1216133	0.1730288	514.1153084	0.102373	515.1186633	0.02768096	516.1220181	0.003592676	0	0	0	0	0	0	0	0	0	0	511.1254257	0.002666479	511.1274853	0.00322037	0	0	512.125455	0.01438496	512.1279183	0.03509399	513.1245353	0.002060765	513.1288098	0.003889594	513.1312731	0.002910014	0	0	514.1225049	0.009205156	514.1249682	0.02245719	0	0	515.1258597	0.002489012	515.128323	0.001862163	0	0	0	0	516.1195548	0.001472631	0	0	0	0	0	0
6543	C31H23O5Cl		510.1234015	1	511.1267564	0.3352876	512.1204514	0.3199578	513.1238063	0.1072779	514.1271611	0.01740432	515.1305159	0.001819658	0	0	0	0	0	0	0	0	0	0	0	0	511.1276186	0.001904628	511.1296783	0.002645304	0	0	512.1276479	0.01027497	512.1301112	0.05439569	0	0	513.1310027	0.003445069	513.133466	0.00568718	0	0	0	0	514.1246978	0.003287556	0	0	0	0	515.1280526	0.001102277	0	0	0	0	0	0	0	0	0	0	0	0
6544	C24H27O10Cl		510.1292747	1	511.1326296	0.2595775	512.1263247	0.3199578	513.1296795	0.08305383	514.1330343	0.01033031	515.1339259	0.001706751	0	0	0	0	0	0	0	0	0	0	0	0	511.1334918	0.003809256	511.1355515	0.003105357	0	0	512.1335211	0.02054994	512.1359844	0.03228647	513.1305417	0.001218801	513.136876	0.0053343	513.1393393	0.002560813	0	0	0	0	514.130571	0.006575112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6545	C28H27O7Cl		510.1445309	1	511.1478857	0.3028404	512.1415808	0.3199578	513.1449356	0.09689613	514.1482905	0.01414803	515.149182	0.001393847	0	0	0	0	0	0	0	0	0	0	0	0	511.148748	0.002666479	511.1508076	0.003105357	0	0	512.1487773	0.01438496	512.1512406	0.04421843	0	0	513.1521321	0.004356346	513.1545954	0.004144873	0	0	0	0	514.1458272	0.004602578	0	0	0	0	515.1516453	0.001326184	0	0	0	0	0	0	0	0	0	0	0	0
6546	C26H32O6Cl2		510.1575941	1	511.1609489	0.2812089	512.154644	0.6399155	513.1579989	0.17995	514.1516939	0.102373	515.1550488	0.02878819	516.1584036	0.003892066	0	0	0	0	0	0	0	0	0	0	511.1618112	0.002285554	511.1638708	0.003680423	512.1618405	0.01232996	512.1643038	0.03801849	512.1672257	0.001034968	513.1609208	0.00235516	513.1651953	0.003467296	513.1676586	0.003289582	0	0	514.1588904	0.007890134	514.1613537	0.02432862	0	0	515.1622452	0.002218776	515.1647085	0.002105054	0	0	0	0	516.1559403	0.001262255	0	0	0	0	0	0
6547	C32H27O4Cl		510.159787	1	511.1631419	0.3461033	512.1568369	0.3199578	513.1601918	0.1107384	514.1635466	0.01856461	515.1669014	0.002007898	0	0	0	0	0	0	0	0	0	0	0	0	511.1640041	0.001523703	511.1660638	0.003105357	512.1640334	0.008219974	512.1664967	0.05802207	512.1694186	0.001074774	0	0	513.1673882	0.00284496	513.1698515	0.006275509	0	0	0	0	514.1610833	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6548	C25H31O9Cl		510.1656603	1	511.1690151	0.2703932	512.1627102	0.3199578	513.166065	0.08651441	514.1694198	0.0112286	515.1703114	0.001600079	0	0	0	0	0	0	0	0	0	0	0	0	511.1698773	0.003428331	511.171937	0.00356541	0	0	512.1699066	0.01849494	512.1723699	0.03509399	513.1689869	0.001140781	513.1732615	0.005000907	513.1757248	0.002910014	0	0	0	0	514.1669565	0.0059176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6549	C36H27OCl		510.1750432	1	511.178398	0.3893662	512.1720931	0.3199578	513.1754479	0.1245807	514.1788028	0.02358005	515.1821576	0.002890402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.1813199	0.003105357	512.1792895	0.002054994	512.1817528	0.07369739	512.1846747	0.001209121	0	0	0	0	513.1851077	0.009033697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550	C29H31O6Cl		510.1809164	1	511.1842712	0.3136561	512.1779663	0.3199578	513.1813211	0.1003567	514.184676	0.01519603	515.1880308	0.001479205	0	0	0	0	0	0	0	0	0	0	0	0	511.1851335	0.002285554	511.1871931	0.00356541	512.1851628	0.01232996	512.1876261	0.04749387	512.190548	0.001118313	513.184243	0.001140781	513.1885176	0.003867368	513.1909809	0.004623127	0	0	0	0	514.1822127	0.003945067	0	0	0	0	515.1855675	0.001237394	0	0	0	0	0	0	0	0	0	0	0	0
6551	C33H31O3Cl		510.1961725	1	511.1995274	0.356919	512.1932224	0.3199578	513.1965773	0.114199	514.1999321	0.01976233	515.203287	0.002208688	0	0	0	0	0	0	0	0	0	0	0	0	511.2003896	0.001142777	511.2024493	0.00356541	512.2004189	0.006164981	512.2028822	0.06176543	512.2058041	0.001272563	513.1994992	0.001140781	513.2037738	0.002200399	513.206237	0.00690306	0	0	0	0	514.1974688	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6552	C26H35O8Cl		510.2020458	1	511.2054006	0.2812089	512.1990957	0.3199578	513.2024505	0.08997498	514.2058053	0.01216431	515.2066969	0.001479184	0	0	0	0	0	0	0	0	0	0	0	0	511.2062628	0.003047405	511.2083225	0.004025463	512.2062921	0.01643995	512.2087554	0.03801849	512.2116773	0.001131996	513.2053724	0.001287978	513.209647	0.004623061	513.2121103	0.003289582	0	0	0	0	514.203342	0.005260089	0	0	0	0	515.2091602	0.001052527	0	0	0	0	0	0	0	0	0	0	0	0
6553	C30H35O5Cl		510.2173019	1	511.2206567	0.3244719	512.2143518	0.3199578	513.2177066	0.1038173	514.2210615	0.01628146	515.2244163	0.001643562	0	0	0	0	0	0	0	0	0	0	0	0	511.221519	0.001904628	511.2235786	0.004025463	512.2215483	0.01027497	512.2240116	0.05088629	512.2269335	0.001306149	513.2206286	0.001287978	513.2249031	0.003333938	513.2273664	0.005136808	0	0	0	0	514.2185982	0.003287556	0	0	0	0	515.221953	0.001066719	0	0	0	0	0	0	0	0	0	0	0	0
6554	C27H39O7Cl		510.2384313	1	511.2417861	0.2920247	512.2354812	0.3199578	513.238836	0.09343556	514.2421909	0.01313746	515.2430824	0.001344066	0	0	0	0	0	0	0	0	0	0	0	0	511.2426483	0.002666479	511.244708	0.004485516	512.2426776	0.01438496	512.2451409	0.04105997	512.2480629	0.001309881	513.2417579	0.001435176	513.2460325	0.004200762	513.2484958	0.003700779	0	0	0	0	514.2397276	0.004602578	0	0	0	0	515.2455457	0.001184093	0	0	0	0	0	0	0	0	0	0	0	0
6555	C31H39O4Cl		510.2536874	1	511.2570422	0.3352876	512.2507373	0.3199578	513.2540922	0.1072779	514.257447	0.01740432	515.2608018	0.001819658	0	0	0	0	0	0	0	0	0	0	0	0	511.2579045	0.001523703	511.2599642	0.004485516	512.2579338	0.008219974	512.2603971	0.05439569	512.263319	0.001503938	513.2570141	0.001435176	513.2612886	0.002756055	513.2637519	0.00568718	0	0	0	0	514.2549837	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6556	C30H48O2Cl2		510.3031361	1	511.306491	0.3244719	512.300186	0.6399155	513.3035409	0.2076346	514.297236	0.102373	515.3005908	0.03321715	516.3039456	0.005209381	0	0	0	0	0	0	0	0	0	0	0	0	511.3094129	0.005520635	512.3073825	0.004109987	512.3098458	0.05088629	512.3127677	0.001791291	513.3064628	0.00353274	513.3107374	0.001333575	513.3132007	0.005136808	514.3044324	0.002630045	514.3068957	0.03256293	514.3098176	0.001146275	0	0	0	0	515.3102506	0.003287123	0	0	0	0	0	0	0	0	0	0	0	0
6557	C34H51OCl		510.3628439	1	511.3661988	0.3677348	512.3598938	0.3199578	513.3632487	0.1176596	514.3666035	0.02099747	515.3699584	0.002422432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.3691207	0.005865674	512.3670903	0.002054994	512.3695536	0.06562576	512.3724755	0.002157012	0	0	513.3661706	0.001876768	513.3729084	0.007571098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6558	C31H55O3Cl		510.3839733	1	511.3873281	0.3352876	512.3810232	0.3199578	513.3843781	0.1072779	514.3877329	0.01740432	515.3910877	0.001819658	0	0	0	0	0	0	0	0	0	0	0	0	511.3881904	0.001142777	511.39025	0.006325727	512.3882197	0.006164981	512.390683	0.05439569	512.3936049	0.002120938	513.3873	0.002023966	513.3915745	0.002067042	513.3940378	0.00568718	0	0	0	0	514.3852696	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6559	C21H8O7Cl4		511.9024133	0.7813531	512.9057682	0.177469	513.8994632	1	514.9028181	0.2271303	515.8965131	0.4799366	516.899868	0.1090081	517.893563	0.102373	518.8969179	0.023252	0	0	0	0	0	0	0	0	0	0	512.9066304	0.002083462	0	0	513.9066597	0.01123973	513.909123	0.01919456	0	0	514.9036803	0.002666479	514.9100145	0.002552883	0	0	515.9037096	0.01438496	515.9061729	0.0245658	0	0	516.9070644	0.003267259	516.9095277	0.001682748	0	0	517.9007595	0.006903867	517.9032228	0.01179003	0	0	0	0	518.9041144	0.001568077
6560	C20H13O14Cl		511.9993828	1	513.0027376	0.2163146	513.9964327	0.3199578	514.9997875	0.06921153	516.0006791	0.009205156	517.0040339	0.001991209	0	0	0	0	0	0	0	0	0	0	0	0	513.0035999	0.005332959	513.0056595	0.001495172	514.0036292	0.02876991	514.0060924	0.0222262	514.0069547	0.001153597	515.0006498	0.001706322	515.006984	0.006223351	515.0094473	0.001442355	0	0	0	0	516.0031424	0.007111444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6561	C27H19O4Cl3		512.0348921	1	513.038247	0.2920247	514.031942	0.9598733	515.0352969	0.2803067	516.0289919	0.3071189	517.0323468	0.0896863	518.0260419	0.03275502	519.0293967	0.009565275	0	0	0	0	0	0	0	0	513.0391092	0.001523703	513.0411689	0.002185251	0	0	514.0391385	0.008219974	514.0416018	0.04105997	515.0382188	0.002097564	515.0424933	0.002400435	515.0449566	0.003700779	0	0	516.0361884	0.007890134	516.0386517	0.03941237	0	0	517.0395433	0.002304114	517.0420066	0.003552279	0	0	518.0332383	0.00252451	518.0357016	0.01261029	0	0	0	0	519.0390565	0.001136579
6562	C21H17O13Cl		512.0357683	1	513.0391231	0.2271303	514.0328182	0.3199578	515.036173	0.0726721	516.0370646	0.008547645	517.0404194	0.001941429	0	0	0	0	0	0	0	0	0	0	0	0	513.0399854	0.004952034	513.042045	0.001955225	514.0400147	0.02671492	514.042478	0.0245658	514.0433402	0.001124757	515.0370353	0.001584442	515.0433695	0.006067767	515.0458328	0.001682748	0	0	0	0	516.0395279	0.007860017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6563	C26H18O7Cl2		512.0429583	1	513.0463131	0.2812089	514.0400082	0.6399155	515.043363	0.17995	516.0370581	0.102373	517.0404129	0.02878819	518.0437678	0.003892066	0	0	0	0	0	0	0	0	0	0	513.0471754	0.002666479	513.049235	0.002070238	0	0	514.0472047	0.01438496	514.0496679	0.03801849	515.0442253	0.001706322	515.0505595	0.004045178	515.0530228	0.003289582	0	0	516.0442546	0.009205156	516.0467179	0.02432862	0	0	517.0476094	0.002588572	517.0500727	0.002105054	0	0	0	0	518.0413045	0.001472631	0	0	0	0	0	0
6564	C25H24O3Cl4		512.0479553	0.7813531	513.0513102	0.2112726	514.0450053	1	515.0483601	0.2703932	516.0420552	0.4799366	517.04541	0.1297716	518.0391051	0.102373	519.0424599	0.02768096	0	0	0	0	0	0	0	0	0	0	513.0542321	0.002156783	0	0	514.0522017	0.004817027	514.054665	0.0274208	0	0	515.051282	0.002760317	515.0580199	0.002273749	0	0	516.0492516	0.006164981	516.0517149	0.03509399	517.0483319	0.001324777	517.0526065	0.001666969	517.0550698	0.002910014	0	0	518.0463015	0.0029588	518.0487648	0.01684289	0	0	0	0	519.0521197	0.001396623
6565	C30H18O4Cl2		512.0582144	1	513.0615693	0.3244719	514.0552643	0.6399155	515.0586192	0.2076346	516.0523142	0.102373	517.0556691	0.03321715	518.0590239	0.005209381	0	0	0	0	0	0	0	0	0	0	513.0624315	0.001523703	513.0644912	0.002070238	0	0	514.0624608	0.008219974	514.0649241	0.05088629	515.0615411	0.001324777	515.0658156	0.00266715	515.0682789	0.005136808	0	0	516.0595107	0.005260089	516.061974	0.03256293	0	0	517.0628655	0.001706751	517.0653288	0.003287123	0	0	0	0	0	0	0	0	0	0	0	0
6566	C23H22O9Cl2		512.0640876	1	513.0674425	0.2487617	514.0611376	0.6399155	515.0644924	0.1591865	516.0581875	0.102373	517.0615423	0.02546648	518.0648971	0.003029824	0	0	0	0	0	0	0	0	0	0	513.0683047	0.003428331	513.0703644	0.002530291	0	0	514.068334	0.01849494	514.0707973	0.02959593	515.0653546	0.002193842	515.0716889	0.004600834	515.0741522	0.002240711	0	0	516.0653839	0.0118352	516.0678472	0.0189389	0	0	517.0687388	0.002944145	517.0712021	0.001433866	0	0	0	0	518.0624338	0.001893382	0	0	0	0	0	0
6567	C22H21O12Cl		512.0721538	1	513.0755086	0.237946	514.0692037	0.3199578	515.0725585	0.07613268	516.0759134	0.008646019	517.0768049	0.001877426	0	0	0	0	0	0	0	0	0	0	0	0	513.0763709	0.004571108	513.0784305	0.002415278	514.0764002	0.02465992	514.0788635	0.02702237	514.0797257	0.001087677	515.0734208	0.001462561	515.079755	0.005867731	515.0822183	0.001948444	0	0	0	0	516.0734501	0.007890134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6568	C27H22O6Cl2		512.0793438	1	513.0826986	0.2920247	514.0763937	0.6399155	515.0797485	0.1868711	516.0734436	0.102373	517.0767984	0.02989543	518.0801533	0.004203431	0	0	0	0	0	0	0	0	0	0	513.0835609	0.002285554	513.0856205	0.002530291	0	0	514.0835902	0.01232996	514.0860535	0.04105997	515.0826704	0.001619173	515.086945	0.003600653	515.0894083	0.003700779	0	0	516.0806401	0.007890134	516.0831034	0.02627491	0	0	517.0839949	0.002304114	517.0864582	0.002368186	0	0	0	0	518.07769	0.001262255	0	0	0	0	0	0
6569	C26H21O9Cl		512.0874099	1	513.0907648	0.2812089	514.0844598	0.3199578	515.0878147	0.08997498	516.0911695	0.01216431	517.0920611	0.001664082	0	0	0	0	0	0	0	0	0	0	0	0	513.091627	0.003428331	513.0936867	0.002415278	0	0	514.0916563	0.01849494	514.0941196	0.03801849	515.0886769	0.001096921	515.0950111	0.005200943	515.0974744	0.003289582	0	0	0	0	516.0887062	0.0059176	0	0	0	0	517.0945244	0.001052527	0	0	0	0	0	0	0	0	0	0	0	0
6570	C25H27O5Cl3		512.092407	1	513.0957618	0.2703932	514.0894569	0.9598733	515.0928118	0.2595432	516.0865068	0.3071189	517.0898617	0.08304287	518.0835567	0.03275502	519.0869116	0.008856736	0	0	0	0	0	0	0	0	513.0966241	0.001904628	513.0986837	0.003105357	0	0	514.0966534	0.01027497	514.0991167	0.03509399	515.0957337	0.002980749	515.1000082	0.002778282	515.1024715	0.002910014	0	0	516.0937033	0.009862668	516.0961666	0.03368579	0	0	517.0970581	0.002666798	517.0995214	0.002793245	0	0	518.0907532	0.003155637	518.0932165	0.01077803	0	0	0	0	0	0
6571	C31H22O3Cl2		512.0945999	1	513.0979548	0.3352876	514.0916498	0.6399155	515.0950047	0.2145557	516.0886997	0.102373	517.0920546	0.03432439	518.0954094	0.005568648	0	0	0	0	0	0	0	0	0	0	513.098817	0.001142777	513.1008767	0.002530291	0	0	514.0988463	0.006164981	514.1013096	0.05439569	515.0979266	0.001619173	515.1022011	0.002067042	515.1046644	0.00568718	0	0	516.0958962	0.003945067	516.0983595	0.03480865	0	0	517.0992511	0.001322732	517.1017143	0.003639315	0	0	0	0	0	0	0	0	0	0	0	0
6572	C24H26O8Cl2		512.1004732	1	513.103828	0.2595775	514.0975231	0.6399155	515.1008779	0.1661077	516.094573	0.102373	517.0979278	0.02657372	518.1012826	0.003305262	0	0	0	0	0	0	0	0	0	0	513.1046902	0.003047405	513.1067499	0.002990344	0	0	514.1047195	0.01643995	514.1071828	0.03228647	515.1017401	0.001950082	515.1080744	0.004267441	515.1105377	0.002560813	0	0	516.1017694	0.01052018	516.1042327	0.02066062	0	0	517.1051243	0.002730801	517.1075876	0.001638704	0	0	0	0	518.0988194	0.001683006	0	0	0	0	0	0
6573	C30H21O6Cl		512.1026661	1	513.1060209	0.3244719	514.099716	0.3199578	515.1030708	0.1038173	516.1064257	0.01628146	517.1097805	0.001643562	0	0	0	0	0	0	0	0	0	0	0	0	513.1068832	0.002285554	513.1089428	0.002415278	0	0	514.1069125	0.01232996	514.1093757	0.05088629	0	0	515.1102673	0.004000726	515.1127306	0.005136808	0	0	0	0	516.1039624	0.003945067	0	0	0	0	517.1073172	0.001280063	0	0	0	0	0	0	0	0	0	0	0	0
6574	C23H32O4Cl4		512.1054702	0.7813531	513.1088251	0.1943708	514.1025201	1	515.105875	0.2487617	516.09957	0.4799366	517.1029249	0.1193899	518.09662	0.102373	519.0999748	0.02546648	0	0	0	0	0	0	0	0	0	0	513.111747	0.00287571	0	0	514.1097166	0.006422703	514.1121799	0.02312488	515.1087969	0.003680423	515.1130714	0.001597723	515.1155347	0.001750787	0	0	516.1067665	0.008219974	516.1092298	0.02959593	517.1058468	0.00176637	517.1101214	0.002044815	517.1125846	0.002240711	0	0	518.1038164	0.003945067	518.1062797	0.01420417	0	0	0	0	0	0
6575	C23H25O11Cl		512.1085393	1	513.1118941	0.2487617	514.1055892	0.3199578	515.108944	0.07959326	516.1122989	0.009469449	517.1131904	0.0017992	0	0	0	0	0	0	0	0	0	0	0	0	513.1127564	0.004190182	513.114816	0.002875331	514.1127857	0.02260493	514.115249	0.02959593	514.1161112	0.001042357	515.1098063	0.001340681	515.1161405	0.005623242	515.1186038	0.002240711	0	0	0	0	516.1098356	0.007232623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6576	C27H25O8Cl		512.1237954	1	513.1271503	0.2920247	514.1208453	0.3199578	515.1242002	0.09343556	516.127555	0.01313746	517.1284466	0.001536076	0	0	0	0	0	0	0	0	0	0	0	0	513.1280125	0.003047405	513.1300722	0.002875331	0	0	514.1280418	0.01643995	514.1305051	0.04105997	0	0	515.1313967	0.004800871	515.13386	0.003700779	0	0	0	0	516.1250917	0.005260089	0	0	0	0	517.1309099	0.001184093	0	0	0	0	0	0	0	0	0	0	0	0
6577	C26H31O4Cl3		512.1287925	1	513.1321474	0.2812089	514.1258424	0.9598733	515.1291973	0.2699249	516.1228923	0.3071189	517.1262472	0.08636458	518.1199422	0.03275502	519.1232971	0.009211006	0	0	0	0	0	0	0	0	513.1330096	0.001523703	513.1350693	0.00356541	0	0	514.1330389	0.008219974	514.1355022	0.03801849	515.1321192	0.003422342	515.1363937	0.00231153	515.138857	0.003289582	0	0	516.1300888	0.007890134	516.1325521	0.03649294	517.1291691	0.001095005	517.1334436	0.002218776	517.1359069	0.003157581	0	0	518.1271387	0.00252451	518.129602	0.0116762	0	0	0	0	0	0
6578	C25H30O7Cl2		512.1368587	1	513.1402135	0.2703932	514.1339086	0.6399155	515.1372634	0.1730288	516.1309585	0.102373	517.1343133	0.02768096	518.1376682	0.003592676	0	0	0	0	0	0	0	0	0	0	513.1410757	0.002666479	513.1431354	0.003450397	0	0	514.141105	0.01438496	514.1435683	0.03509399	515.1401853	0.002207963	515.1444599	0.003889594	515.1469232	0.002910014	0	0	516.1381549	0.009205156	516.1406182	0.02245719	0	0	517.1415098	0.002489012	517.1439731	0.001862163	0	0	0	0	518.1352049	0.001472631	0	0	0	0	0	0
6579	C31H25O5Cl		512.1390516	1	513.1424064	0.3352876	514.1361015	0.3199578	515.1394563	0.1072779	516.1428112	0.01740432	517.146166	0.001819658	0	0	0	0	0	0	0	0	0	0	0	0	513.1432687	0.001904628	513.1453283	0.002875331	0	0	514.143298	0.01027497	514.1457613	0.05439569	0	0	515.1466528	0.003445069	515.1491161	0.00568718	0	0	0	0	516.1403479	0.003287556	0	0	0	0	517.1437027	0.001102277	0	0	0	0	0	0	0	0	0	0	0	0
6580	C24H29O10Cl		512.1449248	1	513.1482796	0.2595775	514.1419747	0.3199578	515.1453296	0.08305383	516.1486844	0.01033031	517.1495759	0.001706751	0	0	0	0	0	0	0	0	0	0	0	0	513.1491419	0.003809256	513.1512016	0.003335383	0	0	514.1491712	0.02054994	514.1516345	0.03228647	515.1461918	0.001218801	515.152526	0.0053343	515.1549893	0.002560813	0	0	0	0	516.1462211	0.006575112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6581	C29H30O4Cl2		512.1521148	1	513.1554696	0.3136561	514.1491647	0.6399155	515.1525195	0.2007134	516.1462146	0.102373	517.1495695	0.03210991	518.1529243	0.004862089	0	0	0	0	0	0	0	0	0	0	513.1563319	0.001523703	513.1583915	0.003450397	514.1563612	0.008219974	514.1588245	0.04749387	514.1617464	0.001082238	515.1554415	0.002207963	515.159716	0.002578245	515.1621793	0.004623127	0	0	516.1534111	0.005260089	516.1558744	0.03039207	0	0	517.1567659	0.001649859	517.1592292	0.002958411	0	0	0	0	0	0	0	0	0	0	0	0
6582	C27H35O3Cl3		512.165178	1	513.1685329	0.2920247	514.1622279	0.9598733	515.1655828	0.2803067	516.1592778	0.3071189	517.1626327	0.0896863	518.1563278	0.03275502	519.1596826	0.009565275	0	0	0	0	0	0	0	0	513.1693951	0.001142777	513.1714548	0.004025463	514.1694244	0.006164981	514.1718877	0.04105997	514.1748096	0.001175534	515.1685047	0.003863934	515.1727792	0.001800327	515.1752425	0.003700779	0	0	516.1664743	0.0059176	516.1689376	0.03941237	517.1655546	0.001236296	517.1698291	0.001728085	517.1722924	0.003552279	0	0	518.1635242	0.001893382	518.1659875	0.01261029	0	0	0	0	0	0
6583	C26H34O6Cl2		512.1732442	1	513.176599	0.2812089	514.1702941	0.6399155	515.1736489	0.17995	516.167344	0.102373	517.1706988	0.02878819	518.1740537	0.003892066	0	0	0	0	0	0	0	0	0	0	513.1774612	0.002285554	513.1795209	0.00391045	514.1774905	0.01232996	514.1799538	0.03801849	514.1828758	0.001099653	515.1765708	0.002502357	515.1808454	0.003467296	515.1833087	0.003289582	0	0	516.1745405	0.007890134	516.1770038	0.02432862	0	0	517.1778953	0.002218776	517.1803586	0.002105054	0	0	0	0	518.1715904	0.001262255	0	0	0	0	0	0
6584	C32H29O4Cl		512.1754371	1	513.1787919	0.3461033	514.172487	0.3199578	515.1758418	0.1107384	516.1791967	0.01856461	517.1825515	0.002007898	0	0	0	0	0	0	0	0	0	0	0	0	513.1796542	0.001523703	513.1817138	0.003335383	514.1796835	0.008219974	514.1821468	0.05802207	514.1850687	0.001154387	515.1787637	0.001067182	515.1830383	0.00284496	515.1855016	0.006275509	0	0	0	0	516.1767334	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
