8875	8	3	0.001																																																															
id	mf	name	m_mj0	p_mj0	m_mj1	p_mj1	m_mj2	p_mj2	m_mj3	p_mj3	m_mj4	p_mj4	m_mj5	p_mj5	m_mj6	p_mj6	m_mj7	p_mj7	m_mn0_0	p_mn0_0	m_mn0_1	p_mn0_1	m_mn0_2	p_mn0_2	m_mn1_0	p_mn1_0	m_mn1_1	p_mn1_1	m_mn1_2	p_mn1_2	m_mn2_0	p_mn2_0	m_mn2_1	p_mn2_1	m_mn2_2	p_mn2_2	m_mn3_0	p_mn3_0	m_mn3_1	p_mn3_1	m_mn3_2	p_mn3_2	m_mn4_0	p_mn4_0	m_mn4_1	p_mn4_1	m_mn4_2	p_mn4_2	m_mn5_0	p_mn5_0	m_mn5_1	p_mn5_1	m_mn5_2	p_mn5_2	m_mn6_0	p_mn6_0	m_mn6_1	p_mn6_1	m_mn6_2	p_mn6_2	m_mn7_0	p_mn7_0	m_mn7_1	p_mn7_1	m_mn7_2	p_mn7_2
1028	C12H5OCl3		269.9405978	1	270.9439527	0.1297887	271.9376477	0.9598733	272.9410026	0.1245807	273.9346976	0.3071189	274.9380525	0.03986058	275.9317475	0.03275502	276.9351024	0.004251234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.9448442	0.002054994	271.9473075	0.007720679	0	0	0	0	0	0	0	0	273.9418941	0.001972534	273.9443574	0.007410873	0	0	0	0	0	0	0	0	0	0	275.9414073	0.002371166	0	0	0	0	0	0
1029	C11H4O4Cl2		269.948664	1	270.9520188	0.118973	271.9457139	0.6399155	272.9490687	0.07613268	273.9427638	0.102373	274.9461186	0.01217962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.952881	0.001523703	0	0	271.9529103	0.008219974	271.9553736	0.006433899	0	0	0	0	0	0	0	0	273.9499603	0.005260089	273.9524236	0.004117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	C10H3O7Cl		269.9567301	1	270.960085	0.1081573	271.95378	0.3199578	272.9571349	0.03460576	273.9580264	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.9609472	0.002666479	0	0	271.9609765	0.01438496	271.9634398	0.005264099	0	0	0	0	272.9643313	0.001555838	0	0	0	0	273.9604897	0.001684289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1031	C9H9O3Cl3		269.9617272	1	270.965082	0.09734155	271.9587771	0.9598733	272.9621319	0.09343556	273.955827	0.3071189	274.9591818	0.02989543	275.9528769	0.03275502	276.9562318	0.003188425	0	0	0	0	0	0	0	0	270.9659443	0.001142777	270.9680039	0.001035119	0	0	271.9659736	0.006164981	271.9684369	0.004211279	0	0	0	0	272.9629942	0.001096921	0	0	273.9630235	0.0059176	273.9654868	0.004042294	0	0	0	0	0	0	0	0	275.9600734	0.001893382	275.9625367	0.001293364	0	0	0	0	0	0
1032	C8H8O6Cl2		269.9697933	1	270.9731482	0.08652583	271.9668432	0.6399155	272.9701981	0.05536922	273.9638932	0.102373	274.967248	0.008857906	275.9681395	0.001262255	0	0	0	0	0	0	0	0	0	0	0	0	270.9740104	0.002285554	0	0	271.9740397	0.01232996	271.976503	0.003275439	0	0	272.9710603	0.001462561	272.9773946	0.00106686	0	0	273.9710896	0.007890134	273.9735529	0.002096005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1033	C12H8O3Cl2		269.9850495	1	270.9884043	0.1297887	271.9820994	0.6399155	272.9854542	0.08305383	273.9791493	0.102373	274.9825041	0.01328686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.9892666	0.001142777	0	0	271.9892959	0.006164981	271.9917592	0.007720679	0	0	0	0	0	0	0	0	273.9863458	0.003945067	273.9888091	0.004940582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	C11H7O6Cl		269.9931156	1	270.9964705	0.118973	271.9901655	0.3199578	272.9935204	0.03806634	273.9944119	0.003945067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.9973327	0.002285554	0	0	271.997362	0.01232996	271.9998253	0.006433899	0	0	0	0	273.0007168	0.001466933	0	0	0	0	273.9968752	0.002058576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1035	C10H13O2Cl3		269.9981127	1	271.0014675	0.1081573	271.9951626	0.9598733	272.9985174	0.1038173	273.9922125	0.3071189	274.9955674	0.03321715	275.9892624	0.03275502	276.9926173	0.003542695	0	0	0	0	0	0	0	0	0	0	271.0043894	0.001495172	0	0	272.0023591	0.004109987	272.0048224	0.005264099	0	0	0	0	273.0014394	0.001435176	0	0	273.999409	0.003945067	274.0018723	0.005052868	0	0	0	0	0	0	0	0	275.9964589	0.001262255	275.9989222	0.001616704	0	0	0	0	0	0
1036	C9H12O5Cl2		270.0061788	1	271.0095337	0.09734155	272.0032288	0.6399155	273.0065836	0.06229037	274.0002787	0.102373	275.0036335	0.009965144	276.004525	0.001051879	0	0	0	0	0	0	0	0	0	0	271.0103959	0.001904628	271.0124556	0.001380159	0	0	272.0104252	0.01027497	272.0128885	0.004211279	0	0	273.0074458	0.001218801	273.0137801	0.001000181	0	0	274.0074751	0.006575112	274.0099384	0.002694863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1037	C15H7O3Cl		270.0083718	1	271.0117266	0.1622359	272.0054217	0.3199578	273.0087765	0.05190864	274.0121313	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0125888	0.001142777	0	0	272.0126181	0.006164981	272.0150814	0.0122829	0	0	0	0	273.015973	0.001000181	0	0	0	0	274.0096681	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1038	C13H12O2Cl2		270.021435	1	271.0247898	0.1406045	272.0184849	0.6399155	273.0218397	0.08997498	274.0155348	0.102373	275.0188896	0.0143941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0277117	0.001380159	0	0	272.0256814	0.004109987	272.0281447	0.009124438	0	0	0	0	0	0	0	0	274.0227313	0.002630045	274.0251946	0.00583887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1039	C12H11O5Cl		270.0295011	1	271.032856	0.1297887	272.026551	0.3199578	273.0299059	0.04152691	274.0307974	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0337182	0.001904628	271.0357779	0.001265145	0	0	272.0337475	0.01027497	272.0362108	0.007720679	0	0	0	0	273.0371023	0.001333575	0	0	0	0	274.0332607	0.002470291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1040	C11H17OCl3		270.0344982	1	271.037853	0.118973	272.0315481	0.9598733	273.034903	0.114199	274.028598	0.3071189	275.0319529	0.03653886	276.0256479	0.03275502	277.0290028	0.003896964	0	0	0	0	0	0	0	0	0	0	271.040775	0.001955225	0	0	272.0387446	0.002054994	272.0412079	0.006433899	0	0	0	0	273.0378249	0.001876768	0	0	274.0357945	0.001972534	274.0382578	0.006175728	0	0	0	0	0	0	0	0	0	0	276.0353077	0.001975972	0	0	0	0	0	0
1041	C10H16O4Cl2		270.0425644	1	271.0459192	0.1081573	272.0396143	0.6399155	273.0429691	0.06921153	274.0366642	0.102373	275.040019	0.01107238	0	0	0	0	0	0	0	0	0	0	0	0	271.0467814	0.001523703	271.0488411	0.001840212	0	0	272.0468107	0.008219974	272.049274	0.005264099	0	0	0	0	273.045891	0.00117758	0	0	274.0438606	0.005260089	274.0463239	0.003368579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1042	C16H11O2Cl		270.0447573	1	271.0481121	0.1730517	272.0418072	0.3199578	273.045162	0.05536922	274.0485169	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.051034	0.001265145	0	0	272.0490037	0.004109987	272.0514669	0.0140376	0	0	0	0	0	0	0	0	0	0	274.0460536	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1043	C14H16OCl2		270.0578205	1	271.0611753	0.1514202	272.0548704	0.6399155	273.0582252	0.09689613	274.0519203	0.102373	275.0552752	0.01550134	276.05863	0.001089778	0	0	0	0	0	0	0	0	0	0	0	0	271.0640972	0.001840212	0	0	272.0620669	0.002054994	272.0645302	0.01064518	0	0	0	0	273.0611471	0.00117758	0	0	274.0591168	0.001315022	274.0615801	0.006812015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1044	C13H15O4Cl		270.0658866	1	271.0692415	0.1406045	272.0629365	0.3199578	273.0662914	0.04498749	274.0696462	0.002919435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0701037	0.001523703	271.0721634	0.001725198	0	0	272.070133	0.008219974	272.0725963	0.009124438	0	0	0	0	273.0734879	0.001155765	0	0	0	0	274.0671829	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1045	C11H20O3Cl2		270.0789499	1	271.0823047	0.118973	272.0759998	0.6399155	273.0793546	0.07613268	274.0730497	0.102373	275.0764045	0.01217962	0	0	0	0	0	0	0	0	0	0	0	0	271.0831669	0.001142777	271.0852266	0.002300265	0	0	272.0831962	0.006164981	272.0856595	0.006433899	0	0	0	0	273.0822765	0.001471975	0	0	274.0802462	0.003945067	274.0827094	0.004117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1046	C17H15OCl		270.0811428	1	271.0844976	0.1838674	272.0781927	0.3199578	273.0815475	0.0588298	274.0849024	0.005090297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0874195	0.001725198	0	0	272.0853892	0.002054994	272.0878525	0.01590928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1047	C10H19O6Cl		270.087016	1	271.0903708	0.1081573	272.0840659	0.3199578	273.0874208	0.03460576	274.0883123	0.003945067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0912331	0.002285554	271.0932928	0.002185251	0	0	272.0912624	0.01232996	272.0937257	0.005264099	0	0	0	0	273.0946172	0.001333575	0	0	0	0	274.0907756	0.001684289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1048	C14H19O3Cl		270.1022721	1	271.105627	0.1514202	272.0993221	0.3199578	273.1026769	0.04844807	274.1060317	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.1064892	0.001142777	271.1085489	0.002185251	0	0	272.1065185	0.006164981	272.1089818	0.01064518	0	0	0	0	0	0	0	0	0	0	274.1035684	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	C12H24O2Cl2		270.1153354	1	271.1186902	0.1297887	272.1123853	0.6399155	273.1157401	0.08305383	274.1094352	0.102373	275.11279	0.01328686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.1216121	0.002760317	0	0	272.1195817	0.004109987	272.122045	0.007720679	0	0	0	0	273.118662	0.00176637	0	0	274.1166317	0.002630045	274.119095	0.004940582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1050	C11H23O5Cl		270.1234015	1	271.1267564	0.118973	272.1204514	0.3199578	273.1238063	0.03806634	274.1246978	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.1276186	0.001904628	271.1296783	0.002645304	0	0	272.1276479	0.01027497	272.1301112	0.006433899	0	0	0	0	273.1310027	0.001222444	0	0	0	0	274.1271611	0.002058576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1051	C15H23O2Cl		270.1386577	1	271.1420125	0.1622359	272.1357076	0.3199578	273.1390624	0.05190864	274.1424172	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.1449344	0.002645304	0	0	272.142904	0.004109987	272.1453673	0.0122829	0	0	0	0	0	0	0	0	0	0	274.1399539	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1052	C16H27OCl		270.1750432	1	271.178398	0.1730517	272.1720931	0.3199578	273.1754479	0.05536922	274.1788028	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.1813199	0.003105357	0	0	272.1792895	0.002054994	272.1817528	0.0140376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1053	C5H5O2Cl5		271.8732178	0.6250825	272.8765726	0.03380361	273.8702677	1	274.8736225	0.05407864	275.8673176	0.6399155	276.8706725	0.03460576	277.8643675	0.2047459	279.8614174	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.8774642	0.002569081	0	0	0	0	0	0	0	0	275.8745141	0.004109987	275.8769774	0.0011698	0	0	0	0	0	0	0	0	0	0	277.871564	0.002630045	0	0	0	0	0	0
1054	C8H4O2Cl4		271.8965401	0.7813531	272.8998949	0.06760722	273.89359	1	274.8969448	0.08652583	275.8906399	0.4799366	276.8939947	0.04152691	277.8876898	0.102373	278.8910447	0.008857906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.9007865	0.003211351	273.9032498	0.002559275	0	0	0	0	0	0	0	0	275.8978364	0.004109987	275.9002997	0.003275439	0	0	0	0	0	0	0	0	277.8948863	0.001972534	277.8973496	0.001572003	0	0	0	0	0	0
1055	C9H8OCl4		271.9329256	0.7813531	272.9362804	0.07605813	273.9299755	1	274.9333303	0.09734155	275.9270254	0.4799366	276.9303803	0.04671778	277.9240753	0.102373	278.9274302	0.009965144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.937172	0.001605676	273.9396353	0.003290496	0	0	0	0	0	0	0	0	275.9342219	0.002054994	275.9366852	0.004211279	0	0	0	0	0	0	0	0	0	0	277.9337351	0.002021147	0	0	0	0	0	0
1056	C8H7O4Cl3		271.9409917	1	272.9443466	0.08652583	273.9380417	0.9598733	274.9413965	0.08305383	275.9350916	0.3071189	276.9384464	0.02657372	277.9321415	0.03275502	278.9354963	0.002834156	0	0	0	0	0	0	0	0	0	0	272.9452088	0.001523703	0	0	273.9452381	0.008219974	273.9477014	0.003275439	0	0	0	0	274.9422587	0.001462561	0	0	275.942288	0.007890134	275.9447513	0.003144007	0	0	0	0	0	0	0	0	277.9393379	0.00252451	277.9418012	0.001005949	0	0	0	0	0	0
1057	C12H7OCl3		271.9562479	1	272.9596027	0.1297887	273.9532978	0.9598733	274.9566526	0.1245807	275.9503477	0.3071189	276.9537025	0.03986058	277.9473976	0.03275502	278.9507525	0.004251234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.9604943	0.002054994	273.9629576	0.007720679	0	0	0	0	0	0	0	0	275.9575442	0.001972534	275.9600075	0.007410873	0	0	0	0	0	0	0	0	0	0	277.9570574	0.002371166	0	0	0	0	0	0
1058	C11H6O4Cl2		271.964314	1	272.9676689	0.118973	273.9613639	0.6399155	274.9647188	0.07613268	275.9584139	0.102373	276.9617687	0.01217962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.9685311	0.001523703	0	0	273.9685604	0.008219974	273.9710237	0.006433899	0	0	0	0	0	0	0	0	275.9656103	0.005260089	275.9680736	0.004117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1059	C10H5O7Cl		271.9723802	1	272.975735	0.1081573	273.9694301	0.3199578	274.9727849	0.03460576	275.9736765	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.9765973	0.002666479	0	0	273.9766266	0.01438496	273.9790899	0.005264099	0	0	0	0	274.9799814	0.001555838	0	0	0	0	275.9761398	0.001684289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	C9H11O3Cl3		271.9773773	1	272.9807321	0.09734155	273.9744272	0.9598733	274.977782	0.09343556	275.9714771	0.3071189	276.9748319	0.02989543	277.968527	0.03275502	278.9718818	0.003188425	0	0	0	0	0	0	0	0	272.9815943	0.001142777	272.983654	0.001265145	0	0	273.9816236	0.006164981	273.9840869	0.004211279	0	0	274.9786442	0.001096921	274.9807039	0.001214379	0	0	275.9786735	0.0059176	275.9811368	0.004042294	0	0	0	0	0	0	0	0	277.9757235	0.001893382	277.9781867	0.001293364	0	0	0	0	0	0
1061	C8H10O6Cl2		271.9854434	1	272.9887982	0.08652583	273.9824933	0.6399155	274.9858481	0.05536922	275.9795432	0.102373	276.9828981	0.008857906	277.9837896	0.001262255	0	0	0	0	0	0	0	0	0	0	272.9896605	0.002285554	272.9917201	0.001150132	0	0	273.9896898	0.01232996	273.9921531	0.003275439	0	0	274.9867104	0.001462561	274.9930446	0.00106686	0	0	275.9867397	0.007890134	275.989203	0.002096005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	C14H5O4Cl		271.9876363	1	272.9909912	0.1514202	273.9846862	0.3199578	274.9880411	0.04844807	275.9913959	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.9918534	0.001523703	0	0	273.9918827	0.008219974	273.994346	0.01064518	0	0	0	0	274.9952375	0.00124467	0	0	0	0	275.9889326	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1063	C12H10O3Cl2		272.0006995	1	273.0040544	0.1297887	273.9977494	0.6399155	275.0011043	0.08305383	275.9947994	0.102373	276.9981542	0.01328686	0	0	0	0	0	0	0	0	0	0	0	0	273.0049166	0.001142777	273.0069763	0.001150132	0	0	274.0049459	0.006164981	274.0074092	0.007720679	0	0	0	0	0	0	0	0	276.0019958	0.003945067	276.0044591	0.004940582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1064	C11H9O6Cl		272.0087657	1	273.0121205	0.118973	274.0058156	0.3199578	275.0091704	0.03806634	276.010062	0.003945067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0129828	0.002285554	273.0150424	0.001035119	0	0	274.0130121	0.01232996	274.0154754	0.006433899	0	0	0	0	275.0163669	0.001466933	0	0	0	0	276.0125253	0.002058576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	C10H15O2Cl3		272.0137628	1	273.0171176	0.1081573	274.0108127	0.9598733	275.0141675	0.1038173	276.0078626	0.3071189	277.0112174	0.03321715	278.0049125	0.03275502	279.0082673	0.003542695	0	0	0	0	0	0	0	0	0	0	273.0200395	0.001725198	0	0	274.0180091	0.004109987	274.0204724	0.005264099	0	0	0	0	275.0170894	0.001655972	0	0	276.0150591	0.003945067	276.0175223	0.005052868	0	0	0	0	0	0	0	0	278.012109	0.001262255	278.0145723	0.001616704	0	0	0	0	0	0
1066	C15H9O3Cl		272.0240218	1	273.0273767	0.1622359	274.0210717	0.3199578	275.0244266	0.05190864	276.0277814	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0282389	0.001142777	273.0302986	0.001035119	0	0	274.0282682	0.006164981	274.0307315	0.0122829	0	0	0	0	275.031623	0.001000181	0	0	0	0	276.0253181	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1067	C13H14O2Cl2		272.037085	1	273.0404399	0.1406045	274.034135	0.6399155	275.0374898	0.08997498	276.0311849	0.102373	277.0345397	0.0143941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0433618	0.001610185	0	0	274.0413314	0.004109987	274.0437947	0.009124438	0	0	0	0	275.0404117	0.001030382	0	0	276.0383813	0.002630045	276.0408446	0.00583887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1068	C12H13O5Cl		272.0451512	1	273.048506	0.1297887	274.0422011	0.3199578	275.0455559	0.04152691	276.0464475	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0493683	0.001904628	273.0514279	0.001495172	0	0	274.0493976	0.01027497	274.0518609	0.007720679	0	0	0	0	275.0527524	0.001333575	0	0	0	0	276.0489108	0.002470291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069	C10H18O4Cl2		272.0582144	1	273.0615693	0.1081573	274.0552643	0.6399155	275.0586192	0.06921153	276.0523142	0.102373	277.0556691	0.01107238	0	0	0	0	0	0	0	0	0	0	0	0	273.0624315	0.001523703	273.0644912	0.002070238	0	0	274.0624608	0.008219974	274.0649241	0.005264099	0	0	0	0	275.0615411	0.001324777	0	0	276.0595107	0.005260089	276.061974	0.003368579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1070	C16H13O2Cl		272.0604073	1	273.0637622	0.1730517	274.0574572	0.3199578	275.0608121	0.05536922	276.0641669	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0666841	0.001495172	0	0	274.0646537	0.004109987	274.067117	0.0140376	0	0	0	0	0	0	0	0	0	0	276.0617036	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1071	C9H17O7Cl		272.0662806	1	273.0696354	0.09734155	274.0633305	0.3199578	275.0666853	0.03114519	276.0675769	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0704976	0.002666479	273.0725573	0.001955225	0	0	274.0705269	0.01438496	274.0729902	0.004211279	0	0	0	0	275.0738818	0.001400254	0	0	0	0	276.0700401	0.001347431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1072	C14H18OCl2		272.0734706	1	273.0768254	0.1514202	274.0705205	0.6399155	275.0738753	0.09689613	276.0675704	0.102373	277.0709252	0.01550134	278.0742801	0.001089778	0	0	0	0	0	0	0	0	0	0	0	0	273.0797473	0.002070238	0	0	274.0777169	0.002054994	274.0801802	0.01064518	0	0	0	0	275.0767972	0.001324777	0	0	276.0747668	0.001315022	276.0772301	0.006812015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1073	C13H17O4Cl		272.0815367	1	273.0848915	0.1406045	274.0785866	0.3199578	275.0819415	0.04498749	276.0852963	0.002919435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.0857538	0.001523703	273.0878134	0.001955225	0	0	274.0857831	0.008219974	274.0882464	0.009124438	0	0	0	0	275.0891379	0.001155765	0	0	0	0	276.082833	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1074	C17H17OCl		272.0967928	1	273.1001477	0.1838674	274.0938428	0.3199578	275.0971976	0.0588298	276.1005524	0.005090297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.1030696	0.001955225	0	0	274.1010392	0.002054994	274.1035025	0.01590928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1075	C14H21O3Cl		272.1179222	1	273.121277	0.1514202	274.1149721	0.3199578	275.118327	0.04844807	276.1216818	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.1221393	0.001142777	273.124199	0.002415278	0	0	274.1221686	0.006164981	274.1246319	0.01064518	0	0	0	0	0	0	0	0	0	0	276.1192185	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1076	C15H25O2Cl		272.1543077	1	273.1576626	0.1622359	274.1513576	0.3199578	275.1547125	0.05190864	276.1580673	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.1605845	0.002875331	0	0	274.1585541	0.004109987	274.1610174	0.0122829	0	0	0	0	0	0	0	0	0	0	276.155604	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1077	C16H29OCl		272.1906932	1	273.1940481	0.1730517	274.1877431	0.3199578	275.191098	0.05536922	276.1944528	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.19697	0.003335383	0	0	274.1949396	0.002054994	274.1974029	0.0140376	0	0	0	0	275.1940199	0.001067182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1078	C4H3O3Cl5		273.8524824	0.6250825	274.8558372	0.02704289	275.8495323	1	276.8528871	0.04326291	277.8465822	0.6399155	278.849937	0.02768461	279.8436321	0.2047459	281.840682	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.8567287	0.003853622	0	0	0	0	276.8537493	0.001142777	0	0	0	0	277.8537786	0.006164981	0	0	0	0	0	0	0	0	0	0	279.8508286	0.003945067	0	0	0	0	281.8478785	0.001262255
1079	C8H6O2Cl4		273.9121902	0.7813531	274.915545	0.06760722	275.9092401	1	276.9125949	0.08652583	277.90629	0.4799366	278.9096448	0.04152691	279.9033399	0.102373	280.9066947	0.008857906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.9164365	0.003211351	275.9188998	0.002559275	0	0	0	0	0	0	0	0	277.9134864	0.004109987	277.9159497	0.003275439	0	0	0	0	0	0	0	0	279.9105364	0.001972534	279.9129996	0.001572003	0	0	0	0	0	0
1080	C11H5O2Cl3		273.9355124	1	274.9388673	0.118973	275.9325623	0.9598733	276.9359172	0.114199	277.9296123	0.3071189	278.9329671	0.03653886	279.9266622	0.03275502	280.930017	0.003896964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.9397588	0.004109987	275.9422221	0.006433899	0	0	0	0	0	0	0	0	277.9368087	0.003945067	277.939272	0.006175728	0	0	0	0	0	0	0	0	279.9338586	0.001262255	279.9363219	0.001975972	0	0	0	0	0	0
1081	C10H4O5Cl2		273.9435786	1	274.9469334	0.1081573	275.9406285	0.6399155	276.9439833	0.06921153	277.9376784	0.102373	278.9410332	0.01107238	279.9419248	0.001051879	0	0	0	0	0	0	0	0	0	0	0	0	274.9477957	0.001904628	0	0	275.947825	0.01027497	275.9502883	0.005264099	0	0	276.9448456	0.001218801	276.9511798	0.001111313	0	0	277.9448749	0.006575112	277.9473382	0.003368579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1082	C9H10OCl4		273.9485757	0.7813531	274.9519305	0.07605813	275.9456256	1	276.9489804	0.09734155	277.9426755	0.4799366	278.9460303	0.04671778	279.9397254	0.102373	280.9430802	0.009965144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.952822	0.001605676	275.9552853	0.003290496	0	0	0	0	276.9519023	0.001150132	0	0	277.949872	0.002054994	277.9523352	0.004211279	0	0	0	0	0	0	0	0	0	0	279.9493852	0.002021147	0	0	0	0	0	0
1083	C8H9O4Cl3		273.9566418	1	274.9599966	0.08652583	275.9536917	0.9598733	276.9570466	0.08305383	277.9507416	0.3071189	278.9540965	0.02657372	279.9477915	0.03275502	280.9511464	0.002834156	0	0	0	0	0	0	0	0	274.9608589	0.001523703	274.9629186	0.001035119	0	0	275.9608882	0.008219974	275.9633515	0.003275439	0	0	0	0	276.9579088	0.001462561	0	0	277.9579381	0.007890134	277.9604014	0.003144007	0	0	0	0	0	0	0	0	279.954988	0.00252451	279.9574513	0.001005949	0	0	0	0	0	0
1084	C12H9OCl3		273.9718979	1	274.9752528	0.1297887	275.9689479	0.9598733	276.9723027	0.1245807	277.9659978	0.3071189	278.9693526	0.03986058	279.9630477	0.03275502	280.9664025	0.004251234	0	0	0	0	0	0	0	0	0	0	274.9781747	0.001035119	0	0	275.9761443	0.002054994	275.9786076	0.007720679	0	0	0	0	0	0	0	0	277.9731942	0.001972534	277.9756575	0.007410873	0	0	0	0	0	0	0	0	0	0	279.9727074	0.002371166	0	0	0	0	0	0
1085	C11H8O4Cl2		273.9799641	1	274.9833189	0.118973	275.977014	0.6399155	276.9803688	0.07613268	277.9740639	0.102373	278.9774188	0.01217962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.9841812	0.001523703	0	0	275.9842105	0.008219974	275.9866738	0.006433899	0	0	0	0	0	0	0	0	277.9812604	0.005260089	277.9837237	0.004117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
