Na_H,-21.981945
H2NO_,0.023809
CH4O_,0.036386
C_H_5N_O2,0.94763
H_N_O,0.984016
H3NO_,1.031634
H3O_N,1.031634
C_H_2O,1.979265
N_O,1.991841
H2,2.01565
C_HNO_2S,2.99314
HON_,2.999666
H5O_N,3.047285
C_O,3.994915
H3N_O,5.015316
C4H6NO_2P_,5.086433
H_4N3O_2,5.988093
C_HN_S,6.976822
H5ON_,7.030966
C_2N_OP,8.965602
CH_NO_,9.000334
C2H3NO_2,9.03672
H_6O,9.947964
C_3H_2O3,9.969094
CH_2,9.98435
C_2H2O2,10.005479
C2H2O_,10.020735
H_3N,10.979599
CH_,10.992175
CHNO_,11.015984
C,12
H_3O,12.97144
H_N,12.995249
CH3O_N,13.031634
H_2O,13.979265
CH2,14.01565
H2N2O_,14.026883
H_SO_,14.969331
H_O,14.98709
HN,15.010899
CH3,15.023475
CH5NO_,15.047285
CH5O_N,15.047285
C_H_4O2,15.958529
O_S,15.977156
O,15.994915
HOPS_,16.00443
H2N,16.018724
CH4,16.0313
H4O_N2,16.042534
H_O2N_,16.97893
HO,17.00274
C3H_NO_2,17.00542
H3N,17.026549
CH5,17.039125
C_H_2O2,17.974179
H2O_S,17.992806
H2O,18.010565
H4N,18.034374
H6N2O_,18.058184
C_8H_9NOP2S,18.847157
HO2N_,18.99458
H3O,19.01839
H5N,19.042199
C_10H_2O5P2,19.906446
C2H_2,21.98435
CO_N2,24.011233
C3H4O_,24.036386
CH_N,24.995249
CH_2O,25.979265
C2H2,26.01565
CH2O_N2,26.026883
C2H2O2S_,26.033409
CHN,27.010899
C2H3,27.023475
C2H5O_N,27.047285
C2H5NO_,27.047285
C_4HN2OP,27.982649
CO,27.994915
N2,28.006148
C15H22O_7P_2,28.260225
H_ON,28.990164
C1H3N1,29.026549
C2H7O_1N1,29.062935
H_2S1,29.956421
H_2O2,29.974179
O1N1,29.997989
C1H2O1,30.010565
H_1S1,30.964246
H1O1N1,31.005814
C1H5N1,31.042199
O_2S2,31.954312
S1,31.972071
O2,31.989829
C1H4O_1S1,32.008456
C1H4O1,32.026215
C2H8,32.0626
H3O_1N1S1,33.003705
H2S,33.987721
H2O2,34.005479
C4H2O_1,34.020735
C3H1N1O_1,35.015984
C4H4N1P_1,35.060613
C_1H1O1P1,35.976501
C3,36
H4O2,36.021129
C5H2N5O_4P_1,37.0776
C3H5N1O_1,39.047285
C4H9N1O_2,39.08367
C_7H_2O4P2,39.911531
C2O1,39.994915
C3H4,40.0313
C4H8O_1,40.067686
C3H7N1O_1,41.062935
H_2S1C1,41.956421
C1H_2O2,41.974179
H2O1C2,42.010565
C2H2O1,42.010565
C1H2N2,42.021798
C3H6,42.04695
C1H_1O2,42.982004
C1H1O1N1,43.005814
N1H1C1O1,43.005814
C1H1N1O1,43.005814
C2H5N1,43.042199
C3H7,43.054775
C1O2,43.989829
C2H4O1,44.026215
C4H12O_1,44.098986
H_1N1O2,44.985078
C2H5O1,45.03404
C2H7N1,45.057849
H_2O3,45.969094
C1H2O2,46.005479
C1O2H2,46.005479
C2H6O1,46.041865
H1O2N1,47.000728
C1H5N1O_1S1,47.019355
O1S1,47.966985
O3,47.984744
C1H4S1,48.003371
C1H4O2,48.021129
H1O3,48.992569
C1H5O2,49.028954
H2O3,50.000394
C4H2,50.01565
C3H2N2O_1,50.026883
C4H5N1O_1,51.047285
C3H13N7O_6,51.153756
C_1H1O2P1,51.971416
C3H4N2O_1,52.042534
C5H8O_1,52.067686
C2H_1O_1N1S1,52.972405
C5H7N_1,53.051701
C_7H_4O5P2,53.890796
C_2H_2O1S2,53.923406
C3H2O1,54.010565
C3H3O1,55.01839
C7H5N1O_3,55.057455
C3H4O1,56.026215
C2H4N2,56.037448
C2H3N1O1,57.021464
C2H3O1N1,57.021464
C3H5O1,57.03404
C3H7N1,57.057849
H2C2O2,58.005479
C2H2O2,58.005479
C1H2N2O1,58.016713
C3H6O1,58.041865
C3H8N1,58.065674
C3H10N2O_1,58.089484
C2H5N1O_1S1,59.019355
C2H5N1O1,59.037114
C2H5O1N1,59.037114
C2H4O2,60.021129
C1O1H4N2,60.032363
C1H4N2O1,60.032363
C1H4O1N2,60.032363
C3H8O1,60.057515
C3H10N1,60.081324
C1H3N1S1,60.99862
C1H3N1O2,61.016378
C2H7O1N1,61.052764
C1H7N3,61.063997
C1H2O3,62.000394
C2H6S1,62.019021
C4H3O_1N2,63.034708
O2S1,63.9619
H1O2P1,63.971416
O4,63.979658
H1O4S_1P1,63.989174
C1H4O1S1,63.998285
C1H4O3,64.016044
C5H4,64.0313
C4H3N1,65.026549
H2O2S1,65.97755
H3O2P1,65.987066
H2O4,65.995309
C5H6,66.04695
H1C2N3,67.017047
C5H5N_1O1,67.030966
C4H5N1,67.042199
C3O2,67.989829
C4H4O1,68.026215
C5H8,68.0626
C4H6N1O2S_1,68.067783
C3H3N1O1,69.021464
C4H7N1,69.057849
C3H2O2,70.005479
C4H6O1,70.041865
C4H10O_1N2,70.089484
C4H10N2O_1,70.089484
C6H14O_1,70.114636
C2H1N1O2,71.000728
C3H3O2,71.013304
C3H5O1N1,71.037114
C3H5N1O1,71.037114
C4H9N1,71.073499
C5H13O_1N1,71.109885
C2O3,71.984744
C3H4O2,72.021129
C4H8O1,72.057515
C4H12N2O_1,72.105134
C2H3N1O2,73.016378
C3H7O1N1,73.052764
C2H2O3,74.000394
C3H6O2,74.036779
C8H10O_2,74.088421
C2H5N1O2,75.032028
C2H5O2N1,75.032028
C6H5N1O_1,75.047285
C1H_2N_1O5,75.955849
C2H4O3,76.016044
C6H4,76.0313
C5H3N1,77.026549
C1H7N3O1,77.058912
C5H4N1,78.034374
C5H8N3O_2,78.081993
H_1O3S1,78.94899
H_1S1O3,78.94899
O3P1,78.958505
C5H5N1,79.042199
O3S1,79.956815
H1O3P1,79.96633
C1H5O2P1,80.002716
C5H4O1,80.026215
C6H8,80.0626
S1H1O3,80.96464
H3O2N1S1,80.988449
C5H7N1,81.057849
C6H11O_1N1,81.094235
H2O3S1,81.972465
C4H2O2,82.005479
