Index,Formula,Ideal block mass,Peaks,Block mass mean,StdDev,ClusteringChainIndex, ClusteringPeakIndex,ClusteringMassError
0,,14.01565006,6,14.01565140,0.02424922,-1,25,0.00000000
1,122,227.03096300
2,183,241.04663000
3,264,255.06228000
4,360,269.07793900
30,,15.99491462,5,15.99490550,0.05134837,0,83,0.00002181
Peak,Index,Mass
0,83,213.11325900
1,134,229.10814700
2,208,245.10305800
3,304,261.09800100
4,428,277.09288100
31,,15.99491462,5,15.99489425,0.09495722,17,138,0.00000000
Peak,Index,Mass
0,85,214.08023600
1,138,230.07510900
2,211,246.07004100
3,306,262.06496600
4,432,278.05981300
32,,12.00000000,5,11.99999350,0.06284840,11,249,0.00000000
Peak,Index,Mass
0,93,216.08777200
1,128,228.08773700
2,180,240.08774300
3,249,252.08770600
4,325,264.08774600
33,,14.01565006,12,14.01565509,0.06675211,23,95,-0.00000380
Peak,Index,Mass
0,95,217.03537700
1,140,231.05102500
2,206,245.06666300
3,287,259.08230000
4,394,273.09793000
5,515,287.11357900
6,638,301.12927500
7,789,315.14490300
8,947,329.16059000
9,1118,343.17623900
10,1295,357.19185200
11,1483,371.20758300
34,,12.00000000,6,12.00000800,0.07316937,7,96,-0.00000031
Peak,Index,Mass
0,96,217.07176600
1,132,229.07173100
2,184,241.07173300
3,254,253.07177700
4,331,265.07178500
5,424,277.07180600
35,,12.00000000,5,11.99999625,0.05140670,30,134,-0.00000481
Peak,Index,Mass
0,98,217.10817100
1,134,229.10814700
2,186,241.10811500
3,256,253.10812100
4,334,265.10815600
36,,14.01565006,7,14.01566317,0.07081275,40,216,0.00000000
Peak,Index,Mass
0,100,219.03327100
1,146,233.04893500
2,216,247.06457200
3,301,261.08021500
4,409,275.09589800
5,533,289.11153400
6,662,303.12725000
37,,12.00000000,7,12.00000483,0.03525855,22,101,-0.00001387
Peak,Index,Mass
0,101,219.05101700
1,140,231.05102500
2,194,243.05101600
3,263,255.05104400
4,343,267.05101700
5,438,279.05103700
6,546,291.05104600
38,,14.01565006,8,14.01565700,0.10702327,9,227,0.00000582
Peak,Index,Mass
0,103,221.00916400
1,152,235.02481200
2,227,249.04047200
3,314,263.05611800
4,424,277.07180600
5,551,291.08737000
6,682,305.10308300
7,831,319.11876300
39,,2.01565006,7,2.01564967,0.06841291,38,103,-0.00000205
Peak,Index,Mass
0,103,221.00916400
1,107,223.02481900
2,112,225.04049300
3,123,227.05609400
4,132,229.07173100
5,141,231.08739300
6,149,233.10306200
40,,12.00000000,5,11.99999400,0.08556494,24,154,0.00000000
Peak,Index,Mass
0,108,223.06454600
1,154,235.06458000
2,216,247.06457200
3,286,259.06457100
4,372,271.06452200
41,,15.99491462,8,15.99490814,0.04259039,12,174,0.00000425
Peak,Index,Mass
0,109,223.09757500
1,174,239.09250600
2,265,255.08739100
3,373,271.08225400
4,511,287.07713500
5,654,303.07208100
6,825,319.06705000
7,1010,335.06193200
42,,14.01565006,11,14.01565430,0.05072305,9,112,0.00002682
Peak,Index,Mass
0,112,225.04049300
1,172,239.05612100
2,254,253.07177700
3,347,267.08742200
4,461,281.10302400
5,588,295.11869800
6,733,309.13432000
7,879,323.14999500
8,1042,337.16565000
9,1219,351.18133800
10,1408,365.19703600
43,,15.99491462,6,15.99490840,0.12492479,10,115,-0.00000369
Peak,Index,Mass
0,115,225.07684800
1,184,241.07173300
2,273,257.06664100
3,389,273.06148700
4,527,289.05649300
5,677,305.05139000
44,,15.99491462,7,15.99491083,0.04841606,35,186,-0.00003681
Peak,Index,Mass
0,116,225.11319200
1,186,241.10811500
2,276,257.10302800
3,394,273.09793000
4,530,289.09283800
5,681,305.08778400
6,851,321.08265700
45,,15.99491462,5,15.99490350,0.04273353,65,280,0.00000000
Peak,Index,Mass
0,118,226.08022100
1,189,242.07512700
2,280,258.07003800
3,399,274.06495000
4,537,290.05983500
46,,15.99491462,6,15.99492060,0.06290960,97,281,0.00000000
Peak,Index,Mass
0,119,226.10849500
1,190,242.10338100
2,281,258.09832100
3,400,274.09323200
4,541,290.08819700
5,694,306.08309800
47,,14.01565006,13,14.01565600,0.08920544,23,182,0.00000820
Peak,Index,Mass
0,121,227.01967100
1,182,241.03538900
2,263,255.05104400
3,359,269.06664700
4,475,283.08228400
5,602,297.09797300
6,751,311.11358100
7,901,325.12925400
8,1066,339.14496000
9,1242,353.16055000
10,1433,367.17622800
11,1617,381.19178100
12,1816,395.20754300
48,,12.00000000,5,12.00002550,0.07934017,47,121,-0.00005974
Peak,Index,Mass
0,121,227.01967100
1,171,239.01971900
2,239,251.01974300
3,310,263.01974100
4,403,275.01977300
49,,15.99491462,6,15.99489700,0.11457184,0,125,0.00004274
Peak,Index,Mass
0,125,227.12893000
1,198,243.12377400
2,289,259.11869100
3,411,275.11360100
4,555,291.10854300
5,708,307.10341500
50,,14.01565006,6,14.01564280,0.05697085,86,269,0.00000000
Peak,Index,Mass
0,126,228.05137700
1,188,242.06701700
2,269,256.08268000
3,365,270.09828700
4,484,284.11394600
5,611,298.12959100
51,,12.00000000,5,12.00000825,0.12931338,50,126,0.00000000
Peak,Index,Mass
0,126,228.05137700
1,178,240.05138300
2,246,252.05138700
3,322,264.05133400
4,414,276.05141000
52,,14.01565006,7,14.01565333,0.05020661,45,189,0.00000000
Peak,Index,Mass
0,127,228.05949100
1,189,242.07512700
2,270,256.09077200
3,366,270.10641900
4,485,284.12205400
5,612,298.13774900
6,760,312.15341100
53,,15.99491462,5,15.99489025,0.10591368,17,201,0.00000000
Peak,Index,Mass
0,129,228.09589200
1,201,244.09075400
2,293,260.08567300
3,418,276.08059900
4,560,292.07545300
54,,14.01565006,12,14.01564945,0.07324300,23,131,-0.00000680
Peak,Index,Mass
0,131,229.03537400
1,194,243.05101600
2,273,257.06664100
3,373,271.08225400
4,490,285.09798400
5,619,299.11359000
6,769,313.12925300
7,921,327.14490500
8,1090,341.16059100
9,1269,355.17621100
10,1458,369.19183200
11,1645,383.20751800
55,,14.01565006,5,14.01564500,0.03762799,91,200,0.00000000
Peak,Index,Mass
0,137,230.06699200
1,200,244.08265100
2,281,258.09832100
3,384,272.11395700
4,502,286.12957200
56,,12.00000000,6,12.00002460,0.12356891,55,137,0.00000000
Peak,Index,Mass
0,137,230.06699200
1,188,242.06701700
2,259,254.06699100
3,338,266.06709600
4,433,278.06703500
5,538,290.06711500
57,,12.00000000,7,12.00001667,0.11756618,8,141,-0.00002337
Peak,Index,Mass
0,141,231.08739300
1,196,243.08735400
2,265,255.08739100
3,347,267.08742200
4,443,279.08746000
5,551,291.08737000
6,656,303.08749300
58,,12.00000000,5,11.99998825,0.11512819,49,198,-0.00002788
Peak,Index,Mass
0,142,231.12383700
1,198,243.12377400
2,266,255.12377000
3,349,267.12379400
4,447,279.12379000
59,,14.01565006,8,14.01565329,0.10598758,31,211,0.00000000
Peak,Index,Mass
0,144,232.05435600
1,211,246.07004100
2,293,260.08567300
3,401,274.10131400
4,523,288.11702600
5,648,302.13263900
6,799,316.14818800
7,958,330.16392900
60,,12.00000000,6,12.00000260,0.08124866,7,147,0.00001607
Peak,Index,Mass
0,147,233.06669700
1,206,245.06666300
2,273,257.06664100
3,359,269.06664700
4,458,281.06665000
5,566,293.06671000
61,,15.99491462,5,15.99492000,0.05303284,24,232,0.00000000
Peak,Index,Mass
0,148,233.08528000
1,232,249.08022400
2,332,265.07513200
3,459,281.07000700
4,601,297.06496000
62,,14.01565006,6,14.01563020,0.12960314,39,149,-0.00000444
Peak,Index,Mass
0,149,233.10306200
1,219,247.11870600
2,305,261.13435700
3,412,275.15003400
4,535,289.16558900
5,664,303.18121300
63,,12.00000000,7,12.00000350,0.05594931,39,149,-0.00000444
Peak,Index,Mass
0,149,233.10306200
1,208,245.10305800
2,276,257.10302800
3,361,269.10303800
4,461,281.10302400
5,570,293.10307100
6,682,305.10308300
64,,14.01565006,6,14.01566220,0.13050942,65,150,0.00000000
Peak,Index,Mass
0,150,234.07007400
1,225,248.08568300
2,308,262.10134400
3,419,276.11691300
4,543,290.13267500
5,674,304.14838500
65,,12.00000000,5,12.00000425,0.10750356,31,211,0.00000000
Peak,Index,Mass
0,150,234.07007400
1,211,246.07004100
2,280,258.07003800
3,364,270.07001600
4,466,282.07009100
66,,2.01565006,7,2.01564900,0.08907025,38,152,-0.00000412
Peak,Index,Mass
0,152,235.02481200
1,161,237.04047000
2,172,239.05612100
3,184,241.07173300
4,196,243.08735400
5,208,245.10305800
6,219,247.11870600
67,,14.01565006,10,14.01566967,0.16715087,89,228,0.00000000
Peak,Index,Mass
0,153,235.02820500
1,228,249.04381100
2,315,263.05948400
3,425,277.07513100
4,552,291.09075100
5,683,305.10641800
6,832,319.12204100
7,995,333.13773300
8,1172,347.15338100
9,1359,361.16923200
68,,12.00000000,5,11.99998750,0.06724738,67,153,0.00000000
Peak,Index,Mass
0,153,235.02820500
1,214,247.02816500
2,284,259.02818900
3,369,271.02815600
4,471,283.02815500
69,,14.01565006,12,14.01563391,0.07400186,48,239,0.00001226
Peak,Index,Mass
0,160,237.00412600
1,239,251.01974300
2,328,265.03537000
3,438,279.05103700
4,566,293.06671000
5,704,307.08234500
6,852,321.09800700
7,1015,335.11363800
8,1196,349.12929500
9,1383,363.14496100
10,1565,377.16050500
11,1764,391.17609900
70,,2.01565006,6,2.01564100,0.08363771,69,160,0.00004533
Peak,Index,Mass
0,160,237.00412600
1,171,239.01971900
2,182,241.03538900
3,194,243.05101600
4,206,245.06666300
5,218,247.08233100
71,,14.01565006,9,14.01565988,0.09935713,61,332,0.00000000
Peak,Index,Mass
0,162,237.04385700
1,242,251.05946700
2,332,265.07513200
3,444,279.09079600
4,571,293.10640300
5,710,307.12208700
6,856,321.13774800
7,1019,335.15336600
8,1200,349.16913600
72,,15.99491462,7,15.99490700,0.05634265,10,163,0.00002531
Peak,Index,Mass
0,163,237.07687700
1,254,253.07177700
2,359,269.06664700
3,489,285.06156500
4,630,301.05648400
5,801,317.05138500
6,983,333.04631900
73,,2.01565006,5,2.01563500,0.06508520,10,163,0.00002531
Peak,Index,Mass
0,163,237.07687700
1,174,239.09250600
2,186,241.10811500
3,198,243.12377400
4,209,245.13941700
74,,15.99491462,8,15.99492571,0.09095123,12,256,-0.00003081
Peak,Index,Mass
0,165,237.11317700
1,256,253.10812100
2,361,269.10303800
3,490,285.09798400
4,635,301.09282800
5,805,317.08775800
6,988,333.08274100
7,1190,349.07765700
75,,14.01565006,7,14.01565683,0.10458783,116,246,0.00000000
Peak,Index,Mass
0,168,238.03567900
1,246,252.05138700
2,338,266.06709600
3,452,280.08269800
4,578,294.09824900
5,720,308.11390400
6,866,322.12962000
76,,2.01565006,5,2.01565150,0.07943467,75,168,0.00000000
Peak,Index,Mass
0,168,238.03567900
1,178,240.05138300
2,188,242.06701700
3,200,244.08265100
4,212,246.09828500
77,,14.01565006,7,14.01563133,0.04629729,-1,-1,0.00000000
Peak,Index,Mass
0,169,238.04730000
1,248,252.06289400
2,340,266.07849800
3,454,280.09409300
4,580,294.10981400
5,722,308.12540300
6,867,322.14108800
78,,15.99491462,5,15.99491350,0.03833804,11,170,0.00000000
Peak,Index,Mass
0,170,238.07212700
1,259,254.06699100
2,363,270.06193700
3,498,286.05681500
4,642,302.05178100
79,,14.01565006,12,14.01563682,0.08532519,48,171,-0.00001174
Peak,Index,Mass
0,171,239.01971900
1,252,253.03541400
2,343,267.05101700
3,458,281.06665000
4,584,295.08232100
5,729,309.09792600
6,877,323.11365200
7,1040,337.12925200
8,1217,351.14494100
9,1406,365.16063300
10,1592,379.17614300
11,1788,393.19172400
80,,15.99491462,6,15.99490860,0.03147637,19,172,0.00000476
Peak,Index,Mass
0,172,239.05612100
1,263,255.05104400
2,370,271.04593900
3,506,287.04085400
4,650,303.03575100
5,821,319.03066400
81,,14.01565006,8,14.01565029,0.07429983,82,173,0.00000000
Peak,Index,Mass
0,173,239.05948100
1,255,253.07515100
2,348,267.09078500
3,462,281.10640800
4,589,295.12209000
5,734,309.13767300
6,880,323.15339600
7,1043,337.16903300
82,,12.00000000,5,12.00001700,0.11368246,71,242,0.00000000
Peak,Index,Mass
0,173,239.05948100
1,242,251.05946700
2,315,263.05948400
3,407,275.05946600
4,508,287.05954900
83,,15.99491462,7,15.99491367,0.04775600,58,266,-0.00003188
Peak,Index,Mass
0,176,239.12887800
1,266,255.12377000
2,376,271.11868700
3,515,287.11357900
4,660,303.10847100
5,830,319.10343300
6,1014,335.09836000
84,,14.01565006,6,14.01562260,0.10972034,78,259,0.00000000
Peak,Index,Mass
0,178,240.05138300
1,259,254.06699100
2,353,268.08260900
3,468,282.09832300
4,597,296.11386800
5,744,310.12949600
85,,15.99491462,5,15.99489725,0.10678319,131,268,0.00000000
Peak,Index,Mass
0,179,240.05944900
1,268,256.05442000
2,381,272.04927400
3,518,288.04419100
4,665,304.03903800
86,,15.99491462,5,15.99490575,0.04410801,32,180,0.00000000
Peak,Index,Mass
0,180,240.08774300
1,269,256.08268000
2,382,272.07756300
3,520,288.07245500
4,668,304.06736600
87,,15.99491462,5,15.99491300,0.01577066,0,187,0.00000668
Peak,Index,Mass
0,187,241.14454400
1,277,257.13946200
2,397,273.13436300
3,534,289.12926900
4,686,305.12419600
88,,15.99491462,5,15.99490425,0.03737414,17,282,0.00000000
Peak,Index,Mass
0,191,242.11152400
1,282,258.10642700
2,401,274.10131400
3,542,290.09622100
4,695,306.09114100
89,,2.01565006,6,2.01566060,0.12378928,71,242,0.00000000
Peak,Index,Mass
0,193,242.99684800
1,202,245.01257100
2,214,247.02816500
3,228,249.04381100
4,242,251.05946700
5,255,253.07515100
90,,14.01565006,9,14.01564938,0.13930837,65,280,0.00000000
Peak,Index,Mass
0,199,244.05438600
1,280,258.07003800
2,383,272.08565000
3,501,286.10131800
4,627,300.11700200
5,778,314.13262700
6,932,328.14827500
7,1103,342.16380500
8,1280,356.17958100
91,,12.00000000,5,12.00001325,0.13669558,86,269,0.00000000
Peak,Index,Mass
0,200,244.08265100
1,269,256.08268000
2,353,268.08260900
3,452,280.08269800
4,561,292.08270400
92,,14.01565006,13,14.01565158,0.09977583,27,285,-0.00001449
Peak,Index,Mass
0,203,245.03028900
1,285,259.04593100
2,389,273.06148700
3,511,287.07713500
4,635,301.09282800
5,787,315.10849800
6,945,329.12414700
7,1117,343.13986500
8,1294,357.15545700
9,1482,371.17111500
10,1672,385.18682700
11,1872,399.20241200
12,2066,413.21810800
93,,12.00000000,6,12.00000120,0.03218570,92,203,-0.00000642
Peak,Index,Mass
0,203,245.03028900
1,272,257.03031000
2,357,269.03030000
3,455,281.03032300
4,564,293.03029900
5,675,305.03029500
94,,15.99491462,8,15.99490129,0.06599671,98,298,0.00000000
Peak,Index,Mass
0,204,245.04892600
1,298,261.04384300
2,421,277.03876200
3,565,293.03367000
4,724,309.02860700
5,892,325.02350800
6,1079,341.01835600
7,1281,357.01323500
95,,14.01565006,6,14.01564480,0.07693013,96,210,0.00000000
Peak,Index,Mass
0,210,246.06196000
1,292,260.07755300
2,400,274.09323200
3,522,288.10887100
4,647,302.12454300
5,798,316.14018400
96,,12.00000000,6,11.99999200,0.07286620,78,363,0.00000000
Peak,Index,Mass
0,210,246.06196000
1,279,258.06190900
2,363,270.06193700
3,465,282.06193300
4,575,294.06191100
5,691,306.06192000
97,,12.00000000,6,11.99999760,0.06422478,84,468,0.00000000
Peak,Index,Mass
0,212,246.09828500
1,281,258.09832100
2,365,270.09828700
3,468,282.09832300
4,578,294.09824900
5,696,306.09827300
98,,14.01565006,9,14.01563650,0.10507978,89,214,0.00000000
Peak,Index,Mass
0,214,247.02816500
1,298,261.04384300
2,407,275.05946600
3,529,289.07512400
4,657,303.09076100
5,807,317.10633700
6,970,331.12203800
7,1144,345.13773200
8,1327,359.15325700
99,,14.01565006,12,14.01564573,0.06017904,13,299,-0.00004355
Peak,Index,Mass
0,215,247.04592700
1,299,261.06155200
2,408,275.07718200
3,530,289.09283800
4,660,303.10847100
5,810,317.12417900
6,971,331.13985900
7,1145,345.15550700
8,1328,359.17115500
9,1512,373.18679400
10,1703,387.20238500
11,1900,401.21803000
100,,12.00000000,7,12.00000167,0.03512924,99,215,-0.00001849
Peak,Index,Mass
0,215,247.04592700
1,285,259.04593100
2,370,271.04593900
3,472,283.04592800
4,581,295.04592500
5,701,307.04595700
6,822,319.04593700
101,,15.99491462,8,15.99491129,0.06825160,40,216,0.00000000
Peak,Index,Mass
0,216,247.06457200
1,315,263.05948400
2,439,279.05438800
3,582,295.04929400
4,747,311.04422700
5,914,327.03909600
6,1106,343.03407800
7,1312,359.02895100
102,,12.00000000,7,12.00001250,0.04169906,15,218,0.00000001
Peak,Index,Mass
0,218,247.08233100
1,287,259.08230000
2,373,271.08225400
3,475,283.08228400
4,584,295.08232100
5,704,307.08234500
6,826,319.08240600
103,,12.00000000,7,12.00000950,0.04274018,62,219,-0.00001050
Peak,Index,Mass
0,219,247.11870600
1,289,259.11869100
2,376,271.11868700
3,477,283.11869100
4,588,295.11869800
5,709,307.11873200
6,831,319.11876300
104,,14.01565006,9,14.01563013,0.06812376,31,306,0.00000000
Peak,Index,Mass
0,221,248.04932200
1,306,262.06496600
2,418,276.08059900
3,542,290.09622100
4,673,304.11189100
5,818,318.12752600
6,981,332.14318400
7,1157,346.15879700
8,1342,360.17436300
105,,12.00000000,6,12.00000900,0.09483370,104,221,0.00000000
Peak,Index,Mass
0,221,248.04932200
1,291,260.04929000
2,381,272.04927400
3,481,284.04936200
4,592,296.04932700
5,715,308.04936700
106,,12.00000000,5,11.99999725,0.03404853,53,293,0.00000000
Peak,Index,Mass
0,225,248.08568300
1,293,260.08567300
2,383,272.08565000
3,483,284.08565200
4,595,296.08567200
107,,2.01565006,7,2.01564850,0.07172708,48,239,0.00001226
Peak,Index,Mass
0,226,249.00411000
1,239,251.01974300
2,252,253.03541400
3,263,255.05104400
4,273,257.06664100
5,287,259.08230000
6,304,261.09800100
108,,15.99491462,5,15.99493750,0.09512663,9,227,0.00000582
Peak,Index,Mass
0,227,249.04047200
1,328,265.03537000
2,455,281.03032300
3,599,297.02523800
4,762,313.02022200
109,,2.01565006,7,2.01564750,0.03476704,9,227,0.00000582
Peak,Index,Mass
0,227,249.04047200
1,241,251.05610700
2,254,253.07177700
3,265,255.08739100
4,276,257.10302800
5,289,259.11869100
6,305,261.13435700
110,,14.01565006,6,14.01563600,0.09399258,-1,-1,0.00000000
Peak,Index,Mass
0,229,249.05351200
1,317,263.06919800
2,427,277.08485100
3,554,291.10047100
4,685,305.11604800
5,833,319.13169200
111,,14.01565006,7,14.01562933,0.08197183,7,230,0.00002945
Peak,Index,Mass
0,230,249.06162500
1,318,263.07721600
2,428,277.09288100
3,555,291.10854300
4,686,305.12419600
5,834,319.13980300
6,996,333.15540100
112,,12.00000000,8,12.00001957,0.15745292,7,230,0.00002945
Peak,Index,Mass
0,230,249.06162500
1,299,261.06155200
2,389,273.06148700
3,489,285.06156500
4,600,297.06157600
5,725,309.06157800
6,848,321.06161200
7,984,333.06176200
113,,15.99491462,8,15.99491929,0.06230017,10,231,-0.00001769
Peak,Index,Mass
0,231,249.07683400
1,331,265.07178500
2,458,281.06665000
3,600,297.06157600
4,765,313.05648300
5,936,329.05142900
6,1131,345.04629200
7,1344,361.04126900
114,,2.01565006,5,2.01565700,0.07168626,10,231,-0.00001769
Peak,Index,Mass
0,231,249.07683400
1,243,251.09248900
2,256,253.10812100
3,266,255.12377000
4,277,257.13946200
115,,14.01565006,5,14.01564125,0.09129064,91,561,0.00000000
Peak,Index,Mass
0,235,250.03570800
1,322,264.05133400
2,433,278.06703500
3,561,292.08270400
4,696,306.09827300
116,,2.01565006,6,2.01564540,0.05538236,115,235,0.00000000
Peak,Index,Mass
0,235,250.03570800
1,246,252.05138700
2,259,254.06699100
3,269,256.08268000
4,281,258.09832100
5,294,260.11393500
117,,15.99491462,6,15.99491240,0.07319495,18,237,0.00000000
Peak,Index,Mass
0,237,250.07213400
1,338,266.06709600
2,465,282.06193300
3,606,298.05687300
4,772,314.05174300
5,950,330.04669600
118,,14.01565006,13,14.01565283,0.06150744,101,439,0.00000000
Peak,Index,Mass
0,240,251.02310400
1,329,265.03875300
2,439,279.05438800
3,567,293.07001200
4,706,307.08567500
5,853,321.10135800
6,1016,335.11694300
7,1197,349.13263800
8,1384,363.14832400
9,1566,377.16394300
10,1765,391.17951100
11,1959,405.19522200
12,2150,419.21093800
119,,12.00000000,5,11.99999450,0.05059975,118,240,0.00000000
Peak,Index,Mass
0,240,251.02310400
1,311,263.02309900
2,404,275.02310700
3,505,287.02312100
4,614,299.02308200
120,,15.99491462,5,15.99490925,0.03787139,19,241,-0.00000924
Peak,Index,Mass
0,241,251.05610700
