LowBinIndex,UpperBinIndex,PairCount,DistanceMean,DistanceStdDev,Type,Formula,FormulaDistance,ChainCount,ChainMean,ChainStdDev
629104,629179,1787,34.98949812,0.00111940,MIsotope,5 * 113_Cd,34.98971450,0,0,0.00000000
269528,269598,1777,14.99168950,0.00081580,MIsotope,3 * 101_Ru,14.99395260,0,0,0.00000000
107713,107782,1773,5.99263615,0.00064329,Isotope,64_Ni,5.99262170,0,0,0.00000000
107713,107782,1773,5.99263615,0.00064329,MIsotope,3 * 26_Mg,5.99265342,0,0,0.00000000
107713,107782,1773,5.99263615,0.00064329,MIsotope,2 * 43_Ca,5.99235120,0,0,0.00000000
864097,864131,1769,48.05746105,0.00024193,MIsotope,8 * 186_W,48.06124800,0,0,0.00000000
90160,90214,1769,5.01562140,0.00071815,MIsotope,5 * 13_C,5.01677419,0,0,0.00000000
198176,198261,1740,11.02407712,0.00112424,Isotope,222_Rn,11.02698550,0,0,0.00000000
323485,323555,1737,17.99259962,0.00070593,MIsotope,3 * 130_Xe,17.99283630,0,0,0.00000000
269369,269425,1725,14.98239151,0.00056328,MIsotope,5 * 43_Ca,14.98087800,0,0,0.00000000
269369,269425,1725,14.98239151,0.00056328,MIsotope,3 * 83_Kr,14.98125000,0,0,0.00000000
125876,125926,1721,7.00214827,0.00051308,MIsotope,7 * 40_K,7.00204239,0,0,0.00000000
377450,377487,1703,20.99270663,0.00042896,MIsotope,3 * 113_Cd,20.99382870,0,0,0.00000000
54261,54308,1701,3.01880887,0.00047786,MIsotope,3 * 2_H Deuterium,3.01883024,0,0,0.00000000
359873,359954,1696,20.01613820,0.00127078,MIsotope,5 * 194_Pt,20.01367000,7,20.01572696,0.00044485
359873,359954,1696,20.01613820,0.00127078,MIsotope,4 * 157_Gd,20.01667600,7,20.01572696,0.00044485
359873,359954,1696,20.01613820,0.00127078,MIsotope,2 * 154_Sm,20.02042000,7,20.01572696,0.00044485
449547,449625,1693,25.00346860,0.00109443,MIsotope,5 * 125_Te,25.00202350,0,0,0.00000000
89993,90069,1693,5.00688479,0.00121220,Isotope,179_Hf,5.00577510,0,0,0.00000000
89993,90069,1693,5.00688479,0.00121220,MIsotope,1 / 2 * 154_Sm,5.00510500,0,0,0.00000000
216062,216134,1666,12.01803876,0.00073617,MIsotope,4 * 145_Nd,12.01940000,16,12.01820975,0.00055834
216062,216134,1666,12.01803876,0.00073617,MIsotope,3 * 146_Nd,12.01617900,16,12.01820975,0.00055834
35880,35951,1656,1.99758477,0.00074420,Isotope,26_Mg,1.99755114,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,2 * 139_La,1.99848200,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 2 * 50_Ti,1.99608130,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 2 * 40_Ar,1.99741842,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 2 * 134_Ba,1.99909650,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 2 * 124_Te,1.99939975,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 3 * 64_Ni,1.99754057,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 3 * 70_Zn,1.99872613,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 3 * 130_Xe,1.99920403,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 4 * 48_Ca,1.99748570,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 4 * 82_Se,1.99855585,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 4 * 120_Sn,1.99934390,26,1.99747737142857,0.00059048
35880,35951,1656,1.99758477,0.00074420,MIsotope,1 / 5 * 122_Sn,1.99972382,26,1.99747737142857,0.00059048
863115,863171,1622,48.00330759,0.00048760,MIsotope,6 * 128_Te,48.00264840,0,0,0.00000000
53266,53316,1609,2.96360961,0.00068530,MIsotope,3 * 4_He,2.95972182,0,0,0.00000000
251652,251723,1588,13.99746445,0.00076172,MIsotope,2 * 113_Cd,13.99588580,66,13.9974890180996,0.00055909
251652,251723,1588,13.99746445,0.00076172,MIsotope,2 * 119_Sn,13.99697600,66,13.9974890180996,0.00055909
251652,251723,1588,13.99746445,0.00076172,MIsotope,2 * 137_Ba,13.99902200,66,13.9974890180996,0.00055909
755681,755751,1552,42.02869242,0.00074905,MIsotope,7 * 158_Gd,42.03019100,64,42.0287633097015,0.00052394
143781,143821,1549,7.99741554,0.00042571,Isotope,120_Sn,7.99737560,68,7.99746101246106,0.00035765
143781,143821,1549,7.99741554,0.00042571,MIsotope,2 * 134_Ba,7.99638600,68,7.99746101246106,0.00035765
90495,90547,1546,5.03434517,0.00051398,MIsotope,5 * 2_H Deuterium,5.03138373,0,0,0.00000000
108193,108237,1526,6.01827162,0.00042979,MIsotope,6 * 13_C,6.02012903,61,6.01826052132702,0.00033977
71954,71996,1521,4.00270576,0.00043411,Isotope,194_Pt,4.00273400,8,4.00265970833333,0.00024483
71954,71996,1521,4.00270576,0.00043411,MIsotope,1 / 2 * 164_Dy,4.00244650,8,4.00265970833333,0.00024483
629252,629301,1509,34.99705867,0.00052117,MIsotope,5 * 137_Ba,34.99755500,0,0,0.00000000
161616,161668,1498,8.98942671,0.00053547,MIsotope,3 * 43_Ca,8.98852680,0,0,0.00000000
161678,161713,1495,8.99260739,0.00040479,MIsotope,9 * 139_La,8.99316900,0,0,0.00000000
252304,252377,1490,14.03376058,0.00077393,MIsotope,7 * 239_Np,14.03334870,51,14.0338816529412,0.00055632
359557,359590,1490,19.99750984,0.00041386,MIsotope,5 * 124_Te,19.99399750,54,19.9974980368664,0.00032142
359557,359590,1490,19.99750984,0.00041386,MIsotope,2 * 122_Sn,19.99723820,54,19.9974980368664,0.00032142
539910,539981,1489,30.02882251,0.00075515,MIsotope,3 * 154_Sm,30.03063000,40,30.0287587922078,0.00048692
648264,648307,1487,36.05414715,0.00031015,MIsotope,9 * 146_Nd,36.04853700,0,0,0.00000000
755026,755095,1470,41.99237583,0.00075796,MIsotope,6 * 119_Sn,41.99092800,68,41.9924304237288,0.00056413
180019,180060,1464,10.01297832,0.00044362,MIsotope,5 * 147_Pm,10.01195000,0,0,0.00000000
180019,180060,1464,10.01297832,0.00044362,MIsotope,2 * 179_Hf,10.01155020,0,0,0.00000000
107991,108027,1464,6.00719540,0.00028903,Isotope,186_W,6.00765600,0,0,0.00000000
107991,108027,1464,6.00719540,0.00028903,MIsotope,3 * 147_Pm,6.00717000,0,0,0.00000000
107991,108027,1464,6.00719540,0.00028903,MIsotope,2 * 183_W,6.00703700,0,0,0.00000000
431388,431426,1463,23.99224888,0.00042277,MIsotope,3 * 120_Sn,23.99212680,0,0,0.00000000
862471,862521,1445,47.96701464,0.00038034,MIsotope,8 * 70_Zn,47.96942720,0,0,0.00000000
629757,629812,1442,35.02533360,0.00079335,MIsotope,7 * 157_Gd,35.02918300,0,0,0.00000000
629757,629812,1442,35.02533360,0.00079335,MIsotope,5 * 163_Dy,35.02225000,0,0,0.00000000
898969,899048,1423,49.99742174,0.00091160,MIsotope,5 * 122_Sn,49.99309550,0,0,0.00000000
377594,377645,1422,21.00101816,0.00081877,MIsotope,7 * 105_Pd,20.99633200,0,0,0.00000000
125728,125778,1416,6.99396526,0.00079925,MIsotope,7 * 139_La,6.99468700,0,0,0.00000000
215609,215649,1404,11.99211632,0.00039924,MIsotope,2 * 70_Zn,11.99235680,0,0,0.00000000
647011,647053,1393,35.98462489,0.00036904,MIsotope,9 * 134_Ba,35.98373700,0,0,0.00000000
647011,647053,1393,35.98462489,0.00036904,MIsotope,6 * 130_Xe,35.98567260,0,0,0.00000000
287718,287767,1386,16.00276145,0.00046208,MIsotope,2 * 100_Mo,16.00133400,0,0,0.00000000
143986,144028,1374,8.00847883,0.00033624,Isotope,176_Yb,8.00867400,0,0,0.00000000
575982,576019,1372,32.03403437,0.00039411,MIsotope,4 * 176_Yb,32.03469600,0,0,0.00000000
432041,432078,1362,24.02869177,0.00043092,MIsotope,8 * 183_W,24.02814800,7,24.0287893809524,0.00016509
432041,432078,1362,24.02869177,0.00043092,MIsotope,4 * 186_W,24.03062400,7,24.0287893809524,0.00016509
880968,881025,1349,48.99602290,0.00085408,MIsotope,7 * 137_Ba,48.99657700,0,0,0.00000000
179579,179605,1344,9.98769939,0.00020478,MIsotope,5 * 26_Mg,9.98775570,0,0,0.00000000
125934,125993,1333,7.00542247,0.00058955,Isotope,163_Dy,7.00445000,0,0,0.00000000
126231,126288,1318,7.02170195,0.00082144,MIsotope,7 * 13_C,7.02348386,0,0,0.00000000
250999,251069,1308,13.96118247,0.00076068,MIsotope,7 * 52_Cr,13.96123610,0,0,0.00000000
107859,107907,1308,5.99991630,0.00079357,Isotope,126_Te,5.99928550,16,6.00006998412699,0.00055722
107859,107907,1308,5.99991630,0.00079357,MIsotope,6 * 40_K,6.00175062,16,6.00006998412699,0.00055722
107859,107907,1308,5.99991630,0.00079357,MIsotope,2 * 105_Pd,5.99895200,16,6.00006998412699,0.00055722
107859,107907,1308,5.99991630,0.00079357,MIsotope,1 / 2 * 124_Sn,6.00022680,16,6.00006998412699,0.00055722
431588,431611,1295,24.00330527,0.00017773,MIsotope,3 * 100_Mo,24.00200100,0,0,0.00000000
718989,719024,1284,39.98705549,0.00038400,MIsotope,5 * 120_Sn,39.98687800,0,0,0.00000000
431709,431756,1260,24.01072970,0.00076693,MIsotope,4 * 162_Dy,24.01006800,0,0,0.00000000
107687,107711,1258,5.98949787,0.00021013,MIsotope,2 * 53_Cr,5.98920840,0,0,0.00000000
143654,143677,1256,7.98980283,0.00019196,Isotope,48_Ca,7.98994280,0,0,0.00000000
143654,143677,1256,7.98980283,0.00019196,MIsotope,4 * 26_Mg,7.99020456,0,0,0.00000000
143654,143677,1256,7.98980283,0.00019196,MIsotope,2 * 40_Ar,7.98967369,0,0,0.00000000
143129,143165,1256,7.96097468,0.00040458,MIsotope,8 * 11_B,7.97094800,0,0,0.00000000
179697,179741,1253,9.99511676,0.00075144,MIsotope,2 * 101_Ru,9.99596840,0,0,0.00000000
162335,162367,1240,9.02904267,0.00042229,MIsotope,9 * 13_C,9.03019354,0,0,0.00000000
125235,125267,1239,6.96576114,0.00042455,MIsotope,7 * 11_B,6.97457950,0,0,0.00000000
288549,288619,1226,16.04948724,0.00077704,MIsotope,4 * 242_Pu,16.03673360,0,0,0.00000000
323633,323682,1221,17.99981292,0.00076593,MIsotope,6 * 105_Pd,17.99685600,0,0,0.00000000
323633,323682,1221,17.99981292,0.00076593,MIsotope,3 * 126_Te,17.99785650,0,0,0.00000000
288379,288419,1220,16.03920839,0.00037430,MIsotope,8 * 239_Np,16.03811280,0,0,0.00000000
54058,54095,1213,3.00748144,0.00039100,Isotope,241_Pu,3.00729190,0,0,0.00000000
54058,54095,1213,3.00748144,0.00039100,MIsotope,1 / 2 * 244_Pu,3.00732230,0,0,0.00000000
54058,54095,1213,3.00748144,0.00039100,MIsotope,1 / 3 * 220_Rn,3.00693303,0,0,0.00000000
378040,378089,1194,21.02587471,0.00054638,MIsotope,7 * 183_W,21.02462950,0,0,0.00000000
324432,324453,1192,18.04363805,0.00016901,MIsotope,3 * 244_Pu,18.04393380,0,0,0.00000000
503212,503252,1189,27.98695015,0.00036271,MIsotope,7 * 134_Ba,27.98735100,0,0,0.00000000
216268,216304,1184,12.02858906,0.00041217,MIsotope,6 * 239_Np,12.02858460,0,0,0.00000000
216268,216304,1184,12.02858906,0.00041217,MIsotope,2 * 244_Pu,12.02928920,0,0,0.00000000
323778,323800,1169,18.00726620,0.00017376,MIsotope,3 * 162_Dy,18.00755100,0,0,0.00000000
359216,359267,1166,19.97920301,0.00080533,MIsotope,4 * 83_Kr,19.97500000,0,0,0.00000000
719315,719363,1159,40.00577532,0.00071629,MIsotope,8 * 125_Te,40.00323760,0,0,0.00000000
719315,719363,1159,40.00577532,0.00071629,MIsotope,5 * 100_Mo,40.00333500,0,0,0.00000000
215939,215989,1132,12.01086340,0.00071766,MIsotope,4 * 155_Gd,12.01132400,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,Isotope,239_Np,2.00476410,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,2 * 13_C,2.00670968,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,1 / 2 * 146_Nd,2.00269650,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,1 / 2 * 242_Pu,2.00459170,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,1 / 3 * 148_Nd,2.00305667,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,1 / 3 * 244_Pu,2.00488153,0,0,0.00000000
36029,36075,1129,2.00478214,0.00069614,MIsotope,1 / 4 * 150_Nd,2.00329200,0,0,0.00000000
629401,629457,1115,35.00515266,0.00058952,MIsotope,7 * 125_Te,35.00283290,0,0,0.00000000
755500,755551,1112,42.01844950,0.00050038,MIsotope,7 * 162_Dy,42.01761900,0,0,0.00000000
71763,71789,1105,3.99162518,0.00018234,Isotope,50_Ti,3.99216260,0,0,0.00000000
126680,126732,1104,7.04663692,0.00054982,MIsotope,7 * 2_H Deuterium,7.04393722,0,0,0.00000000
288046,288089,1081,16.02042378,0.00067386,MIsotope,8 * 147_Pm,16.01912000,0,0,0.00000000
215287,215334,1069,11.97452395,0.00067798,MIsotope,3 * 50_Ti,11.97648780,0,0,0.00000000
539401,539452,1052,29.99968308,0.00070484,MIsotope,5 * 126_Te,29.99642750,0,0,0.00000000
577156,577180,1040,32.09894692,0.00018324,MIsotope,8 * 242_Pu,32.07346720,0,0,0.00000000
161522,161578,1026,8.98459344,0.00063114,MIsotope,3 * 53_Cr,8.98381260,0,0,0.00000000
161944,161987,1024,9.00788773,0.00074646,MIsotope,3 * 155_Gd,9.00849300,0,0,0.00000000
646506,646542,1021,35.95589867,0.00040863,MIsotope,6 * 64_Ni,35.95573020,0,0,0.00000000
863067,863101,1016,48.00003954,0.00024547,MIsotope,8 * 126_Te,47.99428400,0,0,0.00000000
863067,863101,1016,48.00003954,0.00024547,MIsotope,4 * 124_Sn,48.00181440,0,0,0.00000000
540059,540103,1016,30.03604275,0.00064893,MIsotope,5 * 186_W,30.03828000,0,0,0.00000000
287067,287105,987,15.96629766,0.00043681,MIsotope,4 * 50_Ti,15.96865040,0,0,0.00000000
180228,180249,979,10.02402724,0.00017282,MIsotope,5 * 239_Np,10.02382050,0,0,0.00000000
754906,754953,977,41.98515749,0.00061043,MIsotope,6 * 113_Cd,41.98765740,0,0,0.00000000
594844,594897,970,33.08322433,0.00061986,MIsotope,3 * 222_Rn,33.08095650,0,0,0.00000000
576305,576347,967,32.05176707,0.00069284,MIsotope,4 * 150_Nd,32.05267200,0,0,0.00000000
718661,718705,952,39.96945118,0.00065274,MIsotope,5 * 82_Se,39.97111700,0,0,0.00000000
503812,503860,949,28.02035324,0.00061019,MIsotope,7 * 194_Pt,28.01913800,0,0,0.00000000
503812,503860,949,28.02035324,0.00061019,MIsotope,4 * 163_Dy,28.01780000,0,0,0.00000000
288094,288147,905,16.02341804,0.00055336,MIsotope,4 * 146_Nd,16.02157200,0,0,0.00000000
35759,35807,886,1.99023961,0.00055453,MIsotope,2 * 11_B,1.99273700,0,0,0.00000000
484870,484903,886,26.96660680,0.00033893,MIsotope,9 * 43_Ca,26.96558040,0,0,0.00000000
36080,36120,882,2.00763671,0.00036722,Isotope,3_T Tritium,2.00822424,0,0,0.00000000
215892,215934,877,12.00800338,0.00039398,MIsotope,3 * 194_Pt,12.00820200,0,0,0.00000000
215892,215934,877,12.00800338,0.00039398,MIsotope,2 * 158_Gd,12.00862600,0,0,0.00000000
502361,502415,873,27.94040785,0.00063121,MIsotope,7 * 50_Ti,27.94513820,0,0,0.00000000
162178,162222,870,9.02094092,0.00056244,Isotope,220_Rn,9.02079910,0,0,0.00000000
162178,162222,870,9.02094092,0.00056244,MIsotope,3 * 241_Pu,9.02187570,0,0,0.00000000
755172,755220,862,41.99961799,0.00062719,MIsotope,7 * 126_Te,41.99499850,0,0,0.00000000
432245,432266,852,24.03967715,0.00017686,MIsotope,3 * 150_Nd,24.03950400,0,0,0.00000000
539790,539830,848,30.02152841,0.00056758,MIsotope,5 * 158_Gd,30.02156500,0,0,0.00000000
880762,880800,807,48.98427597,0.00046011,MIsotope,7 * 113_Cd,48.98560030,0,0,0.00000000
808799,808828,800,44.98165000,0.00039842,MIsotope,9 * 101_Ru,44.98185780,0,0,0.00000000
504994,505033,762,28.08570017,0.00046164,MIsotope,7 * 242_Pu,28.06428380,0,0,0.00000000
179958,180004,760,10.00967669,0.00051400,Isotope,154_Sm,10.01021000,0,0,0.00000000
89792,89822,752,4.99458803,0.00040162,Isotope,83_Kr,4.99375000,0,0,0.00000000
575388,575419,748,32.00085443,0.00040400,MIsotope,4 * 128_Te,32.00176560,0,0,0.00000000
540713,540756,746,30.07233517,0.00057396,MIsotope,5 * 244_Pu,30.07322300,0,0,0.00000000
324020,324069,733,18.02158316,0.00054550,MIsotope,9 * 147_Pm,18.02151000,0,0,0.00000000
324020,324069,733,18.02158316,0.00054550,MIsotope,6 * 183_W,18.02111100,0,0,0.00000000
324020,324069,733,18.02158316,0.00054550,MIsotope,3 * 186_W,18.02296800,0,0,0.00000000
376945,376968,732,20.96405898,0.00023392,MIsotope,7 * 53_Cr,20.96222940,0,0,0.00000000
431975,432015,719,24.02531745,0.00049698,MIsotope,3 * 176_Yb,24.02602200,0,0,0.00000000
161989,162019,714,9.01004540,0.00033279,MIsotope,3 * 183_W,9.01055550,0,0,0.00000000
17740,17771,688,0.98731099,0.00032026,Isotope,4_He,0.98657394,0,0,0.00000000
72011,72043,685,4.00591382,0.00041275,Isotope,146_Nd,4.00539300,0,0,0.00000000
72011,72043,685,4.00591382,0.00041275,MIsotope,2 * 147_Pm,4.00478000,0,0,0.00000000
72011,72043,685,4.00591382,0.00041275,MIsotope,1 / 2 * 150_Nd,4.00658400,0,0,0.00000000
719992,720015,685,40.04259708,0.00020408,MIsotope,5 * 176_Yb,40.04337000,0,0,0.00000000
756484,756518,677,42.07224831,0.00040711,MIsotope,7 * 148_Nd,42.06419000,0,0,0.00000000
719938,719964,676,40.03939475,0.00024463,MIsotope,4 * 154_Sm,40.04084000,0,0,0.00000000
757004,757047,668,42.10129299,0.00047693,MIsotope,7 * 244_Pu,42.10251220,0,0,0.00000000
754265,754299,665,41.94895743,0.00037580,MIsotope,7 * 64_Ni,41.94835190,0,0,0.00000000
754872,754898,650,41.98228137,0.00025517,MIsotope,7 * 130_Xe,41.98328470,0,0,0.00000000
864563,864604,646,48.08305932,0.00070213,MIsotope,8 * 148_Nd,48.07336000,0,0,0.00000000
179306,179356,644,9.97333511,0.00058529,MIsotope,5 * 52_Cr,9.97231150,0,0,0.00000000
430577,430622,633,23.94803367,0.00060409,MIsotope,6 * 50_Ti,23.95297560,0,0,0.00000000
431321,431363,629,23.98889830,0.00048880,MIsotope,6 * 134_Ba,23.98915800,0,0,0.00000000
431321,431363,629,23.98889830,0.00048880,MIsotope,4 * 130_Xe,23.99044840,0,0,0.00000000
108125,108169,621,6.01462404,0.00066744,Isotope,244_Pu,6.01464460,0,0,0.00000000
108125,108169,621,6.01462404,0.00066744,MIsotope,3 * 239_Np,6.01429230,0,0,0.00000000
108125,108169,621,6.01462404,0.00066744,MIsotope,2 * 241_Pu,6.01458380,0,0,0.00000000
107596,107630,607,5.98505287,0.00043478,MIsotope,3 * 52_Cr,5.98338690,0,0,0.00000000
718936,718967,579,39.98382284,0.00037802,MIsotope,8 * 101_Ru,39.98387360,0,0,0.00000000
863645,863674,570,48.03212325,0.00039829,MIsotope,8 * 158_Gd,48.03450400,0,0,0.00000000
863645,863674,570,48.03212325,0.00039829,MIsotope,6 * 164_Dy,48.02935800,0,0,0.00000000
538749,538772,565,29.96288676,0.00020305,MIsotope,5 * 64_Ni,29.96310850,0,0,0.00000000
756095,756109,562,42.05023993,0.00013149,MIsotope,7 * 186_W,42.05359200,0,0,0.00000000
143729,143757,522,7.99415894,0.00040163,Isotope,82_Se,7.99422340,0,0,0.00000000
143729,143757,522,7.99415894,0.00040163,MIsotope,8 * 139_La,7.99392800,0,0,0.00000000
143452,143470,510,7.97849435,0.00019596,MIsotope,4 * 52_Cr,7.97784920,0,0,0.00000000
647762,647791,495,36.02556168,0.00041127,MIsotope,9 * 194_Pt,36.02460600,0,0,0.00000000
647762,647791,495,36.02556168,0.00041127,MIsotope,6 * 158_Gd,36.02587800,0,0,0.00000000
648413,648444,472,36.06195406,0.00041431,MIsotope,6 * 148_Nd,36.05502000,0,0,0.00000000
377567,377592,470,20.99884066,0.00022687,MIsotope,7 * 105_Pd,20.99633200,0,0,0.00000000
377567,377592,470,20.99884066,0.00022687,MIsotope,3 * 137_Ba,20.99853300,0,0,0.00000000
89969,89983,454,5.00393009,0.00015672,Isotope,157_Gd,5.00416900,0,0,0.00000000
629814,629834,437,35.02736900,0.00020092,MIsotope,7 * 157_Gd,35.02918300,0,0,0.00000000
629814,629834,437,35.02736900,0.00020092,MIsotope,5 * 163_Dy,35.02225000,0,0,0.00000000
144790,144804,424,8.05279249,0.00016631,MIsotope,8 * 2_H Deuterium,8.05021397,0,0,0.00000000
53981,54001,421,3.00283681,0.00021068,Isotope,155_Gd,3.00283100,0,0,0.00000000
198272,198288,415,11.02734167,0.00017270,Isotope,222_Rn,11.02698550,0,0,0.00000000
216141,216157,408,12.02106130,0.00014939,MIsotope,2 * 148_Nd,12.01834000,0,0,0.00000000
594651,594673,403,33.07162029,0.00021651,MIsotope,3 * 222_Rn,33.08095650,0,0,0.00000000
809768,809785,393,45.03523477,0.00016131,MIsotope,9 * 157_Gd,45.03752100,0,0,0.00000000
360158,360185,378,20.03071399,0.00038730,MIsotope,5 * 146_Nd,20.02696500,0,0,0.00000000
35858,35872,362,1.99458662,0.00013675,Isotope,52_Cr,1.99446230,0,0,0.00000000
215488,215503,356,11.98469509,0.00015910,MIsotope,3 * 40_Ar,11.98451053,0,0,0.00000000
107921,107938,356,6.00247651,0.00017572,Isotope,162_Dy,6.00251700,0,0,0.00000000
71883,71897,354,3.99817947,0.00014662,Isotope,134_Ba,3.99819300,0,0,0.00000000
881745,881765,351,49.03820833,0.00019897,MIsotope,7 * 163_Dy,49.03115000,0,0,0.00000000
144075,144089,318,8.01314079,0.00015553,Isotope,150_Nd,8.01316800,0,0,0.00000000
270108,270121,313,15.02227572,0.00012969,MIsotope,5 * 145_Nd,15.02425000,0,0,0.00000000
287871,287888,312,16.01024114,0.00015525,MIsotope,2 * 164_Dy,16.00978600,0,0,0.00000000
70994,71009,311,3.94878043,0.00016366,MIsotope,4 * 4_He,3.94629576,0,0,0.00000000
18092,18104,308,1.00662634,0.00013094,Isotope,2_H Deuterium,1.00627675,0,0,0.00000000
431478,431493,293,23.99675821,0.00016305,MIsotope,6 * 124_Te,23.99279700,0,0,0.00000000
144399,144415,287,8.03099828,0.00017515,MIsotope,4 * 3_T Tritium,8.03289694,0,0,0.00000000
53870,53887,286,2.99636144,0.00017463,Isotope,43_Ca,2.99617560,0,0,0.00000000
53870,53887,286,2.99636144,0.00017463,MIsotope,1 / 2 * 64_Ni,2.99631085,0,0,0.00000000
144383,144397,282,8.03022443,0.00016426,MIsotope,4 * 3_T Tritium,8.03289694,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,Isotope,40_K,1.00029177,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 2 * 147_Pm,1.00119500,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 3 * 105_Pd,0.99982533,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 3 * 155_Gd,1.00094367,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 3 * 183_W,1.00117283,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 4 * 134_Ba,0.99954825,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 4 * 124_Te,0.99969988,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 4 * 194_Pt,1.00068350,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 5 * 101_Ru,0.99959684,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 5 * 125_Te,1.00008094,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 5 * 157_Gd,1.00083380,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 70_Zn,0.99936307,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 130_Xe,0.99960202,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 126_Te,0.99988092,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 162_Dy,1.00041950,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 158_Gd,1.00071883,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 6 * 186_W,1.00127600,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 7 * 113_Cd,0.99970613,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 7 * 119_Sn,0.99978400,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 7 * 137_Ba,0.99993014,0,0,0.00000000
17978,17999,271,1.00025583,0.00036127,MIsotope,1 / 7 * 163_Dy,1.00063571,0,0,0.00000000
71902,71923,265,3.99939257,0.00034759,Isotope,124_Te,3.99879950,0,0,0.00000000
71902,71923,265,3.99939257,0.00034759,MIsotope,1 / 2 * 120_Sn,3.99868780,0,0,0.00000000
71902,71923,265,3.99939257,0.00034759,MIsotope,1 / 2 * 128_Te,4.00022070,0,0,0.00000000
71902,71923,265,3.99939257,0.00034759,MIsotope,1 / 3 * 124_Sn,4.00015120,0,0,0.00000000
861974,861989,251,47.93861990,0.00016943,MIsotope,6 * 48_Ca,47.93965680,0,0,0.00000000
216591,216609,250,12.04611799,0.00018209,MIsotope,6 * 3_T Tritium,12.04934541,0,0,0.00000000
648819,648831,223,36.08408128,0.00015305,MIsotope,4 * 220_Rn,36.08319640,0,0,0.00000000
143860,143873,218,8.00105115,0.00015121,Isotope,100_Mo,8.00066700,0,0,0.00000000
143625,143652,215,7.98839744,0.00045606,MIsotope,2 * 40_Ar,7.98967369,0,0,0.00000000
143847,143858,213,8.00032084,0.00013443,Isotope,128_Te,8.00044140,0,0,0.00000000
360141,360156,211,20.02946416,0.00016833,MIsotope,5 * 146_Nd,20.02696500,0,0,0.00000000
358849,358869,210,19.95769732,0.00031401,MIsotope,5 * 50_Ti,19.96081300,0,0,0.00000000
323260,323283,210,17.97858524,0.00036216,MIsotope,9 * 26_Mg,17.97796026,0,0,0.00000000
323260,323283,210,17.97858524,0.00036216,MIsotope,6 * 43_Ca,17.97705360,0,0,0.00000000
323260,323283,210,17.97858524,0.00036216,MIsotope,3 * 64_Ni,17.97786510,0,0,0.00000000
504197,504216,206,28.04108747,0.00024292,MIsotope,7 * 146_Nd,28.03775100,0,0,0.00000000
430795,430808,195,23.95884730,0.00014657,MIsotope,8 * 53_Cr,23.95683360,0,0,0.00000000
