LowBinIndex,UpperBinIndex,PairCount,DistanceMean,DistanceStdDev,Type,Formula,FormulaDistance,ChainCount,ChainMean,ChainStdDev
107833,107848,195,5.99751122,0.00014868,Isotope,130_Xe,5.99761210,0,0,0.00000000
143875,143889,192,8.00185315,0.00016465,MIsotope,8 * 40_K,8.00233416,0,0,0.00000000
359847,359863,191,20.01315920,0.00016691,MIsotope,5 * 194_Pt,20.01367000,0,0,0.00000000
269964,269975,182,15.01422098,0.00012294,MIsotope,5 * 155_Gd,15.01415500,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 2 * 26_Mg,0.99877557,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 3 * 53_Cr,0.99820140,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 3 * 43_Ca,0.99872520,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 4 * 40_Ar,0.99870921,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 5 * 83_Kr,0.99875000,0,0,0.00000000
17948,17959,177,0.99855036,0.00013374,MIsotope,1 / 6 * 64_Ni,0.99877028,0,0,0.00000000
629193,629207,175,34.99267643,0.00017700,MIsotope,5 * 119_Sn,34.99244000,0,0,0.00000000
449028,449038,173,24.97267865,0.00013806,MIsotope,5 * 83_Kr,24.96875000,0,0,0.00000000
89925,89936,156,5.00147962,0.00013931,MIsotope,5 * 40_K,5.00145885,0,0,0.00000000
89925,89936,156,5.00147962,0.00013931,MIsotope,1 / 2 * 130_Te,5.00110140,0,0,0.00000000
2552,2564,151,0.14222293,0.00015010,MIsotope,1 / 7 * 11_B,0.14233836,0,0,0.00000000
125815,125831,147,6.99771084,0.00020536,Isotope,113_Cd,6.99794290,0,0,0.00000000
647744,647760,147,36.02436420,0.00020039,MIsotope,9 * 194_Pt,36.02460600,0,0,0.00000000
647744,647760,147,36.02436420,0.00020039,MIsotope,6 * 158_Gd,36.02587800,0,0,0.00000000
486072,486080,131,27.03276754,0.00010896,MIsotope,9 * 183_W,27.03166650,0,0,0.00000000
431465,431476,127,23.99596702,0.00013966,MIsotope,6 * 124_Te,23.99279700,0,0,0.00000000
215681,215691,127,11.99525353,0.00012182,MIsotope,2 * 130_Xe,11.99522420,0,0,0.00000000
215375,215396,117,11.97853682,0.00038387,MIsotope,4 * 53_Cr,11.97841680,0,0,0.00000000
630198,630209,113,35.04839742,0.00014404,MIsotope,7 * 179_Hf,35.04042570,0,0,0.00000000
377950,377962,109,21.01981735,0.00016894,MIsotope,7 * 155_Gd,21.01981700,0,0,0.00000000
107951,107964,99,6.00406860,0.00017609,Isotope,158_Gd,6.00431300,0,0,0.00000000
108287,108297,94,6.02259230,0.00013734,MIsotope,3 * 3_T Tritium,6.02467271,0,0,0.00000000
574966,574977,94,31.97675550,0.00013614,MIsotope,4 * 82_Se,31.97689360,0,0,0.00000000
647571,647584,91,36.01464934,0.00016896,MIsotope,6 * 162_Dy,36.01510200,0,0,0.00000000
125836,125845,90,6.99857227,0.00012688,Isotope,119_Sn,6.99848800,0,0,0.00000000
359969,359978,90,20.01974553,0.00013887,MIsotope,2 * 154_Sm,20.02042000,0,0,0.00000000
377892,377903,89,21.01652204,0.00015244,MIsotope,3 * 163_Dy,21.01335000,0,0,0.00000000
144049,144059,89,8.01152709,0.00014937,MIsotope,2 * 146_Nd,8.01078600,0,0,0.00000000
53844,53854,88,2.99482901,0.00013575,Isotope,53_Cr,2.99460420,0,0,0.00000000
538840,538853,87,29.96770377,0.00018522,MIsotope,6 * 83_Kr,29.96250000,0,0,0.00000000
17963,17971,85,0.99929519,0.00011553,Isotope,139_La,0.99924100,0,0,0.00000000
17963,17971,85,0.99929519,0.00011553,MIsotope,1 / 4 * 134_Ba,0.99954825,0,0,0.00000000
17963,17971,85,0.99929519,0.00011553,MIsotope,1 / 5 * 101_Ru,0.99959684,0,0,0.00000000
17963,17971,85,0.99929519,0.00011553,MIsotope,1 / 6 * 70_Zn,0.99936307,0,0,0.00000000
17963,17971,85,0.99929519,0.00011553,MIsotope,1 / 6 * 130_Xe,0.99960202,0,0,0.00000000
143542,143554,83,7.98335764,0.00016235,MIsotope,2 * 50_Ti,7.98432520,0,0,0.00000000
810250,810260,82,45.06190385,0.00013890,MIsotope,9 * 179_Hf,45.05197590,0,0,0.00000000
539497,539507,81,30.00411036,0.00012747,MIsotope,6 * 125_Te,30.00242820,0,0,0.00000000
287483,287492,79,15.98846442,0.00014159,MIsotope,2 * 82_Se,15.98844680,0,0,0.00000000
179784,179799,79,9.99897737,0.00020486,Isotope,122_Sn,9.99861910,0,0,0.00000000
15420,15427,78,0.85779931,0.00010302,MIsotope,1 / 7 * 162_Dy,0.85750243,0,0,0.00000000
15420,15427,78,0.85779931,0.00010302,MIsotope,1 / 7 * 158_Gd,0.85775900,0,0,0.00000000
648080,648091,78,36.04285651,0.00017392,MIsotope,6 * 186_W,36.04593600,0,0,0.00000000
863999,864008,77,48.05105312,0.00014048,MIsotope,6 * 176_Yb,48.05204400,0,0,0.00000000
107334,107351,77,5.96986057,0.00027980,MIsotope,6 * 11_B,5.97821100,0,0,0.00000000
36003,36011,76,2.00257068,0.00011370,Isotope,147_Pm,2.00239000,0,0,0.00000000
36003,36011,76,2.00257068,0.00011370,MIsotope,1 / 3 * 186_W,2.00255200,0,0,0.00000000
251924,251933,75,14.01088820,0.00011869,MIsotope,2 * 163_Dy,14.00890000,0,0,0.00000000
502417,502431,74,27.94202255,0.00021834,MIsotope,7 * 50_Ti,27.94513820,0,0,0.00000000
107808,107816,73,5.99592159,0.00014672,Isotope,70_Zn,5.99617840,0,0,0.00000000
107808,107816,73,5.99592159,0.00014672,MIsotope,6 * 139_La,5.99544600,0,0,0.00000000
15727,15736,73,0.87488812,0.00013455,MIsotope,1 / 8 * 113_Cd,0.87474286,0,0,0.00000000
15727,15736,73,0.87488812,0.00013455,MIsotope,1 / 8 * 119_Sn,0.87481100,0,0,0.00000000
15727,15736,73,0.87488812,0.00013455,MIsotope,1 / 8 * 137_Ba,0.87493888,0,0,0.00000000
269603,269612,71,14.99406768,0.00012789,MIsotope,3 * 101_Ru,14.99395260,0,0,0.00000000
863198,863210,70,48.00657309,0.00019230,MIsotope,6 * 100_Mo,48.00400200,0,0,0.00000000
719260,719267,69,40.00137035,0.00012127,MIsotope,5 * 128_Te,40.00220700,0,0,0.00000000
162224,162233,67,9.02222639,0.00013459,MIsotope,3 * 241_Pu,9.02187570,0,0,0.00000000
575771,575787,65,32.02159820,0.00026199,MIsotope,8 * 194_Pt,32.02187200,0,0,0.00000000
718314,718320,63,39.94879990,0.00009012,MIsotope,5 * 48_Ca,39.94971400,0,0,0.00000000
71566,71576,63,3.98037637,0.00016054,MIsotope,4 * 11_B,3.98547400,0,0,0.00000000
125851,125859,63,6.99940003,0.00011361,Isotope,137_Ba,6.99951100,0,0,0.00000000
324887,324899,62,18.06873861,0.00017190,MIsotope,9 * 3_T Tritium,18.07401812,0,0,0.00000000
323101,323117,62,17.96950006,0.00027373,MIsotope,6 * 53_Cr,17.96762520,0,0,0.00000000
161715,161725,62,8.99402808,0.00013287,MIsotope,9 * 139_La,8.99316900,0,0,0.00000000
35499,35509,61,1.97451992,0.00016112,MIsotope,2 * 4_He,1.97314788,0,0,0.00000000
575116,575127,54,31.98505622,0.00017596,MIsotope,8 * 134_Ba,31.98554400,0,0,0.00000000
54020,54028,54,3.00452939,0.00011173,Isotope,145_Nd,3.00485000,0,0,0.00000000
288167,288175,53,16.02648389,0.00011528,MIsotope,2 * 150_Nd,16.02633600,0,0,0.00000000
377515,377523,53,20.99551579,0.00011725,MIsotope,3 * 119_Sn,20.99546400,0,0,0.00000000
287992,288000,51,16.01676484,0.00014597,MIsotope,2 * 176_Yb,16.01734800,0,0,0.00000000
862448,862457,51,47.96480320,0.00014688,MIsotope,6 * 82_Se,47.96534040,0,0,0.00000000
89912,89920,51,5.00064669,0.00013830,Isotope,125_Te,5.00040470,0,0,0.00000000
862459,862469,51,47.96538678,0.00017825,MIsotope,6 * 82_Se,47.96534040,0,0,0.00000000
215855,215863,51,12.00485916,0.00012034,MIsotope,2 * 162_Dy,12.00503400,0,0,0.00000000
54003,54014,50,3.00367612,0.00017403,Isotope,183_W,3.00351850,0,0,0.00000000
54003,54014,50,3.00367612,0.00017403,MIsotope,1 / 2 * 186_W,3.00382800,0,0,0.00000000
540248,540287,2817,30.04692893,0.00023293,UChain,Unknown,30.04692893,144,30.0469379485459,0.00010312
215096,215140,2674,11.96363351,0.00025746,MUChain,2 * Unknown,11.96365410,28,11.9636266206897,0.00007958
252653,252689,2601,14.05204190,0.00024081,UChain,Unknown,14.05204190,28,14.0519985833333,0.00013506
468425,468465,2454,26.05206953,0.00027527,UChain,Unknown,26.05206953,7,26.0520082857143,0.00011907
792273,792309,2418,44.06260397,0.00023931,UChain,Unknown,44.06260397,11,44.062607030303,0.00014108
324481,324524,2278,18.04693520,0.00025682,UChain,Unknown,18.04693520,6,18.046936,0.00009496
305929,305986,2056,17.01557644,0.00065681,UChain,Unknown,17.01557644,9,17.0155112222222,0.00047483
557294,557346,1971,30.99485804,0.00064717,UChain,Unknown,30.99485804,6,30.9949067142857,0.00052593
557953,558000,1964,31.03123115,0.00061077,UChain,Unknown,31.03123115,8,31.0311968148148,0.00051752
845553,845605,1787,47.02618807,0.00069023,UChain,Unknown,47.02618807,9,47.026187125,0.00049460
647608,647709,3142,36.01942910,0.00164294,MPair,4 * Unknown,36.01469957,0,0,0.00000000
647608,647709,3142,36.01942910,0.00164294,MPair,3 * Unknown,36.01928186,0,0,0.00000000
395590,395696,3027,22.00378524,0.00164112,MPair,2 * Unknown,21.99944969,0,0,0.00000000
395590,395696,3027,22.00378524,0.00164112,MPair,2 * Unknown,22.00139941,0,0,0.00000000
395590,395696,3027,22.00378524,0.00164112,MPair,2 * Unknown,22.00289320,0,0,0.00000000
683536,683587,2516,38.01569854,0.00032095,Pair,Unknown,38.01569854,0,0,0.00000000
502696,502745,2493,27.95854100,0.00028465,Pair,Unknown,27.95854100,0,0,0.00000000
71446,71542,2446,3.97609570,0.00152046,MPair,2 * Unknown,3.97418597,0,0,0.00000000
180475,180572,2380,10.03958671,0.00153614,MPair,2 * Unknown,10.03699340,0,0,0.00000000
180475,180572,2380,10.03958671,0.00153614,MPair,2 * Unknown,10.03863393,0,0,0.00000000
