Index,Mass,IdealMass
995,333.13773300,333.13776336
996,333.15540100,333.15549594
997,334.05681500,334.05680114
998,334.06022000,334.06020622
999,334.06830100,334.06828740
1000,334.07799200,334.07797862
1001,334.08602500,334.08601180
1002,334.09329800,334.09328497
1003,334.09667300,334.09666004
1004,334.10470900,334.10469622
1005,334.11433700,334.11432444
1006,334.12241700,334.12240462
1007,334.14101800,334.14100604
1008,335.04090000,335.04086011
1009,335.04422900,335.04420452
1010,335.06193200,335.06198948
1011,335.07726900,335.07724562
1012,335.08059600,335.08057867
1013,335.09039500,335.09039550
1014,335.09836000,335.09837499
1015,335.11363800,335.11363112
1016,335.11694300,335.11694172
1017,335.12664100,335.12665614
1018,335.14996200,335.15001663
1019,335.15336600,335.15342063
1020,336.03615100,336.03616256
1021,336.03949000,336.03950157
1022,336.04757300,336.04758459
1023,336.07250000,336.07251164
1024,336.07590400,336.07591565
1025,336.08076500,336.08077666
1026,336.08400200,336.08401367
1027,336.10891600,336.10892772
1028,336.11232800,336.11233973
1029,336.12035600,336.12036775
1030,337.02011800,337.02012467
1031,337.05649400,337.05651017
1032,337.05979900,337.05981377
1033,337.07649000,337.07649766
1034,337.09289500,337.09289568
1035,337.09623900,337.09624230
1036,337.10416500,337.10417452
1037,337.10597800,337.10598894
1038,337.11293900,337.11295540
1039,337.12369900,337.12372383
1040,337.12925200,337.12928119
1041,337.13262500,337.13265303
1042,337.16565000,337.16566669
1043,337.16903300,337.16904969
1044,338.02354600,338.02356499
1045,338.05177200,338.05179114
1046,338.05519400,338.05521316
1047,338.06001100,338.06003019
1048,338.06326900,338.06328821
1049,338.07182200,338.07184125
1050,338.08815500,338.08817434
1051,338.09146700,338.09148636
1052,338.09625300,338.09627239
1053,338.09963900,338.09965841
1054,338.12458100,338.12460054
1055,338.13257300,338.13259259
1056,338.13596500,338.13598461
1057,339.03573800,339.03577473
1058,339.03911700,339.03915276
1059,339.05576100,339.05579196
1060,339.07213400,339.07216024
1061,339.07550400,339.07553335
1062,339.08343000,339.08346665
1063,339.10848600,339.10854575
1064,339.11185700,339.11190857
1065,339.11973600,339.11976845
1066,339.14496000,339.14493125
1067,339.14818400,339.14816053
1068,339.18128600,339.18131676
1069,340.03921800,340.03924067
1070,340.06743600,340.06745860
1071,340.07556700,340.07558958
1072,340.07887000,340.07889257
1073,340.10375400,340.10377651
1074,340.11186900,340.11189149
1075,340.11520700,340.11522948
1076,340.14014700,340.14016942
1077,340.14823600,340.14825840
1078,340.18460500,340.18462731
1079,341.01835600,341.01836980
1080,341.03364300,341.03365680
1081,341.03699600,341.03700980
1082,341.05141100,341.05142480
1083,341.05478500,341.05480516
1084,341.08772800,341.08781030
1085,341.09105000,341.09112479
1086,341.09903100,341.09908773
1087,341.10715200,341.10719036
1088,341.12419600,341.12419581
1089,341.13546800,341.13546487
1090,341.16059100,341.16058132
1091,341.19695300,341.19696682
1092,342.02899700,342.02901955
1093,342.04665800,342.04668060
1094,342.05478900,342.05481162
1095,342.05810100,342.05812363
1096,342.08302000,342.08304270
1097,342.09113300,342.09115572
1098,342.09418500,342.09420773
1099,342.11944200,342.11946480
1100,342.12754500,342.12756783
1101,342.13059300,342.13061584
1102,342.15578900,342.15581191
1103,342.16380500,342.16382793
1104,343.01296500,343.01299935
1105,343.03065500,343.03068935
1106,343.03407800,343.03411353
1107,343.04920100,343.04924173
1108,343.05258000,343.05262189
1109,343.06702800,343.06707486
1110,343.07835700,343.07841212
1111,343.08552900,343.08558935
1112,343.08667300,343.08673418
1113,343.10338700,343.10346037
1114,343.11465500,343.11469980
1115,343.12187100,343.12189750
1116,343.13096500,343.13096844
1117,343.13986500,343.13984587
1118,343.17623900,343.17623138
1119,344.00822900,344.00825235
1120,344.04140400,344.04142727
1121,344.04462300,344.04464626
1122,344.06229500,344.06231822
1123,344.07040400,344.07042720
1124,344.09870400,344.09872713
1125,344.10682600,344.10684911
1126,344.10992600,344.10994910
1127,344.11819200,344.11821508
1128,344.13503900,344.13506204
1129,344.14315600,344.14317902
1130,345.02860800,345.02865542
1131,345.04629200,345.04633942
1132,345.04982000,345.04986689
1133,345.05760600,345.05765171
1134,345.06491400,345.06495861
1135,345.07138500,345.07142863
1136,345.08268300,345.08272493
1137,345.09395400,345.09399422
1138,345.10125800,345.10129712
1139,345.10249900,345.10253793
1140,345.10761800,345.10765616
1141,345.11111900,345.11115663
1142,345.11907400,345.11911043
1143,345.13033700,345.13035875
1144,345.13773200,345.13774411
1145,345.15550700,345.15549594
1146,345.19189300,345.19188144
1147,346.04970300,346.04969990
1148,346.06022400,346.06022063
1149,346.06828200,346.06827842
1150,346.07798400,346.07798018
1151,346.08605300,346.08604897
1152,346.09644700,346.09644271
1153,346.10466300,346.10465850
1154,346.11436100,346.11435625
1155,346.12248000,346.12247504
1156,346.15074600,346.15074032
1157,346.15879700,346.15879111
1158,347.04095400,347.04086011
1159,347.04420900,347.04412816
1160,347.05389500,347.05385299
1161,347.06199900,347.06198948
1162,347.07725300,347.07724562
1163,347.08056800,347.08056948
1164,347.08710300,347.08712197
1165,347.09031600,347.09034356
1166,347.09832600,347.09837499
1167,347.10958600,347.10956468
1168,347.11367800,347.11363112
1169,347.11700400,347.11696365
1170,347.12676800,347.12674680
1171,347.13476600,347.13476050
1172,347.15338100,347.15332982
1173,347.17124100,347.17114600
1174,348.03951100,348.03949491
1175,348.04760900,348.04759303
1176,348.06536900,348.06535329
1177,348.07259900,348.07258339
1178,348.07595100,348.07593544
1179,348.08400600,348.08399056
1180,348.09364200,348.09362670
1181,348.10173800,348.10172282
1182,348.10876800,348.10875292
1183,348.11234100,348.11232598
1184,348.12042100,348.12040609
1185,348.13013100,348.13011624
1186,348.13809000,348.13807535
1187,349.02351000,349.02356017
1188,349.05646000,349.05651017
1189,349.05982100,349.05986045
1190,349.07765700,349.07763955
1191,349.09290500,349.09289568
1192,349.09623300,349.09623972
1193,349.10594400,349.10599754
1194,349.11393300,349.11402505
1195,349.12361200,349.12363735
1196,349.12929500,349.12928119
1197,349.13263800,349.13261589
1198,349.14230300,349.14225692
1199,349.16577100,349.16566669
1200,349.16913600,349.16903169
1201,350.05188800,350.05188576
1202,350.05517100,350.05516875
1203,350.06322200,350.06321973
1204,350.08818300,350.08818069
1205,350.09149500,350.09149268
1206,350.09965300,350.09965067
1207,350.12461100,350.12460862
1208,350.12789900,350.12789661
1209,350.13598100,350.13597860
1210,351.03578900,351.03577473
1211,351.03912200,351.03910705
1212,351.07218200,351.07216024
1213,351.07550800,351.07549242
1214,351.10850000,351.10854575
1215,351.11184600,351.11188665
1216,351.11966500,351.11969374
1217,351.14494100,351.14493125
1218,351.14830500,351.14829419
1219,351.18133800,351.18131676
1220,352.03105500,352.03105563
1221,352.04257400,352.04257469
1222,352.06740800,352.06740882
1223,352.07080900,352.07080984
1224,352.07561600,352.07561686
1225,352.07890700,352.07890788
1226,352.10379500,352.10379601
1227,352.10720400,352.10720503
1228,352.11194500,352.11194605
1229,352.11526600,352.11526707
1230,352.14018900,352.14019020
1231,352.14833700,352.14833825
1232,352.15162700,352.15162826
1233,353.05145700,353.05142480
1234,353.05484700,353.05481942
1235,353.07145700,353.07145205
1236,353.08779300,353.08781030
1237,353.09114400,353.09115841
1238,353.09905400,353.09906156
1239,353.12421000,353.12419581
1240,353.12757500,353.12756502
1241,353.13548100,353.13548092
1242,353.16055000,353.16058132
1243,353.16394400,353.16397518
1244,353.19693700,353.19696682
1245,354.04668500,354.04669251
1246,354.04994600,354.04995351
1247,354.05478500,354.05479252
1248,354.05808500,354.05809252
1249,354.08301600,354.08302355
1250,354.08647900,354.08648656
1251,354.09112100,354.09112856
1252,354.09444900,354.09445657
1253,354.11945500,354.11946260
1254,354.12756500,354.12757260
1255,354.13089800,354.13090561
1256,354.15594300,354.15595064
1257,354.16380900,354.16381665
1258,355.00954100,355.00954635
1259,355.01275700,355.01276235
1260,355.03068400,355.03068935
1261,355.03402000,355.03402503
1262,355.06707300,355.06707486
1263,355.07044800,355.07045399
1264,355.07834700,355.07836267
1265,355.10341400,355.10346037
1266,355.10680000,355.10683926
1267,355.11467900,355.11470173
1268,355.13987600,355.13984587
1269,355.17621100,355.17623138
1270,356.06230300,356.06233149
1271,356.07038100,356.07040966
1272,356.07368100,356.07370973
1273,356.09874100,356.09877024
1274,356.10684100,356.10687041
1275,356.10997700,356.11000647
1276,356.11816500,356.11819464
1277,356.13506100,356.13509099
1278,356.14317100,356.14320116
1279,356.17149900,356.17152974
1280,356.17958100,356.17961190
1281,357.01323500,357.01327642
1282,357.02847500,357.02851642
1283,357.04629800,357.04633942
1284,357.04970200,357.04974684
1285,357.06483000,357.06489003
1286,357.07130400,357.07137053
1287,357.08264700,357.08272493
1288,357.09389100,357.09396445
1289,357.10228800,357.10235810
1290,357.10760000,357.10766799
1291,357.11904700,357.11911043
1292,357.13033800,357.13039384
1293,357.13862900,357.13867926
1294,357.15545700,357.15549594
1295,357.19185200,357.19188144
1296,358.02030800,358.02034936
1297,358.02375200,358.02379333
1298,358.04170300,358.04174415
1299,358.04974700,358.04978807
1300,358.06019300,358.06023397
1301,358.07793200,358.07797280
1302,358.08603600,358.08607672
1303,358.08928400,358.08932468
1304,358.09620300,358.09624362
1305,358.11438800,358.11442844
1306,358.12250800,358.12254836
1307,358.12564800,358.12568833
1308,358.15075100,358.15079108
1309,358.15883600,358.15887600
1310,359.00791700,359.00796098
1311,359.02556000,359.02560398
1312,359.02895100,359.02899335
1313,359.04423900,359.04427400
1314,359.05414300,359.05417324
1315,359.06196300,359.06198948
1316,359.07326600,359.07328426
1317,359.08055200,359.08056496
1318,359.08706000,359.08706822
1319,359.08932300,359.08932958
1320,359.09837500,359.09837499
1321,359.10960200,359.10961667
1322,359.11693500,359.11695925
1323,359.11832600,359.11835207
1324,359.12677500,359.12681212
1325,359.13471300,359.13476050
1326,359.14602000,359.14604997
1327,359.15325700,359.15327575
1328,359.17115500,359.17114600
1329,359.20745700,359.20753151
1330,360.03953600,360.03954255
1331,360.04758100,360.04758734
1332,360.05706100,360.05706709
1333,360.06531100,360.06531688
1334,360.07583100,360.07583661
1335,360.08391100,360.08391640
1336,360.09363800,360.09364314
1337,360.10172300,360.10172793
1338,360.10511200,360.10511684
1339,360.12032200,360.12032645
1340,360.12996800,360.12997220
1341,360.13806200,360.13806599
1342,360.17436300,360.17436604
1343,361.02350500,361.02349004
1344,361.04126900,361.04125404
1345,361.05660900,361.05651017
1346,361.05982100,361.05974551
1347,361.06951200,361.06950690
1348,361.07758600,361.07763955
1349,361.08889200,361.08886106
1350,361.09295700,361.09289568
1351,361.09624100,361.09619128
1352,361.10261300,361.10258579
1353,361.10597000,361.10595465
1354,361.11401200,361.11402505
1355,361.12512200,361.12513368
1356,361.13259700,361.13260776
1357,361.14235100,361.14236055
1358,361.15040200,361.15041056
1359,361.16923200,361.16921137
1360,361.18684400,361.18679607
1361,362.01752300,362.01751230
1362,362.05517300,362.05516273
1363,362.06327200,362.06326183
1364,362.07291300,362.07290294
1365,362.08095500,362.08094503
1366,362.08802700,362.08801711
1367,362.09153100,362.09152115
1368,362.09965000,362.09964024
1369,362.10934800,362.10933835
1370,362.11743000,362.11742044
1371,362.13609300,362.13608366
1372,362.15370200,362.15369286
1373,363.03571500,363.03577473
1374,363.03914800,363.03919696
1375,363.07221500,363.07216024
1376,363.07555700,363.07551500
1377,363.08528200,363.08527713
1378,363.09326400,363.09328961
1379,363.10854200,363.10854575
1380,363.11186200,363.11186596
1381,363.12165200,363.12165660
1382,363.12967000,363.12967512
1383,363.14496100,363.14493125
1384,363.14832400,363.14829425
1385,364.03449200,364.03448483
1386,364.04258200,364.04257475
1387,364.06737000,364.06736252
1388,364.07073500,364.07072749
1389,364.07884200,364.07883441
1390,364.08850100,364.08849332
1391,364.10380900,364.10380118
1392,364.10716800,364.10716015
1393,364.11530700,364.11529907
1394,364.15158300,364.15157473
1395,365.01850300,365.01855180
1396,365.05137600,365.05142480
1397,365.05472700,365.05476684
1398,365.08785900,365.08781030
1399,365.09115100,365.09110978
1400,365.09896100,365.09893753
1401,365.10799700,365.10799407
1402,365.12416200,365.12419581
1403,365.12750400,365.12752998
1404,365.13725400,365.13725712
1405,365.14409300,365.14408009
1406,365.16063300,365.16058132
1407,365.16396000,365.16390672
1408,365.19703600,365.19696682
1409,366.04666700,366.04664996
1410,366.05007900,366.05006196
1411,366.05475200,366.05473497
1412,366.05815300,366.05813597
1413,366.08307000,366.08305298
1414,366.08644400,366.08642698
1415,366.09106000,366.09104298
1416,366.09453300,366.09451598
1417,366.11949400,366.11947699
1418,366.12298500,366.12296799
1419,366.12760800,366.12759099
1420,366.13094600,366.13092899
1421,366.16711300,366.16709601
1422,367.03068400,367.03068935
1423,367.03404700,367.03404742
1424,367.06712300,367.06707486
1425,367.07048100,367.07043855
1426,367.07824300,367.07821369
1427,367.08717900,367.08716482
1428,367.10344700,367.10346037
1429,367.10680600,367.10681287
1430,367.11462300,367.11461476
1431,367.13990300,367.13984587
1432,367.14326700,367.14321548
1433,367.17622800,367.17623138
1434,368.06238900,368.06239647
1435,368.06576900,368.06577656
1436,368.07048500,368.07049267
1437,368.07377700,368.07378476
1438,368.09867800,368.09868638
1439,368.10202200,368.10203047
1440,368.10678700,368.10679559
1441,368.11011700,368.11012567
1442,368.13511900,368.13512830
1443,368.14325300,368.14326250
1444,368.14654500,368.14655459
1445,368.17955000,368.17956042
1446,369.01329900,369.01333242
1447,369.03207500,369.03210842
1448,369.04630600,369.04633942
1449,369.04967000,369.04970106
1450,369.06647500,369.06649430
1451,369.08271700,369.08272493
1452,369.08606100,369.08607569
1453,369.09397200,369.09400271
1454,369.11902900,369.11911043
1455,369.12237900,369.12245276
1456,369.13035400,369.13040950
1457,369.15549800,369.15549594
1458,369.19183200,369.19188144
1459,370.04178100,370.04180135
1460,370.04504500,370.04506530
1461,370.04956200,370.04958223
1462,370.05309100,370.05311118
1463,370.07794500,370.07796481
1464,370.08607000,370.08608969
1465,370.08931300,370.08933264
1466,370.11435800,370.11437727
1467,370.12245200,370.12247115
1468,370.12572200,370.12574110
1469,370.15076800,370.15078673
1470,370.15882600,370.15884461
1471,371.02564600,371.02560398
1472,371.02890000,371.02886214
1473,371.04426400,371.04424580
1474,371.06198500,371.06198948
1475,371.06534500,371.06535777
1476,371.07320800,371.07324016
1477,371.09675000,371.09684021
1478,371.09828100,371.09837499
1479,371.10958300,371.10964493
1480,371.13477000,371.13476050
1481,371.14597700,371.14597999
1482,371.17111500,371.17114600
1483,371.20758300,371.20753151
1484,372.03954000,372.03954064
1485,372.05717500,372.05717557
1486,372.06048600,372.06048656
1487,372.06531400,372.06531454
1488,372.06825500,372.06825552
1489,372.07566800,372.07566849
1490,372.09365100,372.09365142
1491,372.10175500,372.10175539
1492,372.10492500,372.10492537
1493,372.12997700,372.12997727
1494,372.13809900,372.13809924
1495,372.14121100,372.14121123
1496,372.16641300,372.16641312
1497,372.17451200,372.17451209
1498,373.02012400,373.02013904
1499,373.02351300,373.02352804
1500,373.04123900,373.04125404
1501,373.04458200,373.04459378
1502,373.05990400,373.05990085
1503,373.06633600,373.06632658
1504,373.06975200,373.06973925
1505,373.07766000,373.07763955
1506,373.08889300,373.08889560
1507,373.09612900,373.09614644
1508,373.11397100,373.11402505
1509,373.12523400,373.12524996
1510,373.13248000,373.13247145
1511,373.15048000,373.15041056
1512,373.18679400,373.18679607
1513,374.01534700,374.01533027
1514,374.05526300,374.05524569
1515,374.06316900,374.06315158
1516,374.07291000,374.07289244
1517,374.08097500,374.08095732
1518,374.09139500,374.09137717
1519,374.09946600,374.09944805
1520,374.10926500,374.10924691
1521,374.11740300,374.11738480
1522,374.12046900,374.12045075
1523,374.14576400,374.14574539
1524,374.15377800,374.15375927
1525,375.03919200,375.03913511
1526,375.05696100,375.05690411
1527,375.07235600,375.07216024
1528,375.07551800,375.07535771
1529,375.08200400,375.08191646
1530,375.08550000,375.08545167
1531,375.09325100,375.09328961
1532,375.10455500,375.10454208
1533,375.10857700,375.10854575
1534,375.11189400,375.11186516
1535,375.11806800,375.11804366
1536,375.12177300,375.12175135
1537,375.12969100,375.12967512
1538,375.14827400,375.14830035
1539,375.16599400,375.16606062
1540,376.03425200,376.03423285
1541,376.06028400,376.06026523
1542,376.06758800,376.06756933
1543,376.07080200,376.07078338
1544,376.07887000,376.07885149
1545,376.08855000,376.08853163
1546,376.09664300,376.09662474
1547,376.10376000,376.10374185
1548,376.10710500,376.10708689
1549,376.11525900,376.11524101
1550,376.12493100,376.12491315
1551,376.13305000,376.13303226
1552,376.15171500,376.15169753
1553,377.01835000,377.01828180
1554,377.05149300,377.05142480
1555,377.05480100,377.05474574
1556,377.07254000,377.07255417
1557,377.08787200,377.08781030
1558,377.09112300,377.09107977
1559,377.10100300,377.10101591
1560,377.10888200,377.10893968
1561,377.12420900,377.12419581
1562,377.12752300,377.12750689
1563,377.13743500,377.13741016
1564,377.14535700,377.14532518
1565,377.16050500,377.16058132
1566,377.16394300,377.16401932
1567,378.04656400,378.04656544
1568,378.05003200,378.05003346
1569,378.05810400,378.05810551
1570,378.07602000,378.07602161
1571,378.08313300,378.08313465
1572,378.08645000,378.08645167
1573,378.09127700,378.09127869
1574,378.09455500,378.09455671
1575,378.11208000,378.11208181
1576,378.11947400,378.11947585
1577,378.12281100,378.12281287
1578,378.13084600,378.13084792
1579,378.16737400,378.16737612
1580,379.03076000,379.03068935
1581,379.03412300,379.03406009
1582,379.06706200,379.06707486
1583,379.07037400,379.07038445
1584,379.07826500,379.07826971
1585,379.08151000,379.08151235
1586,379.10347400,379.10346037
1587,379.10679700,379.10678643
1588,379.11471400,379.11471073
1589,379.11663300,379.11663150
1590,379.13982600,379.13984587
1591,379.14316800,379.14319418
1592,379.17614300,379.17623138
1593,379.17965900,379.17974738
1594,380.03735600,380.03737479
1595,380.06229600,380.06231510
1596,380.06573200,380.06575114
1597,380.07049400,380.07051320
1598,380.07379400,380.07381324
1599,380.09868300,380.09870255
1600,380.10201600,380.10203559
1601,380.10678400,380.10680364
1602,380.11011500,380.11013469
1603,380.13498900,380.13500899
1604,380.14324200,380.14326209
1605,380.14644900,380.14646913
1606,381.04637300,381.04633942
1607,381.04971900,381.04969404
1608,381.08266500,381.08272493
1609,381.08599600,381.08605049
1610,381.09392200,381.09396355
1611,381.10276500,381.10279211
1612,381.11911000,381.11911043
1613,381.12246200,381.12246543
1614,381.13038800,381.13039852
1615,381.15546300,381.15549594
1616,381.15884700,381.15888623
1617,381.19178100,381.19188144
1618,382.04490200,382.04492440
1619,382.04946600,382.04948835
1620,382.05298900,382.05301131
1621,382.07795400,382.07797605
1622,382.08137400,382.08139602
1623,382.08606200,382.08608397
1624,382.08939100,382.08941293
1625,382.11435900,382.11438067
1626,382.11760500,382.11762664
1627,382.12246600,382.12248759
1628,382.12576700,382.12578855
1629,382.15067200,382.15069330
1630,382.15871600,382.15873721
1631,382.16202200,382.16204318
1632,383.02567400,383.02560398
1633,383.02896800,383.02890747
1634,383.04423300,383.04421644
1635,383.06195500,383.06198948
1636,383.06531600,383.06534942
1637,383.07318300,383.07321394
1638,383.09835200,383.09837499
1639,383.10171300,383.10174103
1640,383.10957600,383.10961583
1641,383.13468300,383.13476050
1642,383.13804800,383.13811733
1643,383.14587000,383.14592035
1644,383.17115700,383.17114600
1645,383.20751800,383.20753151
1646,384.05719300,384.05721593
1647,384.06052900,384.06055197
1648,384.06532500,384.06534803
1649,384.06871200,384.06873507
1650,384.09362000,384.09364338
1651,384.10171200,384.10173548
1652,384.10502200,384.10504552
1653,384.11298800,384.11301162
1654,384.12995600,384.12997983
1655,384.13806600,384.13808993
1656,384.14123200,384.14125597
1657,384.16637400,384.16639828
1658,384.17452600,384.17455038
1659,385.02006600,385.02012304
1660,385.02343100,385.02348804
1661,385.04119700,385.04125404
1662,385.04457100,385.04462494
1663,385.05983800,385.05987790
1664,385.07761600,385.07763955
1665,385.08097000,385.08099747
1666,385.08889000,385.08892673
1667,385.10260300,385.10265577
1668,385.10494400,385.10499951
1669,385.11395900,385.11402505
1670,385.12522000,385.12528559
1671,385.15034600,385.15041056
1672,385.18682700,385.18679607
1673,386.04461600,386.04463794
1674,386.04797500,386.04799689
1675,386.05518600,386.05520778
1676,386.07286000,386.07288151
1677,386.07595100,386.07597246
1678,386.08095500,386.08097639
1679,386.08433700,386.08435834
1680,386.09913000,386.09915111
1681,386.10928100,386.10930196
1682,386.11738700,386.11740784
1683,386.12056200,386.12058279
1684,386.14560300,386.14562341
1685,386.15370300,386.15372329
1686,386.19014900,386.19016873
1687,387.03596400,387.03577473
1688,387.03921100,387.03905360
1689,387.04879900,387.04873571
1690,387.05688800,387.05690411
1691,387.06019100,387.06021279
1692,387.06814200,387.06817747
1693,387.07542700,387.07547501
1694,387.08185000,387.08190906
1695,387.08559500,387.08566051
1696,387.09321100,387.09328961
1697,387.10452700,387.10458342
1698,387.11180200,387.11184415
1699,387.12966800,387.12967512
1700,387.14089600,387.14091965
1701,387.14823300,387.14826746
1702,387.16600000,387.16606062
1703,387.20238500,387.20244613
1704,388.03110600,388.03110959
1705,388.03443800,388.03444159
1706,388.05223200,388.05223554
1707,388.06028200,388.06028553
1708,388.07080300,388.07080650
1709,388.07892900,388.07893248
1710,388.08851400,388.08851746
1711,388.09658700,388.09659044
1712,388.09966400,388.09966743
1713,388.10686500,388.10686842
1714,388.11497200,388.11497540
1715,388.12489200,388.12489538
1716,388.13299000,388.13299336
1717,388.13616700,388.13617035
1718,388.16137200,388.16137529
1719,388.16936500,388.16936827
1720,389.01845500,389.01836880
1721,389.05151100,389.05142480
1722,389.05475100,389.05468615
1723,389.06486500,389.06486683
1724,389.07250200,389.07255417
1725,389.08364200,389.08366078
1726,389.08780400,389.08781030
1727,389.09114000,389.09114242
1728,389.09763000,389.09762486
1729,389.10128500,389.10127561
1730,389.10895800,389.10893968
1731,389.12020000,389.12012167
1732,389.12429600,389.12419581
1733,389.12748800,389.12741314
1734,389.13743600,389.13744009
1735,389.14525900,389.14532518
1736,389.16387400,389.16395119
1737,389.18162300,389.18171069
1738,390.05012700,390.05013216
1739,390.05820900,390.05821420
1740,390.06795000,390.06795524
1741,390.07599400,390.07599928
1742,390.08297500,390.08298031
1743,390.08642200,390.08642732
1744,390.09451000,390.09451536
1745,390.10416100,390.10416640
1746,390.11221600,390.11222143
1747,390.12261400,390.12261948
1748,390.13078100,390.13078651
1749,390.14046300,390.14046856
1750,390.14855900,390.14856459
1751,391.03412400,391.03402886
1752,391.06717000,391.06707486
1753,391.07041100,391.07034720
1754,391.08146500,391.08150810
1755,391.08809700,391.08820423
1756,391.10346600,391.10346037
1757,391.10679100,391.10678338
1758,391.11664300,391.11662950
1759,391.12460800,391.12458974
1760,391.13987500,391.13984587
1761,391.14323300,391.14320489
1762,391.15312700,391.15310187
1763,391.16099800,391.16097525
1764,391.17609900,391.17623138
1765,391.17951100,391.17964338
1766,392.03739600,392.03741865
1767,392.06231800,392.06234100
1768,392.06567300,392.06569605
1769,392.07377000,392.07379316
1770,392.09160200,392.09162541
1771,392.09867300,392.09869651
1772,392.10207800,392.10210156
1773,392.11021600,392.11023967
1774,392.11983300,392.11985681
1775,392.13519300,392.13521702
1776,392.13818600,392.13821006
1777,392.14647300,392.14649718
1778,393.04629000,393.04633942
1779,393.04969300,393.04973193
1780,393.08278800,393.08272493
1781,393.08613100,393.08607101
1782,393.09404800,393.09399530
1783,393.11914000,393.11911043
1784,393.12246700,393.12244701
1785,393.13015400,393.13015616
1786,393.15542100,393.15549594
1787,393.15882700,393.15890968
1788,393.19172400,393.19188144
1789,393.19527600,393.19543344
1790,394.04499500,394.04500282
1791,394.05298000,394.05298756
1792,394.07803600,394.07804275
1793,394.08140700,394.08141364
1794,394.08613700,394.08614349
1795,394.08950700,394.08951338
1796,394.11438800,394.11439357
1797,394.11783600,394.11784146
1798,394.12251800,394.12252331
1799,394.12580000,394.12580520
1800,394.15077300,394.15077739
1801,394.15894500,394.15894913
1802,394.16225300,394.16225702
1803,395.02893800,395.02892448
1804,395.06200300,395.06198948
1805,395.06533900,395.06532059
1806,395.07326900,395.07323894
1807,395.09844200,395.09837499
1808,395.10178400,395.10172274
1809,395.10960900,395.10956121
1810,395.11822600,395.11819303
1811,395.13476500,395.13476050
1812,395.13810200,395.13809415
1813,395.14602000,395.14600422
1814,395.17118700,395.17114600
1815,395.17458800,395.17454976
1816,395.20754300,395.20753151
1817,396.05716100,396.05715594
1818,396.06053400,396.06052902
1819,396.06530800,396.06530314
1820,396.06863000,396.06862522
1821,396.09363000,396.09362583
1822,396.09699800,396.09699391
1823,396.10182900,396.10182503
1824,396.10508700,396.10508310
1825,396.13004900,396.13004571
1826,396.13338100,396.13337779
1827,396.13810300,396.13809991
1828,396.14140100,396.14139799
1829,396.16647400,396.16647160
1830,396.17459300,396.17459080
1831,397.04129600,397.04125404
1832,397.04460900,397.04457732
1833,397.07756900,397.07763955
1834,397.08092300,397.08098963
1835,397.08873300,397.08879052
1836,397.11399700,397.11402505
1837,397.11737600,397.11740076
1838,397.12526100,397.12527808
1839,397.15041800,397.15041056
1840,397.15378500,397.15378326
1841,397.18674200,397.18679607
1842,398.04003900,398.04007007
1843,398.04460000,398.04463112
1844,398.04791300,398.04794415
1845,398.07292900,398.07296044
1846,398.07614400,398.07617547
1847,398.08103900,398.08107053
1848,398.08423800,398.08426956
1849,398.10923600,398.10926784
1850,398.11265500,398.11268688
1851,398.11730600,398.11733793
1852,398.12047200,398.12050397
1853,398.12850200,398.12853406
1854,398.14569100,398.14572325
1855,398.15373300,398.15376534
1856,398.15728300,398.15731538
1857,398.18218300,398.18221566
1858,398.19002500,398.19005775
1859,398.99939500,398.99944811
1860,399.02380500,399.02385811
1861,399.03916700,399.03922011
1862,399.05685100,399.05690411
1863,399.06021600,399.06026647
1864,399.06816700,399.06821125
1865,399.09326500,399.09328961
1866,399.09664600,399.09666945
1867,399.10452000,399.10454075
1868,399.12966300,399.12967512
1869,399.13290500,399.13292431
1870,399.14089000,399.14092701
1871,399.16596800,399.16606062
1872,399.20241200,399.20244613
1873,400.05229100,400.05232182
1874,400.06030400,400.06033471
1875,400.06353000,400.06356067
1876,400.07077200,400.07080257
1877,400.08854400,400.08857433
1878,400.09190400,400.09193428
1879,400.09659900,400.09662922
1880,400.09990300,400.09993318
1881,400.12488300,400.12491284
1882,400.13299700,400.13302673
1883,400.13614500,400.13617469
1884,400.16139300,400.16142234
1885,400.16942100,400.16945023
1886,401.03618500,401.03616866
1887,401.03956600,401.03955436
1888,401.05479400,401.05480353
1889,401.07252000,401.07255417
1890,401.07584200,401.07587066
1891,401.08379300,401.08380846
1892,401.09103400,401.09103744
1893,401.10896600,401.10893968
1894,401.12024800,401.12022431
1895,401.12746600,401.12744400
1896,401.14534300,401.14532518
1897,401.15659300,401.15659858
1898,401.16378900,401.16380954
1899,401.18165300,401.18171069
1900,401.21803000,401.21809619
1901,402.05005000,402.05004873
1902,402.06777200,402.06777040
1903,402.07592500,402.07592324
1904,402.08647100,402.08646904
1905,402.09453200,402.09452989
1906,402.10425800,402.10425570
1907,402.11232400,402.11232155
1908,402.11538700,402.11538449
1909,402.14057800,402.14057501
1910,402.14865000,402.14864686
1911,402.15197500,402.15197180
1912,402.17700800,402.17700432
1913,402.18520600,402.18520217
1914,403.03399700,403.03401073
1915,403.05180500,403.05181873
1916,403.05491400,403.05490771
1917,403.06716000,403.06707486
1918,403.07046300,403.07038953
1919,403.08147300,403.08143842
1920,403.08821500,403.08820423
1921,403.09945400,403.09947881
1922,403.10342300,403.10346037
1923,403.10678400,403.10682557
1924,403.11307200,403.11312143
1925,403.11678900,403.11684307
1926,403.12452600,403.12458974
