mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,p_dtma,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
20097,C15H21O5Cl,HCOCl,15,21,5,0,1,316.10775145127,315.10047498439,4,5.6,0.714285714285714,4,0,0,0,0.01616400340572,0.00913310727443326,0.00750190019607544,0,1.53410233557224,1.56657708482817,0.979270251320261,-0.0178069938443785
20450,C15H23O5Cl,HCOCl,15,23,5,0,1,318.12340151541,317.11612504853,4,5.6,0.714285714285714,4,0,0,0,0.0550277032889426,0.0310466841295834,0.0207262188196182,0,1.53410233557224,1.56680711125955,0.979126482480019,-0.0186917231227406
20761,C14H21O6Cl,HCOCl,14,21,6,0,1,320.10266607083,319.09538960395,4,5.6,0.714285714285714,4,0,0,0,0.0202474812977016,0.0105041567270254,0.0073171854019165,0,1.51982602104545,1.55331406521145,0.9784409058567,-0.0273682709739498
20793,C15H25O5Cl,HCOCl,15,25,5,0,1,320.13905157955,319.13177511267,4,5.6,0.714285714285714,4,0,0,0,0.130663643125445,0.0971322361366879,0.0916588753461838,0,1.53410233557224,1.56703713769093,0.978982755847625,-0.0258402124099797
20833,C18H37O2Cl,HCOCl,18,37,2,0,1,320.24820810571,319.24093163883,4.1,5.6,0.732142857142857,4,1,0,0,0.014537759590894,0.00785907493110401,0.00572658376768231,0,1.59482917562127,1.61131523526274,0.989768569625187,-0.018125712987947
21518,C14H25O6Cl,HCOCl,14,25,6,0,1,324.13396619911,323.12668973223,4,5.6,0.714285714285714,4,0,0,0,0.039184499066323,0.027131446408455,0.0249925851821899,0,1.51982602104545,1.55377411807422,0.978151201880718,-0.00736299293705736
21814,C15H15O6Cl,HCOCl,15,15,6,0,1,326.05571587841,325.04843941153,4,5.6,0.714285714285714,4,0,0,0,0.00665296195074916,0.00427142233770649,0.00394506705924869,0,1.53410233557224,1.56867137749214,0.977962852885631,-0.0101814555924594
22685,C17H27O4Cl,HCOCl,17,27,4,0,1,330.15978702413,329.15251055725,4,5.6,0.714285714285714,4,0,0,0,0.0248137754388154,0.0149002967208081,0.0126234591007233,0,1.5626549385488,1.59801493119448,0.977872551779444,-0.0121552703001062
23011,C15H21O6Cl,HCOCl,15,21,6,0,1,332.10266607083,331.09538960395,4,5.6,0.714285714285714,4,0,0,0,0.0303563247434795,0.0185634039719627,0.0149655491113663,0,1.53410233557224,1.5693614569027,0.977532823190368,-0.00697963809025581
23428,C15H23O6Cl,HCOCl,15,23,6,0,1,334.11831613497,333.11103966809,4,5.6,0.714285714285714,4,0,0,0,0.0276342588476837,0.0148081587197825,0.0110023468732834,0,1.53410233557224,1.56959148333408,0.977389564011617,-0.0199686143490556
25238,C6H3O2Br3,HCOBr,6,3,2,0,3,345.76626913533,344.75899266845,6,9.5,0.631578947368421,6,0,0,0,0.0910579700721428,0.0410502854570926,0.0222368389368057,0,2.75889065116644,2.81587164115626,0.979764351060254,-0.0125590156569005
25788,C16H23O6Cl,HCOCl,16,23,6,0,1,346.11831613497,345.11103966809,4,5.6,0.714285714285714,4,0,0,0,0.0831858487799764,0.0512964889920058,0.0452578812837601,0,1.54837863892317,1.58630221453495,0.976093095461697,-0.00110821948692554
26153,C15H21O7Cl,HCOCl,15,21,7,0,1,348.09758069039,347.09030422351,4,5.6,0.714285714285714,4,0,0,0,0.101074677426368,0.0612513011346035,0.05184206366539,0,1.53410233557224,1.57278828020208,0.975402954665416,-0.000687024886583527
26563,C15H23O7Cl,HCOCl,15,23,7,0,1,350.11323075453,349.10595428765,4,5.6,0.714285714285714,4,0,0,0,0.0521171581931412,0.0316979917095069,0.0253627300262451,0,1.53410233557224,1.57301830663346,0.975260319033094,0.00683598465723176
29996,C18H35O5Cl,HCOCl,18,35,5,0,1,366.21730190025,365.21002543337,4,5.8,0.689655172413793,4,0,0,0,0.017973177600652,0.00990073702852233,0.00705981254577637,0,1.57693123817444,1.62108158227056,0.972764884519701,0.00975804199470561
31625,C17H23O7Cl,HCOCl,17,23,7,0,1,374.11323075453,373.10595428765,4,5.6,0.714285714285714,4,0,0,0,0.0420703780837357,0.0271706837396118,0.0253910161554813,0,1.5626549385488,1.60599617497064,0.973012864477943,0.0248077495067107
32077,C17H25O7Cl,HCOCl,17,25,7,0,1,376.12888081867,375.12160435179,4,5.6,0.714285714285714,4,0,0,0,0.0745294508524239,0.050165600493963,0.0417210608720779,0,1.5626549385488,1.60622620140202,0.972873520046437,-0.0138509365691244
32506,C18H20N4FSCl,HCNFSCl,18,20,0,5,2,378.1081235606,377.10084709372,4.1,7.2,0.569444444444444,4,1,0,0,0.0329391499981284,0.0182377118699859,0.0143154067918658,0,1.57846837188117,1.70280890213326,0.92697916360649,0.0627812901457845
32507,C16H23O8Cl,HCOCl,16,23,8,0,1,378.10814537409,377.10086890721,4,5.6,0.714285714285714,4,0,0,0,0.024339722469449,0.0137356143477267,0.0114492326974869,0,1.54837863892317,1.59265394345857,0.972200298302557,0.00493604727392011
34816,C20H33O5Cl,HCOCl,20,33,5,0,1,388.20165183611,387.19437536923,4,5.8,0.689655172413793,4,0,0,0,0.101375563535839,0.0568961205671933,0.0435885936021805,0,1.60548385977745,1.65567589178681,0.9696848687244,0.0240524262364615
35589,C18H18N4OFSCl,HCNOFSCl,18,18,1,5,2,392.08738811602,391.08011164914,4,7.2,0.555555555555556,4,0,0,0,0.0549243604764342,0.0312138837042986,0.02590411901474,0,1.57693123817444,1.70309673552401,0.925919946461082,0.0746079960494072
35590,C16H21O9Cl,HCOCl,16,21,9,0,1,392.08740992951,391.08013346263,4,6.7,0.597014925373134,4,0,0,0,0.0243912384612486,0.012394416211026,0.00908681750297546,0,1.54837863892317,1.59799393999856,0.968951508617463,0.0188304462823726
37472,C19H25O7Cl,HCOCl,19,25,7,0,1,400.12888081867,399.12160435179,4,5.7,0.701754385964912,4,0,0,0,0.0999944335781038,0.0563386959828243,0.0407502949237823,0,1.59120755642653,1.64172029064503,0.969231826818286,0.00903524433570035
37473,C15H21N4O2F4Cl,HCNOFCl,15,21,2,4,5,400.12891649179,399.12164002491,4,5.7,0.701754385964912,4,0,0,0,0.154629363212734,0.0981845540549384,0.0840132087469101,0,1.53410233557224,1.57850008737296,0.971873456228561,-0.0803438239855492
39298,C19H22N4OFSCl,HCNOFSCl,19,22,1,5,2,408.1186882443,407.11141177742,4,7.2,0.555555555555556,4,0,0,0,0.0607122480869293,0.0314984156997788,0.0241069197654724,0,1.59120755642653,1.72092912055086,0.924621204571857,0.0667719783140579
39299,C17H25O9Cl,HCOCl,17,25,9,0,1,408.11871005779,407.11143359091,4,6.7,0.597014925373134,4,0,0,0,0.0357503851410002,0.021281369760252,0.018858689814806,0,1.5626549385488,1.61486601177603,0.967668479708849,0.0131908463773435
40215,C20H25O7Cl,HCOCl,20,25,7,0,1,412.12888081867,411.12160435179,4.1,5.7,0.719298245614035,4,1,0,0,0.0151967317797244,0.00881821082939569,0.00711144367232919,0,1.62771005555987,1.65930229483638,0.980960528184154,0.020800022645856
40689,C20H27O7Cl,HCOCl,20,27,7,0,1,414.14453088281,413.13725441593,4,5.7,0.701754385964912,4,0,0,0,0.0892899543978274,0.05413970691557,0.0440458506345749,0,1.60548385977745,1.65953232126776,0.967431510192569,0.031323385852054
42322,C6H2O2Br4,HCOBr,6,2,2,0,4,425.67473470326,424.66745823638,10,10.6,0.943396226415095,10,0,0,0,0.0275202617049217,0.0153273118006592,0.0127224326133728,0,2.84080021735281,2.85448746569455,0.995205006675898,0.0254289031005051
42447,C19H20N4O2FSCl,HCNOFSCl,19,20,2,5,2,422.09795279972,421.09067633284,4,7.3,0.547945205479452,4,0,0,0,0.0644382499158382,0.0330318861933663,0.0208028554916382,0,1.59120755642653,1.72275408764835,0.923641724512523,0.0564472511012343
42525,C19H31O8Cl,HCOCl,19,31,8,0,1,422.17074563065,421.16346916377,4,6.8,0.588235294117647,4,0,0,0,0.0477322101360187,0.0260595795578743,0.0214544236660004,0,1.59120755642653,1.64749031036627,0.965837277715322,0.00455193047167162
43380,C20H23O8Cl,HCOCl,20,23,8,0,1,426.10814537409,425.10086890721,4.1,6.7,0.611940298507463,4,1,0,0,0.0297210238641128,0.0151293299438782,0.011102169752121,0,1.62771005555987,1.66309054638259,0.978726058602357,0.0188105823775199
43826,C22H22N4FSCl,HCNFSCl,22,22,0,5,2,428.12377362474,427.11649715786,4.1,7.4,0.554054054054054,4,1,0,0,0.0983098107390106,0.0504234184058133,0.0371526032686234,0,1.63591517799068,1.7737133790506,0.922310897190345,0.0775597650994237
43827,C20H25O8Cl,HCOCl,20,25,8,0,1,428.12379543823,427.11651897135,4,6.7,0.597014925373134,4,0,0,0,0.0741270877188072,0.0396480349963198,0.0275549590587616,0,1.60548385977745,1.66332057281397,0.965228162278619,0.0264882408136539
45177,C20H31O8Cl,HCOCl,20,31,8,0,1,434.17074563065,433.16346916377,4.1,6.8,0.602941176470588,4,1,0,0,0.0385550059145316,0.0200108385126575,0.0129323303699493,0,1.62771005555987,1.66515143273864,0.977514731427648,0.0166176252034665
45593,C20H33O8Cl,HCOCl,20,33,8,0,1,436.18639569479,435.17911922791,4,6.8,0.588235294117647,4,0,0,0,0.0352609626716003,0.0216141573049313,0.0185928121209145,0,1.60548385977745,1.66545505810063,0.963991103793832,0.0148678500272967
45979,C20H24N4O2FSCl,HCNOFSCl,20,24,2,5,2,438.129252928,437.12197646112,4,7.4,0.540540540540541,4,0,0,0,0.0578736376482993,0.0302743201196847,0.0231800377368927,0,1.60548385977745,1.74072621332016,0.922306935744505,0.0585329876374936
45980,C18H27O10Cl,HCOCl,18,27,10,0,1,438.12927474149,437.12199827461,4,6.8,0.588235294117647,4,0,0,0,0.0218700150726363,0.0133656886709133,0.0114133358001709,0,1.57693123817444,1.63640084967483,0.963658286102573,0.00863046307327656
47747,C21H31O8Cl,HCOCl,21,31,8,0,1,446.17074563065,445.16346916377,4,6.8,0.588235294117647,4,0,0,0,0.0465445144800469,0.0295571448096199,0.0275811553001404,0,1.6197601556778,1.68299099581782,0.962429483997746,0.0226229217454623
48203,C21H33O8Cl,HCOCl,21,33,8,0,1,448.18639569479,447.17911922791,4,6.8,0.588235294117647,4,0,0,0,0.024600341799669,0.0133195716368039,0.00889661908149719,0,1.6197601556778,1.68329462117981,0.962255885153672,0.0162599641130012
48887,C20H22N4O3FSCl,HCNOFSCl,20,22,3,5,2,452.10851748342,451.10124101654,4.1,7.5,0.546666666666667,4,1,0,0,0.0667480689007789,0.034762628005218,0.0264055579900742,0,1.62771005555987,1.74369395780377,0.93348379643984,0.0576694750786961
48888,C18H25O11Cl,HCOCl,18,25,11,0,1,452.10853929691,451.10126283003,4.1,6.8,0.602941176470588,4,1,0,0,0.0294241016963497,0.0143553052616543,0.00865282118320465,0,1.59482917562127,1.63991421204992,0.972507686013472,0.009313389445913
48922,C21H26N4O2FSCl,HCNOFSCl,21,26,2,5,2,452.14490299214,451.13762652526,4,7.5,0.533333333333333,4,0,0,0,0.0510143956635147,0.0268655712422559,0.0172519758343697,0,1.6197601556778,1.7586093241116,0.921046041022243,0.0542898839223444
49648,C23H22N4OFSCl,HCNOFSCl,23,22,1,5,2,456.1186882443,455.11141177742,4,7.4,0.540540540540541,4,0,0,0,0.0620505702681839,0.0363319422018132,0.0314724445343018,0,1.64831276237965,1.79182857903652,0.919905386968411,0.0652646559034422
50388,C23H26N4OFSCl,HCNOFSCl,23,26,1,5,2,460.14998837258,459.1427119057,4,7.4,0.540540540540541,4,0,0,0,0.0652914014644921,0.03660686378615,0.0303513705730438,0,1.64831276237965,1.79228863189928,0.919669261436387,0.0609010972526445
50389,C21H29O9Cl,HCOCl,21,29,9,0,1,460.15001018607,459.14273371919,4,6.9,0.579710144927536,4,0,0,0,0.0510445621330291,0.0325490605360623,0.0303513705730438,0,1.6197601556778,1.68683630402666,0.960235531931141,0.013391924818575
51127,C21H33O9Cl,HCOCl,21,33,9,0,1,464.18131031435,463.17403384747,4,6.9,0.579710144927536,4,0,0,0,0.044919126899913,0.0250946020844908,0.0215431600809097,0,1.6197601556778,1.68744355463423,0.959889977492548,0.0288320989779991
51476,C22H28N4O2FSCl,HCNOFSCl,22,28,2,5,2,466.16055305628,465.1532765894,4,7.5,0.533333333333333,4,0,0,0,0.075583930592984,0.0427648940720049,0.0358411818742752,0,1.63403645902872,1.77663472644053,0.919736868085705,0.042510897424432
51477,C20H31O10Cl,HCOCl,20,31,10,0,1,466.16057486977,465.15329840289,4,6.9,0.579710144927536,4,0,0,0,0.0427220960846171,0.0238346026040197,0.0175392627716064,0,1.60548385977745,1.67241558164824,0.959979013227787,-0.00438437567951234
53448,C23H28N4O2FSCl,HCNOFSCl,23,28,2,5,2,478.16055305628,477.1532765894,4,7.5,0.533333333333333,4,0,0,0,0.0540664014406502,0.0287508490434542,0.022668719291687,0,1.64831276237965,1.79457365185954,0.918498252034217,0.0406524431807593
53449,C21H31O10Cl,HCOCl,21,31,10,0,1,478.16057486977,477.15329840289,4,6.9,0.579710144927536,4,0,0,0,0.0169906864175573,0.00978074860820346,0.00786001700907946,0,1.6197601556778,1.69031382014509,0.958260020342707,-0.00506345356831069
54137,C23H32N4O2FSCl,HCNOFSCl,23,32,2,5,2,482.19185318456,481.18457671768,4,7.5,0.533333333333333,4,0,0,0,0.0773434457369149,0.0423187008773249,0.0358550995588303,0,1.64831276237965,1.7950337047223,0.918262848236963,0.0651430741439381
56216,C23H30N4O3FSCl,HCNOFSCl,23,30,3,5,2,496.17111773998,495.1638412731,4,7.6,0.526315789473684,4,0,0,0,0.0716581312008202,0.0378796655946698,0.0295283198356628,0,1.64831276237965,1.79800144920591,0.916747182327146,0.0638997243352738
59348,C26H39O9Cl,HCOCl,26,39,9,0,1,530.22826050677,529.22098403989,4,7.1,0.563380281690141,4,0,0,0,0.0493154494324699,0.035402243051969,0.0331636369228363,0,1.691141679883,1.78168134659063,0.949183019241414,-0.0301096430524953
