ind,mz,intensity,sn,rel_int,mf_ind,mf,m0,search_m,p,major_ind,minor_ind,err_ppm
58,175.097589802595,3836842.8,12.93,0.00511334951874493,4310,C8H16O4,176.10485899136,175.09758252448,1,0,-1,0.0415660506988548
60,177.019341365303,8312563,30.1,0.011078129136692,4412,C9H6O4,178.02660867066,177.01933220378,1,0,-1,0.0517543669685734
61,177.055726357098,7927565.5,28.62,0.0105650440602476,4430,C10H10O3,178.06299417938,177.0557177125,1,0,-1,0.048824164572242
62,177.946836156967,3199503.8,10.37,0.00426396964086008,4449,C5H3NO2Cl2,178.95408370013,177.94680723325,1,0,-1,0.162541367206072
63,178.998612922827,2922373,9.27,0.003894638209609,4522,C8H4O5,180.00587322608,178.9985967592,1,0,-1,0.0903002983782985
64,179.034994914767,18241188,68.17,0.0243099795178306,4542,C9H8O4,180.0422587348,179.03498226792,1,0,-1,0.0706389740482799
65,179.071372906712,13359810,49.4,0.0178045809002192,4559,C10H12O3,180.07864424352,179.07136777664,1,0,-1,0.0286481965560868
66,181.014258480309,10548621,38.45,0.0140581172921061,4655,C8H6O5,182.02152329022,181.01424682334,1,0,-1,0.0643980757478818
68,181.050631472398,162735280,621.56,0.216876846158728,4671,C9H10O4,182.05790879894,181.05063233206,1,0,-1,-0.00474818640603123
71,182.053985255187,15940733,59.11,0.0212441696631385,4671,C9H10O4,183.06126363674,182.05398716986,0.09734155,1,-1,-0.0105170600114038
73,183.054889040465,2380086.8,7.12,0.00317193492872608,4671,C9H10O4,184.06215517938,183.0548787125,0.008219974,2,-1,0.056420045668839
70,181.087029464484,7544017.5,26.94,0.0100538907283427,4689,C10H14O3,182.09429430766,181.08701784078,1,0,-1,0.0641884979348079
72,183.029902045801,2990556.8,9.45,0.00398550656650811,4805,C8H8O5,184.03717335436,183.02989688748,1,0,-1,0.0281829444379071
74,183.06629203803,7489922.5,26.63,0.00998179847524945,4824,C9H12O4,184.07355886308,183.0662823962,1,0,-1,0.0526685167682681
75,183.102674030262,12327848,45.1,0.0164292880693368,4836,C10H16O3,184.1099443718,183.10266790492,1,0,-1,0.0334530458262552
77,185.00110562847,11039407,40.03,0.0147121864024972,4929,C8H7O3Cl,186.00837176317,185.00109529629,1,0,-1,0.0558492910248522
83,186.99813621318,3571513.3,11.57,0.00475974564653681,4929,C8H7O3Cl,188.00542167317,186.99814520629,0.3199578,2,-1,-0.048091973199008
79,185.081934611516,29730058,111.14,0.0396211639858059,4961,C9H14O4,186.08920892722,185.08193246034,1,0,-1,0.0116228287592807
81,186.08530040208,2386757,7.11,0.00318082428535021,4961,C9H14O4,187.09256376502,186.08528729814,0.09734155,1,-1,0.0704189982618694
80,185.118319603888,9078066,32.57,0.0120983128139195,4970,C10H18O3,186.12559443594,185.11831796906,1,0,-1,0.0088312580748843
82,186.113565396207,3598246,11.72,0.00479537224001616,5032,C9H17NO3,187.12084340867,186.11356694179,1,0,-1,-0.00830451497827135
90,189.019338800405,7938925,28.01,0.0105801828336835,5083,C8H9O2FS,190.02652464775,189.01924818087,0.04474155,2,-1,0.479419615502483
88,188.035326000425,9618083,34.48,0.0128179919383976,5088,C12H9Cl,189.04263280643,188.03535633955,0.1297887,1,-1,-0.161347980933726
84,187.061200200187,4372868.5,14.61,0.00582770944903186,5104,C8H12O5,188.06847348264,187.06119701576,1,0,-1,0.0170234518008539
86,187.097585192694,229060144,866.32,0.305267804322357,5114,C9H16O4,188.10485899136,187.09758252448,1,0,-1,0.0142610836701045
89,188.100941987032,21914868,81.1,0.0292058824357252,5114,C9H16O4,189.10821382916,188.10093736228,0.09734155,1,-1,0.024586544266985
87,187.133972185203,10024284,36.03,0.0133593348591614,5122,C10H20O3,188.14124450008,187.1339680332,1,0,-1,0.0221873313534537
88,188.035326000425,9618083,34.48,0.0128179919383976,5149,C10H7NO3,189.04259308797,188.03531662109,1,0,-1,0.0498807089361069
90,189.019338800405,7938925,28.01,0.0105801828336835,5221,C10H6O4,190.02660867066,189.01933220378,1,0,-1,0.0348992094735996
91,189.07684978877,7678901.5,27.03,0.0102336502526282,5252,C8H14O5,190.08412354678,189.0768470799,1,0,-1,0.0143268187355693
92,189.113234781411,7661795,26.96,0.0102108524685901,5262,C9H18O4,190.1205090555,189.11323258862,1,0,-1,0.0115951243164852
93,190.050977592595,3317392.5,10.55,0.0044210795770322,5301,C10H9NO3,191.05824315211,190.05096668523,1,0,-1,0.0573917915515189
94,190.072092588362,3044395.8,9.48,0.00405725764912732,5310,C7H13NO5,191.07937251951,190.07209605263,1,0,-1,-0.0182260725909198
95,191.034985396165,12186003,43.87,0.0162402516400918,5376,C10H8O4,192.0422587348,191.03498226792,1,0,-1,0.0163752455451805
96,193.014248006261,5434604.5,18.39,0.00724268200527893,5497,C9H6O5,194.02152329022,193.01424682334,1,0,-1,0.00612866964819439
97,193.050643999155,37947424,140.25,0.0505724243505649,5517,C10H10O4,194.05790879894,193.05063233206,1,0,-1,0.0604354152170523
99,194.053989804181,3053821.3,9.46,0.00406981898624776,5517,C10H10O4,195.06126363674,194.05398716986,0.1081573,1,-1,0.0135751983268065
98,193.087022992055,7984207.5,27.95,0.0106405306930179,5530,C11H14O3,194.09429430766,193.08701784078,1,0,-1,0.0266785170790376
105,195.810907466937,40401680,148.85,0.0538432043617963,5549,HCl4Fe,196.81817325207,195.81089678519,0.7813531,1,-1,0.0545513391016419
114,197.807942089927,60317216,222.31,0.0803845827109815,5549,HCl4Fe,198.81522316207,197.80794669519,1,3,-1,-0.0232814848639352
122,199.804989719501,28903764,105.06,0.0385199643152743,5549,HCl4Fe,200.81227307207,199.80499660519,0.4799366,5,-1,-0.0344620463837317
129,201.802043355507,6789271,23.05,0.00904804220816107,5549,HCl4Fe,202.80932298207,201.80204651519,0.102373,7,-1,-0.0156573377006234
106,195.812636466607,3563665.3,11.32,0.00474928663919278,5549,HCl4Fe,196.81989616207,195.81261969519,0.06370295,1,3,0.0856503394005486
100,195.029905616202,14320328,51.48,0.0190846605149081,5645,C9H8O5,196.03717335436,195.02989688748,1,0,-1,0.044755814830238
107,196.033247424632,2646344,7.9,0.00352677514409335,5645,C9H8O5,197.04052819216,196.03325172528,0.09734155,1,-1,-0.0219383608474042
101,195.066289609225,15284987,55.09,0.0203702588285536,5662,C10H12O4,196.07355886308,195.0662823962,1,0,-1,0.0369773039448661
108,196.069626417718,3192955.3,9.94,0.00425524247348082,5662,C10H12O4,197.07691370088,196.069637234,0.1081573,1,-1,-0.0551655133205013
103,195.102668602252,4525869.5,14.92,0.00603161344783981,5677,C11H16O3,196.1099443718,195.10266790492,1,0,-1,0.0035741781874509
104,195.139080595274,3208544.5,10,0.00427601815611176,5684,C12H20O2,196.14632988052,195.13905341364,1,0,-1,0.139293665824665
109,197.022215237466,2474112.5,7.22,0.00329724271247074,5782,C6H11O5Cl,198.02950113057,197.02222466369,1,0,-1,-0.0478434542084711
110,197.04554623307,16110562,57.93,0.0214705002898243,5796,C9H10O5,198.0528234185,197.04554695162,1,0,-1,-0.00364661643121019
112,197.081939226216,26782230,97.61,0.0356926019698842,5813,C10H14O4,198.08920892722,197.08193246034,1,0,-1,0.0343302682616166
115,198.085281038094,2617389.3,7.75,0.00348818729751532,5813,C10H14O4,199.09256376502,198.08528729814,0.1081573,1,-1,-0.031602780120186
119,199.097348850015,6197593.5,20.97,0.00825951528183581,5817,C7H13N2OF3,200.10470738167,199.09743091479,0.00245658,2,-1,-0.412183995957495
119,199.097348850015,6197593.5,20.97,0.00825951528183581,5818,C9H14N2O3,200.1046886977,199.09741223082,0.006164981,2,-1,-0.318340675235978
113,197.118318219366,3463241.3,10.9,0.00461545185918291,5826,C11H18O3,198.12559443594,197.11831796906,1,0,-1,0.00126982395013225
125,200.937995512213,2575671.3,7.54,0.00343258983722245,5902,C7H5O2Br,201.94524499947,200.93796853259,0.9727757,2,-1,0.134268418882418
117,199.043440859991,4721292,15.5,0.0062920524593956,5946,C9H12O3S,200.05071524352,199.04343877664,1,0,-1,0.0104668167819715
118,199.061185856707,6506021.5,22.11,0.00867055640277187,5956,C9H12O5,200.06847348264,199.06119701576,1,0,-1,-0.0560584044258071
120,199.097589849971,73915736,271.76,0.0985072917512485,5969,C10H16O4,200.10485899136,199.09758252448,1,0,-1,0.036793469057337
123,200.100943665156,8706815,30.26,0.0116035476590417,5969,C10H16O4,201.10821382916,200.10093736228,0.1081573,1,-1,0.0314984850607303
121,199.133952843244,4307726,13.97,0.00574089422401799,5977,C11H20O3,200.14124450008,199.1339680332,1,0,-1,-0.0762800832591574
126,201.076840486952,17769600,63.81,0.0236814955275963,6106,C9H14O5,202.08412354678,201.0768470799,1,0,-1,-0.0327881996775012
127,201.113237480335,56461492,207.11,0.0752460702705414,6116,C10H18O4,202.1205090555,201.11323258862,1,0,-1,0.024323189625189
130,202.116584298754,5425245,18.02,0.00723020862617132,6116,C10H18O4,203.1238638933,202.11658742642,0.1081573,1,-1,-0.0154745648870668
128,201.149604473726,2956520.8,8.95,0.00394014688583003,6123,C11H22O3,202.15689456422,201.14961809734,1,0,-1,-0.0677287593646987
135,204.030221956795,7952161,27.21,0.0105978224133478,6151,C8H10NO2FS,205.03742368462,204.03014721774,0.04474155,2,-1,0.366313781848058
135,204.030221956795,7952161,27.21,0.0105978224133478,6225,C12H9OCl,205.03754742599,204.03027095911,0.1297887,1,-1,-0.240171788897938
132,203.034978133932,5388681.5,17.88,0.00718148055341092,6230,C11H8O4,204.0422587348,203.03498226792,1,0,-1,-0.0203609650133912
133,203.092501123652,15485917,55.12,0.0206380376697408,6261,C9H16O5,204.09977361092,203.09249714404,1,0,-1,0.0195950712942177
134,203.128875117154,9709585,33.81,0.0129399363943091,6274,C10H20O4,204.13615911964,203.12888265276,1,0,-1,-0.0370976572954373
135,204.030221956795,7952161,27.21,0.0105978224133478,6306,C10H7NO4,205.03750770753,204.03023124065,1,0,-1,-0.045502350908993
136,204.066613950347,3227989.3,9.86,0.0043019321859287,6320,C11H11NO3,205.07389321625,204.06661674937,1,0,-1,-0.013716224179003
138,204.946486795057,3977793.3,12.61,0.00530119385037662,6358,C7H4O3Cl2,205.95374934696,204.94647288008,1,0,-1,0.0678956668467085
143,206.943517446933,2731217.5,7.99,0.00363988581685253,6358,C7H4O3Cl2,207.95079925696,206.94352279008,0.6399155,2,-1,-0.0258193501649765
139,205.014256783145,10158242,35.31,0.013537860305873,6390,C10H6O5,206.02152329022,205.01424682334,1,0,-1,0.0485810409004854
140,205.050635776754,9612502,33.3,0.0128105541555246,6413,C11H10O4,206.05790879894,205.05063233206,1,0,-1,0.0167992363910189
141,205.086974770372,4079498,12.98,0.00543673541564458,6429,C12H14O3,206.09429430766,205.08701784078,1,0,-1,-0.210010408502743
144,207.012141435076,24399282,87.22,0.0325168539280321,6539,C10H8O3S,208.01941511524,207.01213864836,1,0,-1,0.013461605136226
149,208.015480262506,2772780.5,8.13,0.00369527670908496,6539,C10H8O3S,209.02276995304,208.01549348616,0.1081573,1,-1,-0.0635705229162851
145,207.029897432009,17827274,63.19,0.0237583575038399,6550,C10H8O5,208.03717335436,207.02989688748,1,0,-1,0.00263019445956679
146,207.066281425726,12973566,45.44,0.0172898346167598,6576,C11H12O4,208.07355886308,207.0662823962,1,0,-1,-0.00468677887113891
148,207.102645419449,3681585,11.46,0.00490643788897699,6587,C12H16O3,208.1099443718,207.10266790492,1,0,-1,-0.108571615457907
150,208.845284120893,9822632,33.76,0.0130905938106217,6653,HNa3Cl4,209.85254359477,208.84526712789,0.7813531,0,-1,0.0813664731316535
159,210.842310784128,14748221,51.46,0.0196549123025561,6653,HNa3Cl4,211.84959350477,210.84231703789,1,1,-1,-0.0296608471554981
167,212.839363452954,7491190,25.14,0.00998348766890497,6653,HNa3Cl4,213.84664341477,212.83936694789,0.4799366,2,-1,-0.0164205344253501
152,209.045555086864,11231420,38.89,0.0149680815830719,6714,C10H10O5,210.0528234185,209.04554695162,1,0,-1,0.0389161305834287
154,209.081935080689,10688750,36.91,0.0142448668130174,6733,C11H14O4,210.08920892722,209.08193246034,1,0,-1,0.0125326396201883
155,209.085303080117,24371442,86.73,0.032479751638983,6736,C8H18O4S,210.0925800555,209.08530358862,1,0,-1,-0.00243203664615459
157,209.118292074519,3406751.5,10.4,0.00454016806292105,6749,C12H18O3,210.12559443594,209.11831796906,1,0,-1,-0.123827225000996
158,209.154707068342,4728401.5,15.21,0.00630152726988393,6755,C13H22O2,210.16197994466,209.15470347778,1,0,-1,0.0171670130947358
161,211.024819753633,40359728,144.29,0.053787295050367,6875,C9H8O6,212.03208797392,211.02481150704,1,0,-1,0.039078781636887
166,212.028200586805,3523931.5,10.76,0.00469633351661296,6875,C9H8O6,213.03544281172,212.02816634484,0.09734155,1,-1,0.161497247813548
161,211.024819753633,40359728,144.29,0.053787295050367,6876,C5H4N4OF4,212.03212364704,211.02484718016,1,0,-1,-0.129968237615622
166,212.028200586805,3523931.5,10.76,0.00469633351661296,6876,C5H4N4OF4,213.03547848484,212.02820201796,0.05407864,1,-1,-0.00674983173320626
163,211.061204747558,10559329,36.27,0.0140723878133395,6895,C10H12O5,212.06847348264,211.06119701576,1,0,-1,0.0366329698269511
164,211.097583741487,20672402,72.93,0.0275500515210062,6911,C11H16O4,212.10485899136,211.09758252448,1,0,-1,0.00576514077601171
165,211.133966735417,13324225,46.29,0.0177571568716339,6923,C12H20O3,212.14124450008,211.1339680332,1,0,-1,-0.00614672644746881
169,213.01530942404,7424855.5,24.9,0.00989508386887147,6952,C9H8NO3Cl,214.02262563784,213.01534917096,0.09734155,1,-1,-0.186591814247
168,212.979197429971,3201193.3,9.59,0.00426622123271886,7039,C4HO2F7,213.98647681119,212.97920034431,1,0,-1,-0.013683680713123
169,213.01530942404,7424855.5,24.9,0.00989508386887147,7055,C7H6N2O6,214.02258591938,213.0153094525,1,0,-1,-0.000133607524705655
170,213.076850413936,20179366,71.13,0.0268929838419958,7088,C10H14O5,214.08412354678,213.0768470799,1,0,-1,0.015647106184338
173,214.080223249931,2863513.5,8.32,0.00381619632087731,7088,C10H14O5,215.08747838458,214.0802019177,0.1081573,1,-1,0.0996459787734657
171,213.113239407964,23856596,84.46,0.031793617834823,7099,C11H18O4,214.1205090555,213.11323258862,1,0,-1,0.0319986903995528
174,214.11660324401,3320262.8,9.97,0.00442490481770238,7099,C11H18O4,215.1238638933,214.11658742642,0.118973,1,-1,0.073873726791795
172,213.149612401997,3188227.3,9.5,0.00424894148128885,7106,C12H22O3,214.15689456422,213.14961809734,1,0,-1,-0.0267199304146174
204,222.950253856627,37049344,130.17,0.0493755556814096,7194,C6H11SiCl3,223.95755329277,222.95027682589,0.001098192,8,-1,-0.103024150684156
176,215.056106091715,3244876,9.7,0.00432443704313009,7249,C9H12O6,216.0633881022,215.05611163532,1,0,-1,-0.0257774813820823
177,215.09249708584,44999544,160.35,0.0599707646756185,7267,C10H16O5,216.09977361092,215.09249714404,1,0,-1,-0.00027058318700251
180,216.09585092453,3933738.5,12.12,0.00524248214335062,7267,C10H16O5,217.10312844872,216.09585198184,0.1081573,1,-1,-0.00489278032259297
178,215.128879079967,48325540,172.36,0.0644033101127023,7276,C11H20O4,216.13615911964,215.12888265276,1,0,-1,-0.0166076848191673
181,216.132242918705,4752981.5,15.06,0.00633428496617807,7276,C11H20O4,217.13951395744,216.13223749056,0.118973,1,-1,0.0251149231414762
179,215.165276074094,3124176.8,9.26,0.0041635815615782,7281,C12H24O3,216.17254462836,215.16526816148,1,0,-1,0.0367745895472247
183,217.042386773558,5719160,18.53,0.00762190831316447,7404,C12H11O2P,218.04966622189,217.04238975501,1,0,-1,-0.0137367247102797
185,217.050634772248,4771201.5,15.12,0.00635856670850838,7411,C12H10O4,218.05790879894,217.05063233206,1,0,-1,0.0112424827235128
187,217.071762768891,5175449.5,16.58,0.00689730687171069,7423,C9H14O6,218.07903816634,217.07176169946,1,0,-1,0.0049266262912946
188,217.108148763112,43744452,155.09,0.0582981071265053,7438,C10H18O5,218.11542367506,217.10814720818,1,0,-1,0.00716201771407501
190,218.111499604419,4708651,14.89,0.00627520583454392,7438,C10H18O5,219.11877851286,218.11150204598,0.1081573,1,-1,-0.0111940971779993
189,217.144536757335,4994797,15.93,0.006656551797269,7448,C11H22O4,218.15180918378,217.1445327169,1,0,-1,0.0186071212379111
191,219.029895460278,7679247,25.44,0.0102341106994984,7590,C11H8O5,220.03717335436,219.02989688748,1,0,-1,-0.00651601558314543
192,219.042950458236,3081757.3,9.01,0.00410704921422469,7603,C9H13O4Cl,220.05023657515,219.04296010827,1,0,-1,-0.044055437995311
193,219.066289454588,8633654,28.86,0.0115060462018173,7622,C12H12O4,220.07355886308,219.0662823962,1,0,-1,0.0322203283657097
195,219.102635448906,3216732.5,9.49,0.0042869302804916,7639,C13H16O3,220.1099443718,219.10266790492,1,0,-1,-0.148131530411931
196,221.00916815319,8363765.5,27.88,0.011146366563238,7765,C10H6O6,222.01643790978,221.0091614429,1,0,-1,0.0303620428288117
197,221.04554914759,29238552,102.52,0.0389661353334566,7786,C11H10O5,222.0528234185,221.04554695162,1,0,-1,0.00993446754926919
202,222.048905993779,2629842,7.37,0.003504782975491,7786,C11H10O5,223.0561782563,222.04890178942,0.118973,1,-1,0.0189343831619945
198,221.05860914558,9649446,32.48,0.012859789319556,7795,C9H15O4Cl,222.06588663929,221.05861017241,1,0,-1,-0.0046450577297648
206,223.055639840654,3082459.8,8.98,0.00410798543398249,7795,C9H15O4Cl,224.06293654929,223.05566008241,0.3199578,2,-1,-0.0907475575300878
199,221.081929141992,11526460,39.19,0.0153612805543747,7808,C12H14O4,222.08920892722,221.08193246034,1,0,-1,-0.0150095858014583
201,221.118322136393,3965535.5,12.16,0.00528485791507823,7820,C13H18O3,222.12559443594,221.11831796906,1,0,-1,0.0188466216893195
205,223.024813845325,7290433,23.99,0.00971593938432717,7954,C10H8O6,224.03208797392,223.02481150704,1,0,-1,0.0104844147195922
207,223.061197839812,17395808,60.05,0.0231833439892245,7977,C11H12O5,224.06847348264,223.06119701576,1,0,-1,0.00369428470455725
209,223.0975798343,14933120,51.26,0.0199013266755053,7991,C12H16O4,224.10485899136,223.09758252448,1,0,-1,-0.012058309053125
211,223.133970828789,4923040,15.54,0.00656092144686304,8007,C13H20O3,224.14124450008,223.1339680332,1,0,-1,0.0125287485628609
214,224.947317556119,10588791,35.68,0.0141116517371889,8108,C4H3OF5S2,225.95454781577,224.94727134889,1,0,-1,0.205413601904747
215,225.040457542216,21529280,74.63,0.0286920104016054,8152,C10H10O6,226.04773803806,225.04046157118,1,0,-1,-0.0179032890892836
233,229.063681950808,2701429,7.57,0.00360018676737905,8162,C11H12N2FCl,230.07106388004,229.06378741316,0.002058576,4,-1,-0.460406044782307
217,225.076848536786,30395100,106.19,0.0405074635732285,8174,C11H14O5,226.08412354678,225.0768470799,1,0,-1,0.00647283761944292
221,226.080206387668,2873803.5,8.21,0.00382990977469614,8174,C11H14O5,227.08747838458,226.0802019177,0.118973,1,-1,0.0197716030900658
219,225.113230531359,18062072,62.28,0.0240712721325816,8186,C12H18O4,226.1205090555,225.11323258862,1,0,-1,-0.00913878288489619
220,225.149606525935,5331732,16.96,0.00710558411626271,8195,C13H22O3,226.15689456422,225.14961809734,1,0,-1,-0.0513942927931532
230,228.969296964482,2921021,8.35,0.0038928364030431,8297,C9H9O2Br,229.97654512775,228.96926866087,0.9727757,2,-1,0.12361314546922
222,227.038378246311,2736749.5,7.72,0.00364725829756445,8335,C10H12O4S,228.04562986308,227.0383533962,1,0,-1,0.109453362405165
223,227.056108243705,5558905.5,17.76,0.00740833759547656,8346,C10H12O6,228.0633881022,227.05611163532,1,0,-1,-0.0149373428952648
224,227.092495238358,45756564,160.88,0.0609796430828028,8368,C11H16O5,228.09977361092,227.09249714404,1,0,-1,-0.00839165766957742
226,228.095839091472,6847780.5,22.3,0.00912601765288531,8368,C11H16O5,229.10312844872,228.09585198184,0.118973,1,-1,-0.0565129450051742
225,227.128874233013,31246506,108.98,0.0416421299349456,8378,C12H20O4,228.13615911964,227.12888265276,1,0,-1,-0.0370703506881488
227,228.132224086166,2880827.5,8.21,0.00383927063957693,8378,C12H20O4,229.13951395744,228.13223749056,0.1297887,1,-1,-0.0587571253724103
244,231.102666657681,3954131.8,11.99,0.00526966023642773,8438,C9H16N5Cl,232.10982796492,231.10255149804,0.03114519,3,-1,0.498305362381137
228,228.160537082037,3756621.3,11.32,0.00500643855319325,8449,C12H23NO3,229.16779360109,228.16051713421,1,0,-1,0.0874289192985267
229,228.950544967199,2897202,8.27,0.00386109288929086,8474,C8H7O3Br,229.95785618317,228.95057971629,1,0,-1,-0.151775508567912
232,229.050622952699,6808429.5,22.16,0.00907357468677992,8523,C13H10O4,230.05790879894,229.05063233206,1,0,-1,-0.0409488545049672
234,229.071763949637,10511738,35.32,0.0140089634226017,8534,C10H14O6,230.07903816634,229.07176169946,1,0,-1,0.009823022962595
235,229.108144944369,50226576,176.41,0.0669368153987976,8548,C11H18O5,230.11542367506,229.10814720818,1,0,-1,-0.00988096949893833
237,230.111492799635,5825481.5,18.67,0.00776360267469975,8548,C11H18O5,231.11877851286,230.11150204598,0.118973,1,-1,-0.0401820192406424
236,229.144534939102,53335460,187.45,0.0710800162891843,8554,C12H22O4,230.15180918378,229.1445327169,1,0,-1,0.00969781649805091
239,230.147882794406,7349725.5,24.03,0.00979495833093092,8554,C12H22O4,231.15516402158,230.1478875547,0.1297887,1,-1,-0.0206836328892953
250,233.045536382306,10582370,35.48,0.014103094488698,8590,C7H10N5O2Cl,234.05270701162,233.04543054474,0.02422403,3,-1,0.454149929265873
238,230.139787795569,2671833,7.46,0.00356074426210968,8623,C11H21NO4,231.14705815651,230.13978168963,1,0,-1,0.0265314354046712
240,231.029906668067,7115182.5,23.19,0.00948238353996607,8690,C12H8O5,232.03717335436,231.02989688748,1,0,-1,0.0423347245588475
241,231.042954666204,7697333.5,25.26,0.0102582145267573,8696,C10H13O4Cl,232.05023657515,231.04296010827,1,0,-1,-0.0235543463865989
242,231.066285662873,4646081,14.44,0.00619181897298476,8712,C13H12O4,232.07355886308,231.0662823962,1,0,-1,0.0141373864588139
243,231.087402659859,16619980,56.89,0.0221494002137774,8721,C10H16O6,232.09468823048,231.0874117636,1,0,-1,-0.0393952261062521
247,232.090755517162,2644917,7.35,0.00352487338524015,8721,C10H16O6,233.09804306828,232.0907666014,0.1081573,1,-1,-0.0477582030973175
244,231.102666657681,3954131.8,11.99,0.00526966023642773,8728,C14H16O3,232.1099443718,231.10266790492,1,0,-1,-0.00539690584565989
245,231.123796654665,34015712,118.55,0.0453326429180174,8734,C11H20O5,232.1310737392,231.12379727232,1,0,-1,-0.00267239721590894
